
2022-03-23T17:47:19.258137,1000,20,"(100,)",2,relu,adam,200,0.9973333333333333,0.888
2022-03-23T17:47:26.236607,1000,20,"(200,)",2,relu,adam,200,1.0,0.904
2022-03-23T17:47:34.106424,1000,20,"(500,)",2,relu,adam,191,1.0,0.908
2022-03-23T17:47:41.523954,2000,20,"(100,)",2,relu,adam,200,0.998,0.934
2022-03-23T17:47:49.130634,2000,20,"(200,)",2,relu,adam,200,1.0,0.944
2022-03-23T17:47:58.978189,2000,20,"(500,)",2,relu,adam,196,1.0,0.95
2022-03-23T17:48:08.312086,5000,20,"(100,)",2,relu,adam,200,0.9968,0.9616
2022-03-23T17:48:18.840336,5000,20,"(200,)",2,relu,adam,200,1.0,0.9568
2022-03-23T17:48:33.225346,5000,20,"(500,)",2,relu,adam,189,1.0,0.9624
2022-03-23T17:48:39.887234,1000,20,"(100,)",3,relu,adam,200,0.9946666666666667,0.888
2022-03-23T17:48:47.223108,1000,20,"(200,)",3,relu,adam,200,1.0,0.88
2022-03-23T17:48:55.218453,1000,20,"(500,)",3,relu,adam,200,1.0,0.888
2022-03-23T17:49:02.533708,2000,20,"(100,)",3,relu,adam,200,0.9993333333333333,0.918
2022-03-23T17:49:10.067738,2000,20,"(200,)",3,relu,adam,200,1.0,0.92
2022-03-23T17:49:19.990098,2000,20,"(500,)",3,relu,adam,200,1.0,0.916
2022-03-23T17:49:29.277691,5000,20,"(100,)",3,relu,adam,200,0.9954666666666667,0.9168
2022-03-23T17:49:39.848468,5000,20,"(200,)",3,relu,adam,200,1.0,0.9272
2022-03-23T17:49:54.427217,5000,20,"(500,)",3,relu,adam,200,1.0,0.9248
2022-03-23T17:50:00.997485,1000,20,"(100,)",7,relu,adam,200,0.9706666666666667,0.664
2022-03-23T17:50:08.221278,1000,20,"(200,)",7,relu,adam,200,1.0,0.664
2022-03-23T17:50:16.177565,1000,20,"(500,)",7,relu,adam,200,1.0,0.696
2022-03-23T17:50:23.565924,2000,20,"(100,)",7,relu,adam,200,0.9786666666666667,0.782
2022-03-23T17:50:31.180730,2000,20,"(200,)",7,relu,adam,200,1.0,0.768
2022-03-23T17:50:41.036580,2000,20,"(500,)",7,relu,adam,200,1.0,0.792
2022-03-23T17:50:50.474222,5000,20,"(100,)",7,relu,adam,200,0.9749333333333333,0.8256
2022-03-23T17:51:01.114137,5000,20,"(200,)",7,relu,adam,200,0.9976,0.8456
2022-03-23T17:51:19.986895,5000,20,"(500,)",7,relu,adam,200,1.0,0.8456
2022-03-23T17:51:27.191378,1000,50,"(100,)",2,relu,adam,196,1.0,0.9
2022-03-23T17:51:34.105813,1000,50,"(200,)",2,relu,adam,126,1.0,0.916
2022-03-23T17:51:41.502083,1000,50,"(500,)",2,relu,adam,89,1.0,0.928
2022-03-23T17:51:48.441722,2000,50,"(100,)",2,relu,adam,151,1.0,0.946
2022-03-23T17:51:55.588513,2000,50,"(200,)",2,relu,adam,114,1.0,0.948
2022-03-23T17:52:03.544650,2000,50,"(500,)",2,relu,adam,81,1.0,0.952
2022-03-23T17:52:11.672322,5000,50,"(100,)",2,relu,adam,114,1.0,0.9712
2022-03-23T17:52:20.088530,5000,50,"(200,)",2,relu,adam,85,1.0,0.9744
2022-03-23T17:52:30.792806,5000,50,"(500,)",2,relu,adam,66,1.0,0.9776
2022-03-23T17:52:37.097005,1000,50,"(100,)",3,relu,adam,200,1.0,0.864
2022-03-23T17:52:44.356454,1000,50,"(200,)",3,relu,adam,164,1.0,0.848
2022-03-23T17:52:51.685217,1000,50,"(500,)",3,relu,adam,110,1.0,0.892
2022-03-23T17:52:58.847144,2000,50,"(100,)",3,relu,adam,171,1.0,0.882
2022-03-23T17:53:07.000427,2000,50,"(200,)",3,relu,adam,126,1.0,0.874
2022-03-23T17:53:15.875623,2000,50,"(500,)",3,relu,adam,94,1.0,0.896
2022-03-23T17:53:25.473601,5000,50,"(100,)",3,relu,adam,151,1.0,0.9496
2022-03-23T17:53:34.526183,5000,50,"(200,)",3,relu,adam,107,1.0,0.9472
2022-03-23T17:53:45.431363,5000,50,"(500,)",3,relu,adam,79,1.0,0.9584
2022-03-23T17:53:52.157002,1000,50,"(100,)",7,relu,adam,200,1.0,0.544
2022-03-23T17:53:59.556352,1000,50,"(200,)",7,relu,adam,200,1.0,0.548
2022-03-23T17:54:07.416504,1000,50,"(500,)",7,relu,adam,152,1.0,0.6
2022-03-23T17:54:14.999892,2000,50,"(100,)",7,relu,adam,200,1.0,0.674
2022-03-23T17:54:23.910594,2000,50,"(200,)",7,relu,adam,198,1.0,0.728
2022-03-23T17:54:34.118381,2000,50,"(500,)",7,relu,adam,139,1.0,0.786
2022-03-23T17:54:44.549605,5000,50,"(100,)",7,relu,adam,200,1.0,0.8104
2022-03-23T17:54:55.722238,5000,50,"(200,)",7,relu,adam,171,1.0,0.8424
2022-03-23T17:55:08.732890,5000,50,"(500,)",7,relu,adam,113,1.0,0.8664
2022-03-23T17:55:14.817314,1000,100,"(100,)",2,relu,adam,106,1.0,0.82
2022-03-23T17:55:21.914986,1000,100,"(200,)",2,relu,adam,83,1.0,0.864
2022-03-23T17:55:29.217750,1000,100,"(500,)",2,relu,adam,62,1.0,0.856
2022-03-23T17:55:36.152248,2000,100,"(100,)",2,relu,adam,92,1.0,0.92
2022-03-23T17:55:43.438734,2000,100,"(200,)",2,relu,adam,77,1.0,0.926
2022-03-23T17:55:51.288911,2000,100,"(500,)",2,relu,adam,57,1.0,0.932
2022-03-23T17:55:59.192583,5000,100,"(100,)",2,relu,adam,85,1.0,0.94
2022-03-23T17:56:07.816848,5000,100,"(200,)",2,relu,adam,70,1.0,0.9624
2022-03-23T17:56:17.487547,5000,100,"(500,)",2,relu,adam,52,1.0,0.9664
2022-03-23T17:56:23.892358,1000,100,"(100,)",3,relu,adam,137,1.0,0.668
2022-03-23T17:56:30.963895,1000,100,"(200,)",3,relu,adam,98,1.0,0.704
2022-03-23T17:56:38.473253,1000,100,"(500,)",3,relu,adam,69,1.0,0.78
2022-03-23T17:56:45.487999,2000,100,"(100,)",3,relu,adam,121,1.0,0.854
2022-03-23T17:56:52.722508,2000,100,"(200,)",3,relu,adam,91,1.0,0.872
2022-03-23T17:57:00.610116,2000,100,"(500,)",3,relu,adam,67,1.0,0.884
2022-03-23T17:57:08.541363,5000,100,"(100,)",3,relu,adam,103,1.0,0.9008
2022-03-23T17:57:16.853344,5000,100,"(200,)",3,relu,adam,74,1.0,0.9192
2022-03-23T17:57:27.246532,5000,100,"(500,)",3,relu,adam,59,1.0,0.9336
2022-03-23T17:57:34.244980,1000,100,"(100,)",7,relu,adam,192,1.0,0.408
2022-03-23T17:57:41.290650,1000,100,"(200,)",7,relu,adam,141,1.0,0.42
2022-03-23T17:57:48.920770,1000,100,"(500,)",7,relu,adam,98,1.0,0.496
2022-03-23T17:57:57.127630,2000,100,"(100,)",7,relu,adam,193,1.0,0.524
2022-03-23T17:58:05.407693,2000,100,"(200,)",7,relu,adam,140,1.0,0.562
2022-03-23T17:58:14.728203,2000,100,"(500,)",7,relu,adam,99,1.0,0.596
2022-03-23T17:58:24.586760,5000,100,"(100,)",7,relu,adam,172,1.0,0.6976
2022-03-23T17:58:34.775693,5000,100,"(200,)",7,relu,adam,119,1.0,0.732
2022-03-23T17:58:47.517566,5000,100,"(500,)",7,relu,adam,85,1.0,0.7752
