
2022-03-23T17:58:54.248231,1000,20,"(100, 100)",2,relu,adam,137,1.0,0.908
2022-03-23T17:59:01.660612,1000,20,"(200, 200)",2,relu,adam,92,1.0,0.904
2022-03-23T17:59:13.920493,1000,20,"(500, 500)",2,relu,adam,67,1.0,0.92
2022-03-23T17:59:21.798946,2000,20,"(100, 100)",2,relu,adam,107,1.0,0.95
2022-03-23T17:59:29.648740,2000,20,"(200, 200)",2,relu,adam,80,1.0,0.956
2022-03-23T17:59:46.524788,2000,20,"(500, 500)",2,relu,adam,57,1.0,0.964
2022-03-23T17:59:55.955775,5000,20,"(100, 100)",2,relu,adam,106,1.0,0.9624
2022-03-23T18:00:06.897515,5000,20,"(200, 200)",2,relu,adam,69,1.0,0.9648
2022-03-23T18:00:31.202820,5000,20,"(500, 500)",2,relu,adam,48,1.0,0.9696
2022-03-23T18:00:38.089772,1000,20,"(100, 100)",3,relu,adam,156,1.0,0.884
2022-03-23T18:00:45.470228,1000,20,"(200, 200)",3,relu,adam,113,1.0,0.884
2022-03-23T18:00:57.266470,1000,20,"(500, 500)",3,relu,adam,77,1.0,0.908
2022-03-23T18:01:04.745132,2000,20,"(100, 100)",3,relu,adam,141,1.0,0.918
2022-03-23T18:01:12.477122,2000,20,"(200, 200)",3,relu,adam,103,1.0,0.922
2022-03-23T18:01:28.744113,2000,20,"(500, 500)",3,relu,adam,67,1.0,0.93
2022-03-23T18:01:37.428154,5000,20,"(100, 100)",3,relu,adam,120,1.0,0.9264
2022-03-23T18:01:47.767549,5000,20,"(200, 200)",3,relu,adam,84,1.0,0.9368
2022-03-23T18:02:14.760796,5000,20,"(500, 500)",3,relu,adam,56,1.0,0.9416
2022-03-23T18:02:21.392810,1000,20,"(100, 100)",7,relu,adam,200,1.0,0.66
2022-03-23T18:02:28.942995,1000,20,"(200, 200)",7,relu,adam,153,1.0,0.656
2022-03-23T18:02:43.304937,1000,20,"(500, 500)",7,relu,adam,101,1.0,0.672
2022-03-23T18:02:51.576164,2000,20,"(100, 100)",7,relu,adam,200,1.0,0.762
2022-03-23T18:03:00.223967,2000,20,"(200, 200)",7,relu,adam,133,1.0,0.774
2022-03-23T18:03:20.648734,2000,20,"(500, 500)",7,relu,adam,90,1.0,0.788
2022-03-23T18:03:31.394240,5000,20,"(100, 100)",7,relu,adam,184,1.0,0.8496
2022-03-23T18:03:43.845029,5000,20,"(200, 200)",7,relu,adam,124,1.0,0.8544
2022-03-23T18:04:18.366266,5000,20,"(500, 500)",7,relu,adam,75,1.0,0.868
2022-03-23T18:04:24.777879,1000,50,"(100, 100)",2,relu,adam,97,1.0,0.9
2022-03-23T18:04:31.176152,1000,50,"(200, 200)",2,relu,adam,75,1.0,0.908
2022-03-23T18:04:42.212640,1000,50,"(500, 500)",2,relu,adam,62,1.0,0.908
2022-03-23T18:04:49.199380,2000,50,"(100, 100)",2,relu,adam,80,1.0,0.942
2022-03-23T18:04:56.650908,2000,50,"(200, 200)",2,relu,adam,61,1.0,0.944
2022-03-23T18:05:10.295740,2000,50,"(500, 500)",2,relu,adam,50,1.0,0.954
2022-03-23T18:05:17.854919,5000,50,"(100, 100)",2,relu,adam,57,1.0,0.9648
2022-03-23T18:05:26.731780,5000,50,"(200, 200)",2,relu,adam,45,1.0,0.9704
2022-03-23T18:05:47.027720,5000,50,"(500, 500)",2,relu,adam,38,1.0,0.9768
2022-03-23T18:05:54.022835,1000,50,"(100, 100)",3,relu,adam,128,1.0,0.852
2022-03-23T18:06:01.364074,1000,50,"(200, 200)",3,relu,adam,90,1.0,0.852
2022-03-23T18:06:12.807030,1000,50,"(500, 500)",3,relu,adam,66,1.0,0.868
2022-03-23T18:06:19.622674,2000,50,"(100, 100)",3,relu,adam,101,1.0,0.872
2022-03-23T18:06:30.839241,2000,50,"(200, 200)",3,relu,adam,68,1.0,0.874
2022-03-23T18:06:47.105523,2000,50,"(500, 500)",3,relu,adam,52,1.0,0.912
2022-03-23T18:06:55.490437,5000,50,"(100, 100)",3,relu,adam,78,1.0,0.9296
2022-03-23T18:07:04.633339,5000,50,"(200, 200)",3,relu,adam,56,1.0,0.9376
2022-03-23T18:07:27.109771,5000,50,"(500, 500)",3,relu,adam,43,1.0,0.9528
2022-03-23T18:07:34.277115,1000,50,"(100, 100)",7,relu,adam,160,1.0,0.536
2022-03-23T18:07:41.565377,1000,50,"(200, 200)",7,relu,adam,114,1.0,0.62
2022-03-23T18:07:53.604246,1000,50,"(500, 500)",7,relu,adam,78,1.0,0.62
2022-03-23T18:08:00.954546,2000,50,"(100, 100)",7,relu,adam,143,1.0,0.666
2022-03-23T18:08:09.812056,2000,50,"(200, 200)",7,relu,adam,102,1.0,0.71
2022-03-23T18:08:26.083650,2000,50,"(500, 500)",7,relu,adam,66,1.0,0.756
2022-03-23T18:08:35.798760,5000,50,"(100, 100)",7,relu,adam,122,1.0,0.7696
2022-03-23T18:08:45.990795,5000,50,"(200, 200)",7,relu,adam,80,1.0,0.8168
2022-03-23T18:09:13.740750,5000,50,"(500, 500)",7,relu,adam,55,1.0,0.8632
2022-03-23T18:09:19.743896,1000,100,"(100, 100)",2,relu,adam,85,1.0,0.856
2022-03-23T18:09:26.114810,1000,100,"(200, 200)",2,relu,adam,70,1.0,0.816
2022-03-23T18:09:36.641206,1000,100,"(500, 500)",2,relu,adam,54,1.0,0.852
2022-03-23T18:09:43.172881,2000,100,"(100, 100)",2,relu,adam,78,1.0,0.916
2022-03-23T18:09:50.651404,2000,100,"(200, 200)",2,relu,adam,57,1.0,0.932
2022-03-23T18:10:04.775471,2000,100,"(500, 500)",2,relu,adam,50,1.0,0.934
2022-03-23T18:10:12.145239,5000,100,"(100, 100)",2,relu,adam,63,1.0,0.9416
2022-03-23T18:10:21.085622,5000,100,"(200, 200)",2,relu,adam,46,1.0,0.9392
2022-03-23T18:10:44.125983,5000,100,"(500, 500)",2,relu,adam,42,1.0,0.9592
2022-03-23T18:10:50.887450,1000,100,"(100, 100)",3,relu,adam,108,1.0,0.684
2022-03-23T18:10:58.325382,1000,100,"(200, 200)",3,relu,adam,82,1.0,0.712
2022-03-23T18:11:08.867653,1000,100,"(500, 500)",3,relu,adam,56,1.0,0.728
2022-03-23T18:11:16.413535,2000,100,"(100, 100)",3,relu,adam,95,1.0,0.83
2022-03-23T18:11:24.156885,2000,100,"(200, 200)",3,relu,adam,72,1.0,0.826
2022-03-23T18:11:39.444590,2000,100,"(500, 500)",3,relu,adam,55,1.0,0.856
2022-03-23T18:11:47.421890,5000,100,"(100, 100)",3,relu,adam,74,1.0,0.8752
2022-03-23T18:11:56.755517,5000,100,"(200, 200)",3,relu,adam,54,1.0,0.8896
2022-03-23T18:12:20.379376,5000,100,"(500, 500)",3,relu,adam,45,1.0,0.92
2022-03-23T18:12:27.290734,1000,100,"(100, 100)",7,relu,adam,146,1.0,0.376
2022-03-23T18:12:34.478598,1000,100,"(200, 200)",7,relu,adam,96,1.0,0.424
2022-03-23T18:12:45.554911,1000,100,"(500, 500)",7,relu,adam,62,1.0,0.46
2022-03-23T18:12:52.880596,2000,100,"(100, 100)",7,relu,adam,136,1.0,0.48
2022-03-23T18:13:01.589576,2000,100,"(200, 200)",7,relu,adam,90,1.0,0.542
2022-03-23T18:13:18.286200,2000,100,"(500, 500)",7,relu,adam,64,1.0,0.604
2022-03-23T18:13:27.511010,5000,100,"(100, 100)",7,relu,adam,106,1.0,0.6528
2022-03-23T18:13:37.932880,5000,100,"(200, 200)",7,relu,adam,74,1.0,0.6672
2022-03-23T18:14:05.638346,5000,100,"(500, 500)",7,relu,adam,52,1.0,0.7248
2022-03-23T18:14:11.892111,1000,20,"(100, 100, 100)",2,relu,adam,78,1.0,0.912
2022-03-23T18:14:19.111105,1000,20,"(200, 200, 200)",2,relu,adam,51,1.0,0.92
2022-03-23T18:14:30.314788,1000,20,"(500, 500, 500)",2,relu,adam,35,1.0,0.924
2022-03-23T18:14:37.243594,2000,20,"(100, 100, 100)",2,relu,adam,64,1.0,0.958
2022-03-23T18:14:44.865643,2000,20,"(200, 200, 200)",2,relu,adam,43,1.0,0.952
2022-03-23T18:15:01.284958,2000,20,"(500, 500, 500)",2,relu,adam,34,1.0,0.96
2022-03-23T18:15:09.295888,5000,20,"(100, 100, 100)",2,relu,adam,54,1.0,0.9584
2022-03-23T18:15:18.476079,5000,20,"(200, 200, 200)",2,relu,adam,38,1.0,0.9616
2022-03-23T18:15:47.804567,5000,20,"(500, 500, 500)",2,relu,adam,33,1.0,0.9688
2022-03-23T18:15:53.912206,1000,20,"(100, 100, 100)",3,relu,adam,87,1.0,0.88
2022-03-23T18:16:01.455994,1000,20,"(200, 200, 200)",3,relu,adam,64,1.0,0.896
2022-03-23T18:16:13.774268,1000,20,"(500, 500, 500)",3,relu,adam,45,1.0,0.896
2022-03-23T18:16:20.556902,2000,20,"(100, 100, 100)",3,relu,adam,87,1.0,0.928
2022-03-23T18:16:28.447624,2000,20,"(200, 200, 200)",3,relu,adam,58,1.0,0.916
2022-03-23T18:16:46.208272,2000,20,"(500, 500, 500)",3,relu,adam,40,1.0,0.926
2022-03-23T18:16:54.999279,5000,20,"(100, 100, 100)",3,relu,adam,71,1.0,0.9216
2022-03-23T18:17:05.149147,5000,20,"(200, 200, 200)",3,relu,adam,45,1.0,0.9288
2022-03-23T18:17:36.860635,5000,20,"(500, 500, 500)",3,relu,adam,36,1.0,0.9408
2022-03-23T18:17:44.386853,1000,20,"(100, 100, 100)",7,relu,adam,141,1.0,0.66
2022-03-23T18:17:51.888814,1000,20,"(200, 200, 200)",7,relu,adam,91,1.0,0.668
2022-03-23T18:18:07.479100,1000,20,"(500, 500, 500)",7,relu,adam,61,1.0,0.664
2022-03-23T18:18:15.223348,2000,20,"(100, 100, 100)",7,relu,adam,121,1.0,0.746
2022-03-23T18:18:24.329928,2000,20,"(200, 200, 200)",7,relu,adam,84,1.0,0.74
2022-03-23T18:18:45.749963,2000,20,"(500, 500, 500)",7,relu,adam,53,1.0,0.792
2022-03-23T18:18:55.536755,5000,20,"(100, 100, 100)",7,relu,adam,111,1.0,0.8312
2022-03-23T18:19:07.260533,5000,20,"(200, 200, 200)",7,relu,adam,70,1.0,0.8512
2022-03-23T18:19:45.462028,5000,20,"(500, 500, 500)",7,relu,adam,46,1.0,0.86
2022-03-23T18:19:51.838136,1000,50,"(100, 100, 100)",2,relu,adam,69,1.0,0.864
2022-03-23T18:19:58.028516,1000,50,"(200, 200, 200)",2,relu,adam,45,1.0,0.884
2022-03-23T18:20:09.424937,1000,50,"(500, 500, 500)",2,relu,adam,35,1.0,0.908
2022-03-23T18:20:16.131377,2000,50,"(100, 100, 100)",2,relu,adam,56,1.0,0.932
2022-03-23T18:20:23.724547,2000,50,"(200, 200, 200)",2,relu,adam,39,1.0,0.936
2022-03-23T18:20:37.209510,2000,50,"(500, 500, 500)",2,relu,adam,27,1.0,0.95
2022-03-23T18:20:44.920736,5000,50,"(100, 100, 100)",2,relu,adam,43,1.0,0.9632
2022-03-23T18:20:54.024390,5000,50,"(200, 200, 200)",2,relu,adam,31,1.0,0.9624
2022-03-23T18:21:17.895349,5000,50,"(500, 500, 500)",2,relu,adam,25,1.0,0.9776
2022-03-23T18:21:24.898840,1000,50,"(100, 100, 100)",3,relu,adam,76,1.0,0.788
2022-03-23T18:21:32.263758,1000,50,"(200, 200, 200)",3,relu,adam,53,1.0,0.816
2022-03-23T18:21:44.125348,1000,50,"(500, 500, 500)",3,relu,adam,40,1.0,0.84
2022-03-23T18:21:51.215177,2000,50,"(100, 100, 100)",3,relu,adam,64,1.0,0.86
2022-03-23T18:21:58.987518,2000,50,"(200, 200, 200)",3,relu,adam,46,1.0,0.876
2022-03-23T18:22:15.703058,2000,50,"(500, 500, 500)",3,relu,adam,35,1.0,0.888
2022-03-23T18:22:23.354496,5000,50,"(100, 100, 100)",3,relu,adam,52,1.0,0.9136
2022-03-23T18:22:33.046708,5000,50,"(200, 200, 200)",3,relu,adam,37,1.0,0.9352
2022-03-23T18:22:59.321931,5000,50,"(500, 500, 500)",3,relu,adam,28,1.0,0.9448
2022-03-23T18:23:06.242263,1000,50,"(100, 100, 100)",7,relu,adam,114,1.0,0.528
2022-03-23T18:23:14.117072,1000,50,"(200, 200, 200)",7,relu,adam,75,1.0,0.564
2022-03-23T18:23:27.006264,1000,50,"(500, 500, 500)",7,relu,adam,45,1.0,0.62
2022-03-23T18:23:34.933252,2000,50,"(100, 100, 100)",7,relu,adam,100,1.0,0.64
2022-03-23T18:23:43.728199,2000,50,"(200, 200, 200)",7,relu,adam,65,1.0,0.688
2022-03-23T18:24:02.167367,2000,50,"(500, 500, 500)",7,relu,adam,43,1.0,0.722
2022-03-23T18:24:11.762540,5000,50,"(100, 100, 100)",7,relu,adam,84,1.0,0.7456
2022-03-23T18:24:22.104520,5000,50,"(200, 200, 200)",7,relu,adam,54,1.0,0.7952
2022-03-23T18:24:53.768380,5000,50,"(500, 500, 500)",7,relu,adam,36,1.0,0.8432
2022-03-23T18:24:59.846184,1000,100,"(100, 100, 100)",2,relu,adam,83,1.0,0.792
2022-03-23T18:25:07.209115,1000,100,"(200, 200, 200)",2,relu,adam,48,1.0,0.824
2022-03-23T18:25:19.205055,1000,100,"(500, 500, 500)",2,relu,adam,40,1.0,0.844
2022-03-23T18:25:26.347994,2000,100,"(100, 100, 100)",2,relu,adam,61,1.0,0.9
2022-03-23T18:25:33.954293,2000,100,"(200, 200, 200)",2,relu,adam,41,1.0,0.902
2022-03-23T18:25:49.848854,2000,100,"(500, 500, 500)",2,relu,adam,32,1.0,0.916
2022-03-23T18:25:58.329887,5000,100,"(100, 100, 100)",2,relu,adam,49,1.0,0.9288
2022-03-23T18:26:07.461364,5000,100,"(200, 200, 200)",2,relu,adam,33,1.0,0.9296
2022-03-23T18:26:30.982922,5000,100,"(500, 500, 500)",2,relu,adam,25,1.0,0.9544
2022-03-23T18:26:38.047598,1000,100,"(100, 100, 100)",3,relu,adam,89,1.0,0.628
2022-03-23T18:26:45.343803,1000,100,"(200, 200, 200)",3,relu,adam,56,1.0,0.704
2022-03-23T18:26:58.465399,1000,100,"(500, 500, 500)",3,relu,adam,48,1.0,0.72
2022-03-23T18:27:05.583533,2000,100,"(100, 100, 100)",3,relu,adam,74,1.0,0.812
2022-03-23T18:27:13.377967,2000,100,"(200, 200, 200)",3,relu,adam,53,1.0,0.822
2022-03-23T18:27:31.064989,2000,100,"(500, 500, 500)",3,relu,adam,39,1.0,0.874
2022-03-23T18:27:39.399905,5000,100,"(100, 100, 100)",3,relu,adam,54,1.0,0.8592
2022-03-23T18:27:49.109514,5000,100,"(200, 200, 200)",3,relu,adam,40,1.0,0.8784
2022-03-23T18:28:17.350880,5000,100,"(500, 500, 500)",3,relu,adam,30,1.0,0.8992
2022-03-23T18:28:24.273228,1000,100,"(100, 100, 100)",7,relu,adam,113,1.0,0.4
2022-03-23T18:28:31.744490,1000,100,"(200, 200, 200)",7,relu,adam,75,1.0,0.412
2022-03-23T18:28:44.403090,1000,100,"(500, 500, 500)",7,relu,adam,49,1.0,0.42
2022-03-23T18:28:52.018648,2000,100,"(100, 100, 100)",7,relu,adam,100,1.0,0.426
2022-03-23T18:29:01.128615,2000,100,"(200, 200, 200)",7,relu,adam,65,1.0,0.49
2022-03-23T18:29:21.262082,2000,100,"(500, 500, 500)",7,relu,adam,47,1.0,0.554
2022-03-23T18:29:30.626873,5000,100,"(100, 100, 100)",7,relu,adam,79,1.0,0.6016
2022-03-23T18:29:41.485551,5000,100,"(200, 200, 200)",7,relu,adam,52,1.0,0.6384
2022-03-23T18:30:14.142368,5000,100,"(500, 500, 500)",7,relu,adam,38,1.0,0.7168
