System Time,RDTSC,Elapsed Time (sec), CPU Utilization(%),CPU Frequency_0(MHz),Processor Power_0(Watt),Cumulative Processor Energy_0(Joules),Cumulative Processor Energy_0(mWh),IA Power_0(Watt),Cumulative IA Energy_0(Joules),Cumulative IA Energy_0(mWh),Package Temperature_0(C),Package Hot_0,DRAM Power_0(Watt),Cumulative DRAM Energy_0(Joules),Cumulative DRAM Energy_0(mWh),GT Power_0(Watt),Cumulative GT Energy_0(Joules),Cumulative GT Energy_0(mWh),Package PL1_0(Watt),Package PL2_0(Watt),Package PL4_0(Watt),Platform PsysPL1_0(Watt),Platform PsysPL2_0(Watt),GT Frequency(MHz),GT Utilization(%)
15:23:46:276, 533702281040428,    0.103,   17.000, 4100,  27.905,   2.888,   0.802,  26.200,   2.711,   0.753, 70,  0,   0.906,   0.094,   0.026,   0.164,   0.017,   0.005,  45.000,  56.250, 128.000,   0.000,   0.000,99999999,   0.000
15:23:46:385, 533702564606664,    0.213,    8.000, 4200,  20.421,   5.122,   1.423,  19.166,   4.808,   1.336, 80,  0,   0.780,   0.179,   0.050,   0.065,   0.024,   0.007,  45.000,  56.250, 128.000,   0.000,   0.000,99999999,   0.000
15:23:46:494, 533702847950700,    0.322,    8.000, 4300,  24.891,   7.843,   2.178,  23.714,   7.400,   2.056, 91,  0,   0.682,   0.254,   0.070,   0.000,   0.024,   0.007,  45.000,  56.250, 128.000,   0.000,   0.000,99999999,   0.000
15:23:46:604, 533703131532896,    0.432,    8.000, 4300,  27.771,  10.881,   3.022,  26.335,  10.281,   2.856, 92,  0,   0.756,   0.336,   0.093,   0.000,   0.024,   0.007,  45.000,  56.250, 128.000,   0.000,   0.000,99999999,   0.000
15:23:46:713, 533703414951312,    0.541,    8.000, 4300,  26.056,  13.730,   3.814,  24.828,  12.996,   3.610, 89,  0,   0.683,   0.411,   0.114,   0.000,   0.024,   0.007,  45.000,  56.250, 128.000,   0.000,   0.000,99999999,   0.000
15:23:46:822, 533703698672602,    0.650,    8.000, 4300,  25.036,  16.470,   4.575,  23.642,  15.584,   4.329, 92,  0,   0.651,   0.482,   0.134,   0.000,   0.024,   0.007,  45.000,  56.250, 128.000,   0.000,   0.000,99999999,   0.000
15:23:46:932, 533703982094000,    0.760,    8.000, 4000,  27.298,  19.455,   5.404,  26.098,  18.438,   5.122, 89,  0,   0.766,   0.566,   0.157,   0.056,   0.030,   0.008,  45.000,  56.250, 128.000,   0.000,   0.000,99999999,   0.000
15:23:47:041, 533704265411649,    0.869,   22.000, 3700,  34.621,  23.240,   6.455,  33.378,  22.086,   6.135, 72,  0,   0.705,   0.643,   0.179,   0.000,   0.030,   0.008,  45.000,  56.250, 128.000,   0.000,   0.000,99999999,   0.000
15:23:47:150, 533704548865812,    0.978,   24.000, 4000,  32.642,  26.809,   7.447,  31.132,  25.491,   7.081, 71,  0,   0.692,   0.719,   0.200,   0.000,   0.030,   0.008,  45.000,  56.250, 128.000,   0.000,   0.000,99999999,   0.000
15:23:47:275, 533704879115008,    1.106,   32.000, 4000,  34.406,  31.193,   8.665,  33.237,  29.725,   8.257, 73,  0,   0.763,   0.816,   0.227,   0.039,   0.035,   0.010,  45.000,  56.250, 128.000,   0.000,   0.000,99999999,   0.000
