System Time,RDTSC,Elapsed Time (sec), CPU Utilization(%),CPU Frequency_0(MHz),Processor Power_0(Watt),Cumulative Processor Energy_0(Joules),Cumulative Processor Energy_0(mWh),IA Power_0(Watt),Cumulative IA Energy_0(Joules),Cumulative IA Energy_0(mWh),Package Temperature_0(C),Package Hot_0,DRAM Power_0(Watt),Cumulative DRAM Energy_0(Joules),Cumulative DRAM Energy_0(mWh),GT Power_0(Watt),Cumulative GT Energy_0(Joules),Cumulative GT Energy_0(mWh),Package PL1_0(Watt),Package PL2_0(Watt),Package PL4_0(Watt),Platform PsysPL1_0(Watt),Platform PsysPL2_0(Watt),GT Frequency(MHz),GT Utilization(%)
14:58:28:317, 529767720804320,    0.104,    9.000, 4100,  23.701,   2.458,   0.683,  22.204,   2.303,   0.640, 63,  0,   0.860,   0.089,   0.025,   0.097,   0.010,   0.003,  45.000,  56.250, 128.000,   0.000,   0.000,99999999,   0.000
14:58:28:426, 529768004236998,    0.213,    8.000, 4200,  21.259,   4.783,   1.329,  20.046,   4.495,   1.249, 79,  0,   0.685,   0.164,   0.046,   0.000,   0.010,   0.003,  45.000,  56.250, 128.000,   0.000,   0.000,99999999,   0.000
14:58:28:536, 529768287860574,    0.322,   11.000, 4200,  22.023,   7.193,   1.998,  20.821,   6.773,   1.882, 88,  0,   0.763,   0.248,   0.069,   0.036,   0.014,   0.004,  45.000,  56.250, 128.000,   0.000,   0.000,99999999,   0.000
14:58:28:645, 529768571439410,    0.432,    8.000, 4400,  25.924,  10.029,   2.786,  24.481,   9.452,   2.626, 88,  0,   0.769,   0.332,   0.092,   0.000,   0.014,   0.004,  45.000,  56.250, 128.000,   0.000,   0.000,99999999,   0.000
14:58:28:755, 529768856460058,    0.542,    8.000, 4400,  26.103,  12.899,   3.583,  24.835,  12.183,   3.384, 88,  0,   0.676,   0.406,   0.113,   0.000,   0.014,   0.004,  45.000,  56.250, 128.000,   0.000,   0.000,99999999,   0.000
14:58:28:864, 529769138777202,    0.651,    8.000, 4300,  26.287,  15.763,   4.378,  24.887,  14.893,   4.137, 91,  0,   0.708,   0.483,   0.134,   0.061,   0.021,   0.006,  45.000,  56.250, 128.000,   0.000,   0.000,99999999,   0.000
14:58:28:973, 529769422406194,    0.760,    8.000, 4300,  25.530,  18.556,   5.154,  24.351,  17.558,   4.877, 88,  0,   0.703,   0.560,   0.156,   0.000,   0.021,   0.006,  45.000,  56.250, 128.000,   0.000,   0.000,99999999,   0.000
14:58:29:083, 529769705285052,    0.869,   22.000, 4100,  31.858,  22.033,   6.120,  30.613,  20.899,   5.805, 71,  0,   0.610,   0.627,   0.174,   0.000,   0.021,   0.006,  45.000,  56.250, 128.000,   0.000,   0.000,99999999,   0.000
14:58:29:192, 529769988634582,    0.979,   27.000, 4000,  33.177,  25.660,   7.128,  31.761,  24.371,   6.770, 70,  0,   0.581,   0.690,   0.192,   0.000,   0.021,   0.006,  45.000,  56.250, 128.000,   0.000,   0.000,99999999,   0.000
14:58:29:301, 529770271947067,    1.088,   28.000, 3600,  32.797,  29.245,   8.123,  31.626,  27.828,   7.730, 75,  0,   0.577,   0.753,   0.209,   0.000,   0.021,   0.006,  45.000,  56.250, 128.000,   0.000,   0.000,99999999,   0.000
