System Time,RDTSC,Elapsed Time (sec), CPU Utilization(%),CPU Frequency_0(MHz),Processor Power_0(Watt),Cumulative Processor Energy_0(Joules),Cumulative Processor Energy_0(mWh),IA Power_0(Watt),Cumulative IA Energy_0(Joules),Cumulative IA Energy_0(mWh),Package Temperature_0(C),Package Hot_0,DRAM Power_0(Watt),Cumulative DRAM Energy_0(Joules),Cumulative DRAM Energy_0(mWh),GT Power_0(Watt),Cumulative GT Energy_0(Joules),Cumulative GT Energy_0(mWh),Package PL1_0(Watt),Package PL2_0(Watt),Package PL4_0(Watt),Platform PsysPL1_0(Watt),Platform PsysPL2_0(Watt),GT Frequency(MHz),GT Utilization(%)
15:18:53:325, 532942950369696,    0.102,   10.000, 4200,  24.632,   2.520,   0.700,  22.889,   2.341,   0.650, 67,  0,   0.895,   0.092,   0.025,   0.140,   0.014,   0.004,  45.000,  56.250, 128.000,   0.000,   0.000,99999999,   0.000
15:18:53:434, 532943233740630,    0.212,    8.000, 4400,  19.928,   4.698,   1.305,  18.754,   4.391,   1.220, 83,  0,   0.706,   0.169,   0.047,   0.000,   0.014,   0.004,  45.000,  56.250, 128.000,   0.000,   0.000,99999999,   0.000
15:18:53:543, 532943517224934,    0.321,    8.000, 4300,  27.513,   7.707,   2.141,  26.334,   7.272,   2.020, 91,  0,   0.684,   0.243,   0.068,   0.000,   0.014,   0.004,  45.000,  56.250, 128.000,   0.000,   0.000,99999999,   0.000
15:18:53:653, 532943800628348,    0.430,    8.000, 4400,  27.228,  10.684,   2.968,  25.766,  10.089,   2.802, 89,  0,   0.754,   0.326,   0.091,   0.000,   0.014,   0.004,  45.000,  56.250, 128.000,   0.000,   0.000,99999999,   0.000
15:18:53:762, 532944084350738,    0.540,    8.000, 4300,  26.111,  13.542,   3.762,  24.961,  12.821,   3.561, 90,  0,   0.674,   0.400,   0.111,   0.000,   0.014,   0.004,  45.000,  56.250, 128.000,   0.000,   0.000,99999999,   0.000
15:18:53:872, 532944367892792,    0.649,    8.000, 4400,  25.492,  16.331,   4.536,  24.310,  15.480,   4.300, 90,  0,   0.641,   0.470,   0.130,   0.000,   0.014,   0.004,  45.000,  56.250, 128.000,   0.000,   0.000,99999999,   0.000
15:18:53:981, 532944651548118,    0.759,    9.000, 4200,  26.013,  19.178,   5.327,  24.489,  18.160,   5.045, 85,  0,   0.798,   0.557,   0.155,   0.054,   0.020,   0.006,  45.000,  56.250, 128.000,   0.000,   0.000,99999999,   0.000
15:18:54:090, 532944934693265,    0.868,   29.000, 3600,  33.597,  22.848,   6.347,  32.302,  21.689,   6.025, 69,  0,   0.733,   0.637,   0.177,   0.046,   0.025,   0.007,  45.000,  56.250, 128.000,   0.000,   0.000,99999999,   0.000
15:18:54:200, 532945218076679,    0.977,   29.000, 4000,  34.235,  26.591,   7.386,  33.143,  25.312,   7.031, 76,  0,   0.576,   0.700,   0.194,   0.000,   0.025,   0.007,  45.000,  56.250, 128.000,   0.000,   0.000,99999999,   0.000
15:18:54:309, 532945501876586,    1.087,   29.000, 4000,  34.201,  30.335,   8.426,  32.846,  28.909,   8.030, 75,  0,   0.581,   0.764,   0.212,   0.000,   0.025,   0.007,  45.000,  56.250, 128.000,   0.000,   0.000,99999999,   0.000
15:18:54:418, 532945785157300,    1.196,   29.000, 4000,  34.506,  34.106,   9.474,  33.308,  32.549,   9.041, 72,  0,   0.589,   0.828,   0.230,   0.000,   0.025,   0.007,  45.000,  56.250, 128.000,   0.000,   0.000,99999999,   0.000
15:18:54:528, 532946068699400,    1.305,   29.000, 4000,  34.980,  37.933,  10.537,  33.459,  36.209,  10.058, 77,  0,   0.649,   0.899,   0.250,   0.056,   0.031,   0.009,  45.000,  56.250, 128.000,   0.000,   0.000,99999999,   0.000
