System Time,RDTSC,Elapsed Time (sec), CPU Utilization(%),CPU Frequency_0(MHz),Processor Power_0(Watt),Cumulative Processor Energy_0(Joules),Cumulative Processor Energy_0(mWh),IA Power_0(Watt),Cumulative IA Energy_0(Joules),Cumulative IA Energy_0(mWh),Package Temperature_0(C),Package Hot_0,DRAM Power_0(Watt),Cumulative DRAM Energy_0(Joules),Cumulative DRAM Energy_0(mWh),GT Power_0(Watt),Cumulative GT Energy_0(Joules),Cumulative GT Energy_0(mWh),Package PL1_0(Watt),Package PL2_0(Watt),Package PL4_0(Watt),Platform PsysPL1_0(Watt),Platform PsysPL2_0(Watt),GT Frequency(MHz),GT Utilization(%)
15:03:56:282, 530617808169282,    0.106,   10.000, 4100,  24.525,   2.600,   0.722,  23.011,   2.440,   0.678, 68,  0,   0.872,   0.092,   0.026,   0.155,   0.016,   0.005,  45.000,  56.250, 128.000,   0.000,   0.000,99999999,   0.000
15:03:56:391, 530618091744904,    0.215,    8.000, 4200,  20.058,   4.795,   1.332,  18.882,   4.506,   1.252, 79,  0,   0.668,   0.166,   0.046,   0.000,   0.016,   0.005,  45.000,  56.250, 128.000,   0.000,   0.000,99999999,   0.000
15:03:56:501, 530618375223456,    0.325,    8.000, 4300,  25.390,   7.572,   2.103,  23.999,   7.130,   1.981, 90,  0,   0.689,   0.241,   0.067,   0.000,   0.016,   0.005,  45.000,  56.250, 128.000,   0.000,   0.000,99999999,   0.000
15:03:56:610, 530618658673610,    0.434,    8.000, 4300,  27.533,  10.583,   2.940,  26.329,  10.010,   2.780, 92,  0,   0.747,   0.323,   0.090,   0.000,   0.016,   0.005,  45.000,  56.250, 128.000,   0.000,   0.000,99999999,   0.000
15:03:56:719, 530618942319026,    0.544,    8.000, 4300,  26.214,  13.451,   3.736,  24.948,  12.740,   3.539, 89,  0,   0.744,   0.404,   0.112,   0.057,   0.023,   0.006,  45.000,  56.250, 128.000,   0.000,   0.000,99999999,   0.000
15:03:56:829, 530619225723400,    0.653,    8.000, 4400,  25.283,  16.215,   4.504,  23.848,  15.347,   4.263, 91,  0,   0.653,   0.475,   0.132,   0.000,   0.023,   0.006,  45.000,  56.250, 128.000,   0.000,   0.000,99999999,   0.000
15:03:56:938, 530619509380222,    0.762,    8.000, 4300,  27.166,  19.188,   5.330,  25.976,  18.190,   5.053, 89,  0,   0.702,   0.552,   0.153,   0.000,   0.023,   0.006,  45.000,  56.250, 128.000,   0.000,   0.000,99999999,   0.000
15:03:57:048, 530619792693871,    0.872,   21.000, 3800,  33.098,  22.806,   6.335,  31.656,  21.650,   6.014, 71,  0,   1.299,   0.694,   0.193,   0.000,   0.023,   0.006,  45.000,  56.250, 128.000,   0.000,   0.000,99999999,   0.000
15:03:57:157, 530620076478522,    0.981,   24.000, 4100,  34.151,  26.545,   7.374,  32.217,  25.177,   6.994, 67,  0,   1.563,   0.865,   0.240,   0.066,   0.030,   0.008,  45.000,  56.250, 128.000,   0.000,   0.000,99999999,   0.000
15:03:57:266, 530620359648014,    1.090,   21.000, 3600,  30.959,  29.927,   8.313,  29.268,  28.375,   7.882, 71,  0,   1.494,   1.029,   0.286,   0.056,   0.036,   0.010,  45.000,  56.250, 128.000,   0.000,   0.000,99999999,   0.000
