System Time,RDTSC,Elapsed Time (sec), CPU Utilization(%),CPU Frequency_0(MHz),Processor Power_0(Watt),Cumulative Processor Energy_0(Joules),Cumulative Processor Energy_0(mWh),IA Power_0(Watt),Cumulative IA Energy_0(Joules),Cumulative IA Energy_0(mWh),Package Temperature_0(C),Package Hot_0,DRAM Power_0(Watt),Cumulative DRAM Energy_0(Joules),Cumulative DRAM Energy_0(mWh),GT Power_0(Watt),Cumulative GT Energy_0(Joules),Cumulative GT Energy_0(mWh),Package PL1_0(Watt),Package PL2_0(Watt),Package PL4_0(Watt),Platform PsysPL1_0(Watt),Platform PsysPL2_0(Watt),GT Frequency(MHz),GT Utilization(%)
18:02:19:362, 774073441724129,    0.113,   13.000, 3600,  14.302,   1.619,   0.450,  12.736,   1.442,   0.401, 71,  0,   0.450,   0.051,   0.014,   0.027,   0.003,   0.001,  45.000,  60.000,   0.000,   0.000,   0.000,   32,   3.829
18:02:19:471, 774073748740260,    0.223,   12.000, 3400,  14.338,   3.187,   0.885,  12.809,   2.843,   0.790, 71,  0,   0.434,   0.098,   0.027,   0.007,   0.004,   0.001,  45.000,  60.000,   0.000,   0.000,   0.000,    1,   0.000
18:02:19:580, 774074055924583,    0.332,   12.000, 3500,  14.578,   4.782,   1.328,  12.914,   4.255,   1.182, 73,  0,   0.401,   0.142,   0.040,   0.004,   0.004,   0.001,  45.000,  60.000,   0.000,   0.000,   0.000,    1,   0.000
18:02:19:690, 774074363005327,    0.441,   20.000, 3400,  15.074,   6.430,   1.786,  13.486,   5.730,   1.592, 71,  0,   0.522,   0.199,   0.055,   0.035,   0.008,   0.002,  45.000,  60.000,   0.000,   0.000,   0.000,    3,   0.519
18:02:19:799, 774074669995783,    0.551,   12.000, 3600,  14.470,   8.012,   2.226,  12.908,   7.141,   1.984, 75,  0,   0.409,   0.244,   0.068,   0.017,   0.010,   0.003,  45.000,  60.000,   0.000,   0.000,   0.000,   19,   1.510
18:02:19:908, 774074977027358,    0.660,   12.000, 3600,  14.324,   9.578,   2.661,  12.668,   8.527,   2.368, 75,  0,   0.347,   0.282,   0.078,   0.007,   0.011,   0.003,  45.000,  60.000,   0.000,   0.000,   0.000,    1,   0.000
18:02:20:018, 774075284215113,    0.769,   12.000, 3400,  13.980,  11.108,   3.085,  12.448,   9.888,   2.747, 74,  0,   0.421,   0.328,   0.091,   0.004,   0.011,   0.003,  45.000,  60.000,   0.000,   0.000,   0.000,    1,   0.000
18:02:20:127, 774075591117345,    0.879,   12.000, 3400,  13.404,  12.573,   3.492,  11.835,  11.182,   3.106, 76,  0,   0.506,   0.383,   0.106,   0.005,   0.012,   0.003,  45.000,  60.000,   0.000,   0.000,   0.000,    1,   0.000
18:02:20:236, 774075898154168,    0.988,   12.000, 3600,  14.448,  14.153,   3.931,  12.777,  12.579,   3.494, 76,  0,   0.400,   0.427,   0.119,   0.009,   0.013,   0.004,  45.000,  60.000,   0.000,   0.000,   0.000,    1,   0.000
18:02:20:346, 774076204944733,    1.097,   42.000, 3400,  24.362,  16.814,   4.671,  22.887,  15.079,   4.189, 74,  0,   0.342,   0.465,   0.129,   0.004,   0.013,   0.004,  45.000,  60.000,   0.000,   0.000,   0.000,    1,   0.000
18:02:20:447, 774076489762839,    1.199,   50.000, 3400,  26.498,  19.502,   5.417,  24.792,  17.594,   4.887, 73,  0,   0.327,   0.498,   0.138,   0.007,   0.014,   0.004,  45.000,  60.000,   0.000,   0.000,   0.000,    2,   0.000
18:02:20:557, 774076796790152,    1.308,   53.000, 3400,  26.245,  22.372,   6.214,  24.751,  20.300,   5.639, 74,  0,   0.355,   0.537,   0.149,   0.010,   0.015,   0.004,  45.000,  60.000,   0.000,   0.000,   0.000,    1,   0.000
18:02:20:666, 774077127419892,    1.426,   62.000, 3400,  24.654,  25.274,   7.021,  23.003,  23.009,   6.391, 70,  0,   0.342,   0.577,   0.160,   0.016,   0.017,   0.005,  45.000,  60.000,   0.000,   0.000,   0.000,    2,   0.212
18:02:20:775, 774077410798539,    1.527,   49.000, 3400,  23.992,  27.696,   7.693,  22.601,  25.290,   7.025, 69,  0,   0.339,   0.611,   0.170,   0.019,   0.019,   0.005,  45.000,  60.000,   0.000,   0.000,   0.000,   22,   1.751
18:02:20:885, 774077717907720,    1.636,   49.000, 3400,  26.908,  30.639,   8.511,  25.235,  28.050,   7.792, 75,  0,   0.309,   0.645,   0.179,   0.008,   0.020,   0.005,  45.000,  60.000,   0.000,   0.000,   0.000,    1,   0.000
18:02:20:994, 774078024968552,    1.745,   49.000, 3400,  26.062,  33.488,   9.302,  24.546,  30.734,   8.537, 74,  0,   0.300,   0.678,   0.188,   0.006,   0.020,   0.006,  45.000,  60.000,   0.000,   0.000,   0.000,    1,   0.000
18:02:21:103, 774078332105784,    1.855,   49.000, 3400,  25.030,  36.226,  10.063,  23.345,  33.287,   9.246, 75,  0,   0.316,   0.712,   0.198,   0.005,   0.021,   0.006,  45.000,  60.000,   0.000,   0.000,   0.000,    1,   0.000
18:02:21:220, 774078661090754,    1.972,   49.000, 3400,  25.635,  39.230,  10.897,  24.110,  36.112,  10.031, 75,  0,   0.320,   0.750,   0.208,   0.004,   0.021,   0.006,  45.000,  60.000,   0.000,   0.000,   0.000,    1,   0.000
18:02:21:330, 774078968149302,    2.081,   50.000, 3400,  27.315,  42.216,  11.727,  25.829,  38.937,  10.816, 70,  0,   0.321,   0.785,   0.218,   0.008,   0.022,   0.006,  45.000,  60.000,   0.000,   0.000,   0.000,    1,   0.000
18:02:21:439, 774079275395243,    2.191,   51.000, 3400,  24.001,  44.843,  12.456,  22.092,  41.354,  11.487, 68,  0,   0.625,   0.853,   0.237,   0.102,   0.033,   0.009,  45.000,  60.000,   0.000,   0.000,   0.000,    9,   1.658
18:02:21:529, 774079565746454,    2.294,   34.000, 3400,  16.827,  46.582,  12.940,  15.114,  42.917,  11.921, 66,  0,   0.911,   0.947,   0.263,   0.008,   0.034,   0.010,  45.000,  60.000,   0.000,   0.000,   0.000,   12,   0.000

