System Time,RDTSC,Elapsed Time (sec), CPU Utilization(%),CPU Frequency_0(MHz),Processor Power_0(Watt),Cumulative Processor Energy_0(Joules),Cumulative Processor Energy_0(mWh),IA Power_0(Watt),Cumulative IA Energy_0(Joules),Cumulative IA Energy_0(mWh),Package Temperature_0(C),Package Hot_0,DRAM Power_0(Watt),Cumulative DRAM Energy_0(Joules),Cumulative DRAM Energy_0(mWh),GT Power_0(Watt),Cumulative GT Energy_0(Joules),Cumulative GT Energy_0(mWh),Package PL1_0(Watt),Package PL2_0(Watt),Package PL4_0(Watt),Platform PsysPL1_0(Watt),Platform PsysPL2_0(Watt),GT Frequency(MHz),GT Utilization(%)
18:11:44:313, 775659826866864,    0.110,   20.000, 3500,  15.225,   1.671,   0.464,  13.555,   1.488,   0.413, 66,  0,   0.512,   0.056,   0.016,   0.071,   0.008,   0.002,  45.000,  60.000,   0.000,   0.000,   0.000,   10,   1.550
18:11:44:422, 775660133805107,    0.219,   12.000, 3500,  14.416,   3.247,   0.902,  12.736,   2.880,   0.800, 68,  0,   0.444,   0.105,   0.029,   0.008,   0.009,   0.002,  45.000,  60.000,   0.000,   0.000,   0.000,   12,   0.000
18:11:44:531, 775660441018274,    0.328,   12.000, 3500,  14.590,   4.843,   1.345,  13.084,   4.312,   1.198, 72,  0,   0.418,   0.151,   0.042,   0.004,   0.009,   0.003,  45.000,  60.000,   0.000,   0.000,   0.000,    1,   0.000
18:11:44:641, 775660747951019,    0.438,   12.000, 3600,  14.538,   6.432,   1.787,  12.990,   5.732,   1.592, 72,  0,   0.468,   0.202,   0.056,   0.008,   0.010,   0.003,  45.000,  60.000,   0.000,   0.000,   0.000,    1,   0.000
18:11:44:750, 775661055163706,    0.547,   12.000, 3500,  14.918,   8.064,   2.240,  13.264,   7.183,   1.995, 73,  0,   0.373,   0.243,   0.067,   0.010,   0.011,   0.003,  45.000,  60.000,   0.000,   0.000,   0.000,    1,   0.000
18:11:44:860, 775661362378205,    0.657,   12.000, 3500,  14.653,   9.667,   2.685,  13.160,   8.622,   2.395, 73,  0,   0.357,   0.282,   0.078,   0.004,   0.012,   0.003,  45.000,  60.000,   0.000,   0.000,   0.000,    1,   0.000
18:11:44:969, 775661669181792,    0.766,   12.000, 3500,  14.551,  11.257,   3.127,  13.002,  10.043,   2.790, 72,  0,   0.412,   0.327,   0.091,   0.004,   0.012,   0.003,  45.000,  60.000,   0.000,   0.000,   0.000,    1,   0.000
18:11:45:078, 775661976211128,    0.875,   12.000, 3500,  13.977,  12.786,   3.552,  12.287,  11.387,   3.163, 75,  0,   0.491,   0.380,   0.106,   0.007,   0.013,   0.004,  45.000,  60.000,   0.000,   0.000,   0.000,    1,   0.000
18:11:45:188, 775662283229657,    0.985,   12.000, 3600,  14.526,  14.374,   3.993,  12.987,  12.806,   3.557, 74,  0,   0.398,   0.424,   0.118,   0.013,   0.014,   0.004,  45.000,  60.000,   0.000,   0.000,   0.000,    1,   0.000
18:11:45:297, 775662628954899,    1.108,   62.000, 3400,  22.800,  17.181,   4.772,  21.271,  15.425,   4.285, 69,  0,   0.522,   0.488,   0.136,   0.029,   0.018,   0.005,  45.000,  60.000,   0.000,   0.000,   0.000,    2,   0.377
18:11:45:406, 775662897048204,    1.203,   49.000, 3400,  27.692,  19.825,   5.507,  25.938,  17.902,   4.973, 71,  0,   0.376,   0.524,   0.146,   0.016,   0.019,   0.005,  45.000,  60.000,   0.000,   0.000,   0.000,   22,   1.589
18:11:45:516, 775663204118272,    1.312,   49.000, 3400,  23.563,  22.402,   6.223,  22.073,  20.316,   5.643, 70,  0,   0.325,   0.560,   0.155,   0.007,   0.020,   0.006,  45.000,  60.000,   0.000,   0.000,   0.000,    1,   0.000
18:11:45:625, 775663511129916,    1.422,   50.000, 3400,  24.134,  25.040,   6.956,  22.690,  22.796,   6.332, 71,  0,   0.354,   0.598,   0.166,   0.006,   0.021,   0.006,  45.000,  60.000,   0.000,   0.000,   0.000,    1,   0.000
18:11:45:734, 775663818203634,    1.531,   49.000, 3400,  27.688,  28.068,   7.797,  25.960,  25.635,   7.121, 73,  0,   0.333,   0.635,   0.176,   0.009,   0.022,   0.006,  45.000,  60.000,   0.000,   0.000,   0.000,    1,   0.000
18:11:45:844, 775664125428201,    1.641,   49.000, 3400,  27.585,  31.086,   8.635,  26.124,  28.494,   7.915, 74,  0,   0.322,   0.670,   0.186,   0.007,   0.023,   0.006,  45.000,  60.000,   0.000,   0.000,   0.000,    1,   0.000
18:11:45:953, 775664432288591,    1.750,   49.000, 3400,  25.351,  33.857,   9.405,  23.812,  31.096,   8.638, 73,  0,   0.328,   0.706,   0.196,   0.008,   0.023,   0.006,  45.000,  60.000,   0.000,   0.000,   0.000,    1,   0.000
18:11:46:062, 775664739410379,    1.859,   53.000, 3400,  28.203,  36.941,  10.262,  26.480,  33.992,   9.442, 68,  0,   0.471,   0.757,   0.210,   0.011,   0.025,   0.007,  45.000,  60.000,   0.000,   0.000,   0.000,    1,   0.000
18:11:46:172, 775665046365063,    1.969,   49.000, 3400,  24.109,  39.577,  10.994,  22.596,  36.462,  10.128, 73,  0,   0.349,   0.795,   0.221,   0.012,   0.026,   0.007,  45.000,  60.000,   0.000,   0.000,   0.000,    1,   0.000
18:11:46:297, 775665428379267,    2.105,   62.000, 3500,  26.324,  43.158,  11.988,  24.729,  39.826,  11.063, 74,  0,   0.382,   0.847,   0.235,   0.022,   0.029,   0.008,  45.000,  60.000,   0.000,   0.000,   0.000,    2,   0.325
18:11:46:390, 775665660578465,    2.187,   50.000, 3400,  27.891,  45.464,  12.629,  26.209,  41.993,  11.665, 68,  0,   0.385,   0.879,   0.244,   0.014,   0.030,   0.008,  45.000,  60.000,   0.000,   0.000,   0.000,   20,   1.429
18:11:46:500, 775665967608582,    2.297,   49.000, 3400,  27.681,  48.491,  13.470,  26.200,  44.858,  12.461, 74,  0,   0.329,   0.915,   0.254,   0.004,   0.030,   0.008,  45.000,  60.000,   0.000,   0.000,   0.000,    2,   0.000
18:11:46:609, 775666274708764,    2.406,   50.000, 3400,  27.003,  51.444,  14.290,  25.274,  47.622,  13.228, 73,  0,   0.348,   0.953,   0.265,   0.007,   0.031,   0.009,  45.000,  60.000,   0.000,   0.000,   0.000,    1,   0.000
18:11:46:718, 775666581653568,    2.515,   49.000, 3400,  26.018,  54.288,  15.080,  24.539,  50.305,  13.974, 74,  0,   0.333,   0.990,   0.275,   0.008,   0.032,   0.009,  45.000,  60.000,   0.000,   0.000,   0.000,    1,   0.000
18:11:46:828, 775666888774741,    2.625,   49.000, 3400,  27.691,  57.317,  15.921,  26.218,  53.172,  14.770, 69,  0,   0.326,   1.025,   0.285,   0.004,   0.032,   0.009,  45.000,  60.000,   0.000,   0.000,   0.000,    1,   0.000
18:11:46:937, 775667195798583,    2.734,   49.000, 3400,  27.977,  60.376,  16.771,  26.229,  56.040,  15.567, 74,  0,   0.332,   1.062,   0.295,   0.010,   0.034,   0.009,  45.000,  60.000,   0.000,   0.000,   0.000,    1,   0.000
