System Time,RDTSC,Elapsed Time (sec), CPU Utilization(%),CPU Frequency_0(MHz),Processor Power_0(Watt),Cumulative Processor Energy_0(Joules),Cumulative Processor Energy_0(mWh),IA Power_0(Watt),Cumulative IA Energy_0(Joules),Cumulative IA Energy_0(mWh),Package Temperature_0(C),Package Hot_0,DRAM Power_0(Watt),Cumulative DRAM Energy_0(Joules),Cumulative DRAM Energy_0(mWh),GT Power_0(Watt),Cumulative GT Energy_0(Joules),Cumulative GT Energy_0(mWh),Package PL1_0(Watt),Package PL2_0(Watt),Package PL4_0(Watt),Platform PsysPL1_0(Watt),Platform PsysPL2_0(Watt),GT Frequency(MHz),GT Utilization(%)
18:01:02:323, 773857117858855,    0.113,   13.000, 3400,  14.573,   1.641,   0.456,  12.925,   1.456,   0.404, 69,  0,   0.453,   0.051,   0.014,   0.027,   0.003,   0.001,  45.000,  60.000,   0.000,   0.000,   0.000,   31,   3.663
18:01:02:433, 773857425215620,    0.222,   12.000, 3500,  14.347,   3.212,   0.892,  12.837,   2.861,   0.795, 68,  0,   0.442,   0.099,   0.028,   0.007,   0.004,   0.001,  45.000,  60.000,   0.000,   0.000,   0.000,    1,   0.000
18:01:02:542, 773857742763987,    0.335,   24.000, 3600,  15.639,   4.980,   1.383,  14.079,   4.453,   1.237, 72,  0,   0.444,   0.150,   0.042,   0.033,   0.008,   0.002,  45.000,  60.000,   0.000,   0.000,   0.000,    2,   0.375
18:01:02:651, 773858039196869,    0.441,   12.000, 3400,  14.707,   6.533,   1.815,  12.994,   5.825,   1.618, 72,  0,   0.508,   0.203,   0.056,   0.018,   0.009,   0.003,  45.000,  60.000,   0.000,   0.000,   0.000,   22,   2.098
18:01:02:761, 773858346226290,    0.550,   12.000, 3400,  14.823,   8.154,   2.265,  13.303,   7.279,   2.022, 74,  0,   0.368,   0.244,   0.068,   0.003,   0.010,   0.003,  45.000,  60.000,   0.000,   0.000,   0.000,    1,   0.000
18:01:02:870, 773858653212146,    0.659,   12.000, 3500,  14.545,   9.744,   2.707,  13.003,   8.701,   2.417, 73,  0,   0.363,   0.283,   0.079,   0.013,   0.011,   0.003,  45.000,  60.000,   0.000,   0.000,   0.000,    1,   0.000
18:01:02:979, 773858960300796,    0.769,   12.000, 3500,  14.524,  11.332,   3.148,  12.867,  10.108,   2.808, 72,  0,   0.415,   0.329,   0.091,   0.004,   0.012,   0.003,  45.000,  60.000,   0.000,   0.000,   0.000,    1,   0.000
18:01:03:089, 773859267296407,    0.878,   12.000, 3500,  13.859,  12.847,   3.569,  12.309,  11.454,   3.182, 76,  0,   0.490,   0.382,   0.106,   0.005,   0.012,   0.003,  45.000,  60.000,   0.000,   0.000,   0.000,    1,   0.000
18:01:03:198, 773859574084965,    0.987,   12.000, 3400,  14.508,  14.432,   4.009,  12.989,  12.873,   3.576, 73,  0,   0.427,   0.429,   0.119,   0.010,   0.013,   0.004,  45.000,  60.000,   0.000,   0.000,   0.000,    1,   0.000
18:01:03:307, 773859881268781,    1.097,   50.000, 3400,  26.147,  17.293,   4.804,  24.498,  15.553,   4.320, 72,  0,   0.334,   0.465,   0.129,   0.011,   0.015,   0.004,  45.000,  60.000,   0.000,   0.000,   0.000,    1,   0.000
18:01:03:417, 773860188131298,    1.206,   50.000, 3400,  27.301,  20.276,   5.632,  25.825,  18.375,   5.104, 72,  0,   0.326,   0.501,   0.139,   0.008,   0.015,   0.004,  45.000,  60.000,   0.000,   0.000,   0.000,    1,   0.000
18:01:03:542, 773860550796186,    1.335,   63.000, 3400,  25.516,  23.572,   6.548,  23.982,  21.473,   5.965, 71,  0,   0.338,   0.545,   0.151,   0.018,   0.018,   0.005,  45.000,  60.000,   0.000,   0.000,   0.000,    1,   0.189
18:01:03:636, 773860802261891,    1.425,   49.000, 3400,  26.097,  25.909,   7.197,  24.366,  23.655,   6.571, 73,  0,   0.359,   0.577,   0.160,   0.031,   0.020,   0.006,  45.000,  60.000,   0.000,   0.000,   0.000,   23,   1.989
18:01:03:745, 773861109272796,    1.534,   49.000, 3400,  27.160,  28.878,   8.022,  25.676,  26.462,   7.351, 73,  0,   0.312,   0.611,   0.170,   0.009,   0.021,   0.006,  45.000,  60.000,   0.000,   0.000,   0.000,    1,   0.000
18:01:03:854, 773861416330256,    1.643,   49.000, 3400,  26.551,  31.782,   8.828,  25.032,  29.199,   8.111, 73,  0,   0.315,   0.645,   0.179,   0.004,   0.022,   0.006,  45.000,  60.000,   0.000,   0.000,   0.000,    1,   0.000
18:01:03:964, 773861723389686,    1.753,   49.000, 3400,  27.305,  34.768,   9.658,  25.637,  32.003,   8.890, 70,  0,   0.313,   0.680,   0.189,   0.009,   0.023,   0.006,  45.000,  60.000,   0.000,   0.000,   0.000,    1,   0.000
18:01:04:073, 773862030409526,    1.862,   49.000, 3400,  25.795,  37.588,  10.441,  24.306,  34.660,   9.628, 70,  0,   0.315,   0.714,   0.198,   0.010,   0.024,   0.007,  45.000,  60.000,   0.000,   0.000,   0.000,    1,   0.000
18:01:04:182, 773862337530198,    1.971,   49.000, 3400,  25.985,  40.430,  11.231,  24.286,  37.316,  10.366, 74,  0,   0.321,   0.749,   0.208,   0.006,   0.025,   0.007,  45.000,  60.000,   0.000,   0.000,   0.000,    1,   0.000
18:01:04:292, 773862644482405,    2.081,   50.000, 3400,  24.249,  43.081,  11.967,  22.749,  39.803,  11.056, 72,  0,   0.329,   0.785,   0.218,   0.005,   0.025,   0.007,  45.000,  60.000,   0.000,   0.000,   0.000,    1,   0.000
18:01:04:401, 773862951575836,    2.190,   50.000, 3400,  24.754,  45.788,  12.719,  23.283,  42.349,  11.764, 74,  0,   0.309,   0.819,   0.227,   0.010,   0.026,   0.007,  45.000,  60.000,   0.000,   0.000,   0.000,    1,   0.000
18:01:04:510, 773863258630645,    2.300,   49.000, 3400,  27.376,  48.781,  13.550,  25.650,  45.154,  12.543, 74,  0,   0.331,   0.855,   0.238,   0.006,   0.027,   0.007,  45.000,  60.000,   0.000,   0.000,   0.000,    1,   0.000
18:01:04:620, 773863565700359,    2.409,   52.000, 3400,  25.163,  51.533,  14.315,  23.648,  47.740,  13.261, 74,  0,   0.385,   0.897,   0.249,   0.030,   0.030,   0.008,  45.000,  60.000,   0.000,   0.000,   0.000,    4,   0.496
18:01:04:729, 773863872757960,    2.518,   49.000, 3400,  27.075,  54.494,  15.137,  25.589,  50.539,  14.038, 71,  0,   0.310,   0.931,   0.259,   0.008,   0.031,   0.009,  45.000,  60.000,   0.000,   0.000,   0.000,    2,   0.000
18:01:04:838, 773864179993054,    2.628,   49.000, 3400,  23.284,  57.041,  15.845,  21.380,  52.878,  14.688, 66,  0,   0.913,   1.031,   0.286,   0.011,   0.032,   0.009,  45.000,  60.000,   0.000,   0.000,   0.000,    1,   0.000
18:01:04:885, 773864346378250,    2.687,   29.000, 3400,  16.806,  58.037,  16.121,  15.116,  53.773,  14.937, 67,  0,   0.749,   1.075,   0.299,   0.021,   0.033,   0.009,  45.000,  60.000,   0.000,   0.000,   0.000,    1,   0.000

Total Elapsed Time (sec) = 2.686892
Measured RDTSC Frequency (GHz) = 2.808

Cumulative Processor Energy_0 (Joules) = 58.037170
Cumulative Processor Energy_0 (mWh) = 16.121436
Average Processor Power_0 (Watt) = 21.600116

Cumulative IA Energy_0 (Joules) = 53.773438
Cumulative IA Energy_0 (mWh) = 14.937066
Average IA Power_0 (Watt) = 20.013252

Cumulative DRAM Energy_0 (Joules) = 1.075378
Cumulative DRAM Energy_0 (mWh) = 0.298716
Average DRAM Power_0 (Watt) = 0.400231

Cumulative GT Energy_0 (Joules) = 0.033386
Cumulative GT Energy_0 (mWh) = 0.009274
Average GT Power_0 (Watt) = 0.012426
