System Time,RDTSC,Elapsed Time (sec), CPU Utilization(%),CPU Frequency_0(MHz),Processor Power_0(Watt),Cumulative Processor Energy_0(Joules),Cumulative Processor Energy_0(mWh),IA Power_0(Watt),Cumulative IA Energy_0(Joules),Cumulative IA Energy_0(mWh),Package Temperature_0(C),Package Hot_0,DRAM Power_0(Watt),Cumulative DRAM Energy_0(Joules),Cumulative DRAM Energy_0(mWh),GT Power_0(Watt),Cumulative GT Energy_0(Joules),Cumulative GT Energy_0(mWh),Package PL1_0(Watt),Package PL2_0(Watt),Package PL4_0(Watt),Platform PsysPL1_0(Watt),Platform PsysPL2_0(Watt),GT Frequency(MHz),GT Utilization(%)
18:00:01:305, 773685777867728,    0.112,   25.000, 3400,  17.084,   1.907,   0.530,  15.443,   1.724,   0.479, 68,  0,   0.733,   0.082,   0.023,   0.030,   0.003,   0.001,  45.000,  60.000,   0.000,   0.000,   0.000,   33,   4.330
18:00:01:414, 773686084967093,    0.221,   24.000, 3400,  16.793,   3.744,   1.040,  14.992,   3.363,   0.934, 68,  0,   0.702,   0.159,   0.044,   0.006,   0.004,   0.001,  45.000,  60.000,   0.000,   0.000,   0.000,    1,   0.000
18:00:01:543, 773686448426937,    0.350,   42.000, 3400,  17.832,   6.052,   1.681,  16.197,   5.460,   1.517, 65,  0,   0.726,   0.253,   0.070,   0.025,   0.007,   0.002,  45.000,  60.000,   0.000,   0.000,   0.000,    2,   0.387
18:00:01:640, 773686719750498,    0.447,   26.000, 3500,  17.835,   7.775,   2.160,  15.994,   7.005,   1.946, 68,  0,   0.810,   0.331,   0.092,   0.017,   0.009,   0.002,  45.000,  60.000,   0.000,   0.000,   0.000,   24,   2.313
18:00:01:750, 773687026797077,    0.556,   25.000, 3500,  17.063,   9.641,   2.678,  15.405,   8.690,   2.414, 69,  0,   0.717,   0.409,   0.114,   0.006,   0.009,   0.003,  45.000,  60.000,   0.000,   0.000,   0.000,    1,   0.000
18:00:01:859, 773687333945664,    0.666,   24.000, 3500,  17.477,  11.552,   3.209,  15.693,  10.406,   2.891, 71,  0,   0.627,   0.478,   0.133,   0.004,   0.010,   0.003,  45.000,  60.000,   0.000,   0.000,   0.000,    1,   0.000
18:00:01:968, 773687641010179,    0.775,   24.000, 3500,  16.798,  13.389,   3.719,  15.165,  12.065,   3.351, 69,  0,   0.693,   0.554,   0.154,   0.005,   0.010,   0.003,  45.000,  60.000,   0.000,   0.000,   0.000,    1,   0.000
18:00:02:078, 773687948166293,    0.885,   23.000, 3500,  16.633,  15.209,   4.225,  14.992,  13.705,   3.807, 70,  0,   0.685,   0.628,   0.175,   0.004,   0.011,   0.003,  45.000,  60.000,   0.000,   0.000,   0.000,    1,   0.000
18:00:02:179, 773688233636783,    0.986,   24.000, 3500,  16.801,  16.917,   4.699,  15.009,  15.231,   4.231, 73,  0,   0.757,   0.705,   0.196,   0.015,   0.013,   0.003,  45.000,  60.000,   0.000,   0.000,   0.000,    1,   0.000
18:00:02:289, 773688540200387,    1.095,   28.000, 3400,  17.547,  18.832,   5.231,  15.900,  16.966,   4.713, 67,  0,   0.723,   0.784,   0.218,   0.008,   0.013,   0.004,  45.000,  60.000,   0.000,   0.000,   0.000,    1,   0.000
18:00:02:398, 773688847401542,    1.205,   63.000, 3400,  26.368,  21.717,   6.033,  24.522,  19.649,   5.458, 70,  0,   0.762,   0.868,   0.241,   0.005,   0.014,   0.004,  45.000,  60.000,   0.000,   0.000,   0.000,    1,   0.000
18:00:02:507, 773689154501193,    1.314,   62.000, 3400,  26.339,  24.598,   6.833,  24.699,  22.350,   6.208, 72,  0,   0.751,   0.950,   0.264,   0.006,   0.015,   0.004,  45.000,  60.000,   0.000,   0.000,   0.000,    1,   0.000
18:00:02:617, 773689461515430,    1.423,   66.000, 3400,  27.936,  27.652,   7.681,  26.234,  25.219,   7.005, 74,  0,   0.835,   1.041,   0.289,   0.026,   0.017,   0.005,  45.000,  60.000,   0.000,   0.000,   0.000,    4,   0.504
18:00:02:726, 773689768612381,    1.533,   62.000, 3400,  27.915,  30.705,   8.529,  26.012,  28.064,   7.795, 72,  0,   0.733,   1.121,   0.311,   0.015,   0.019,   0.005,  45.000,  60.000,   0.000,   0.000,   0.000,    2,   0.000
18:00:02:835, 773690075736151,    1.642,   62.000, 3400,  26.577,  33.612,   9.337,  24.935,  30.791,   8.553, 72,  0,   0.775,   1.206,   0.335,   0.009,   0.020,   0.006,  45.000,  60.000,   0.000,   0.000,   0.000,    1,   0.000
18:00:02:945, 773690382608604,    1.751,   64.000, 3400,  25.771,  36.428,  10.119,  24.094,  33.424,   9.284, 71,  0,   0.748,   1.288,   0.358,   0.007,   0.021,   0.006,  45.000,  60.000,   0.000,   0.000,   0.000,    1,   0.000
18:00:03:054, 773690689766170,    1.861,   61.000, 3400,  26.160,  39.290,  10.914,  24.294,  36.081,  10.023, 74,  0,   0.759,   1.371,   0.381,   0.012,   0.022,   0.006,  45.000,  60.000,   0.000,   0.000,   0.000,    1,   0.000
18:00:03:164, 773690996842070,    1.970,   62.000, 3400,  26.263,  42.162,  11.712,  24.625,  38.774,  10.771, 74,  0,   0.697,   1.447,   0.402,   0.009,   0.023,   0.006,  45.000,  60.000,   0.000,   0.000,   0.000,    1,   0.000
18:00:03:273, 773691303795009,    2.080,   62.000, 3400,  25.751,  44.977,  12.494,  24.095,  41.408,  11.502, 71,  0,   0.710,   1.524,   0.423,   0.006,   0.024,   0.007,  45.000,  60.000,   0.000,   0.000,   0.000,    1,   0.000
18:00:03:382, 773691611120900,    2.189,   62.000, 3400,  25.892,  47.811,  13.281,  24.027,  44.038,  12.233, 74,  0,   0.723,   1.604,   0.445,   0.006,   0.024,   0.007,  45.000,  60.000,   0.000,   0.000,   0.000,    1,   0.000
18:00:03:492, 773691917987007,    2.298,   62.000, 3400,  27.138,  50.776,  14.105,  25.475,  46.822,  13.006, 74,  0,   0.785,   1.689,   0.469,   0.005,   0.025,   0.007,  45.000,  60.000,   0.000,   0.000,   0.000,    1,   0.000
18:00:03:601, 773692225001841,    2.408,   66.000, 3400,  26.467,  53.670,  14.908,  24.769,  49.530,  13.758, 74,  0,   0.761,   1.773,   0.492,   0.032,   0.029,   0.008,  45.000,  60.000,   0.000,   0.000,   0.000,    3,   0.451
18:00:03:710, 773692532046738,    2.517,   62.000, 3400,  27.944,  56.726,  15.757,  26.046,  52.378,  14.549, 74,  0,   0.768,   1.857,   0.516,   0.006,   0.029,   0.008,  45.000,  60.000,   0.000,   0.000,   0.000,    4,   0.000
18:00:03:820, 773692839162758,    2.626,   62.000, 3400,  27.925,  59.780,  16.606,  26.291,  55.254,  15.348, 71,  0,   0.744,   1.938,   0.538,   0.005,   0.030,   0.008,  45.000,  60.000,   0.000,   0.000,   0.000,    1,   0.000
18:00:03:929, 773693146372591,    2.736,   62.000, 3400,  27.600,  62.800,  17.444,  25.709,  58.066,  16.130, 75,  0,   0.725,   2.017,   0.560,   0.012,   0.031,   0.009,  45.000,  60.000,   0.000,   0.000,   0.000,    1,   0.000
18:00:04:038, 773693453276752,    2.845,   62.000, 3400,  27.288,  65.782,  18.273,  25.631,  60.868,  16.908, 75,  0,   0.712,   2.095,   0.582,   0.013,   0.032,   0.009,  45.000,  60.000,   0.000,   0.000,   0.000,    1,   0.000
18:00:04:148, 773693760308101,    2.954,   62.000, 3400,  27.700,  68.811,  19.114,  26.017,  63.712,  17.698, 76,  0,   0.764,   2.179,   0.605,   0.006,   0.033,   0.009,  45.000,  60.000,   0.000,   0.000,   0.000,    1,   0.000
18:00:04:257, 773694067296409,    3.064,   62.000, 3400,  28.181,  71.892,  19.970,  26.303,  66.588,  18.497, 74,  0,   0.754,   2.261,   0.628,   0.010,   0.034,   0.009,  45.000,  60.000,   0.000,   0.000,   0.000,    1,   0.000
18:00:04:366, 773694374517604,    3.173,   62.000, 3400,  27.133,  74.860,  20.795,  25.494,  69.377,  19.271, 75,  0,   0.763,   2.345,   0.651,   0.008,   0.035,   0.010,  45.000,  60.000,   0.000,   0.000,   0.000,    1,   0.000
18:00:04:476, 773694681403390,    3.282,   62.000, 3400,  25.126,  77.606,  21.557,  23.465,  71.942,  19.984, 73,  0,   0.759,   2.427,   0.674,   0.010,   0.036,   0.010,  45.000,  60.000,   0.000,   0.000,   0.000,    1,   0.000
18:00:04:585, 773694988415553,    3.392,   67.000, 3400,  26.983,  80.556,  22.377,  25.030,  74.678,  20.744, 72,  0,   0.798,   2.515,   0.699,   0.030,   0.039,   0.011,  45.000,  60.000,   0.000,   0.000,   0.000,    3,   0.427
18:00:04:694, 773695295537284,    3.501,   62.000, 3400,  26.116,  83.413,  23.170,  24.479,  77.356,  21.488, 75,  0,   0.747,   2.596,   0.721,   0.009,   0.040,   0.011,  45.000,  60.000,   0.000,   0.000,   0.000,    6,   0.000
18:00:04:804, 773695602531067,    3.610,   62.000, 3400,  26.475,  86.307,  23.974,  24.825,  80.070,  22.242, 72,  0,   0.716,   2.675,   0.743,   0.005,   0.041,   0.011,  45.000,  60.000,   0.000,   0.000,   0.000,    1,   0.000
18:00:04:913, 773695909949675,    3.720,   62.000, 3400,  27.800,  89.351,  24.820,  25.926,  82.908,  23.030, 72,  0,   0.774,   2.760,   0.767,   0.004,   0.041,   0.011,  45.000,  60.000,   0.000,   0.000,   0.000,    1,   0.000
18:00:05:022, 773696216734439,    3.829,   62.000, 3400,  28.576,  92.473,  25.687,  26.879,  85.845,  23.846, 76,  0,   0.782,   2.845,   0.790,   0.009,   0.042,   0.012,  45.000,  60.000,   0.000,   0.000,   0.000,    1,   0.000
18:00:05:132, 773696523803358,    3.939,   62.000, 3400,  25.701,  95.283,  26.468,  24.048,  88.475,  24.576, 74,  0,   0.746,   2.927,   0.813,   0.010,   0.043,   0.012,  45.000,  60.000,   0.000,   0.000,   0.000,    1,   0.000
18:00:05:241, 773696830956595,    4.048,   62.000, 3400,  27.491,  98.290,  27.303,  25.589,  91.274,  25.354, 74,  0,   0.769,   3.011,   0.836,   0.006,   0.044,   0.012,  45.000,  60.000,   0.000,   0.000,   0.000,    1,   0.000
18:00:05:351, 773697138037581,    4.157,   62.000, 3400,  26.814, 101.223,  28.117,  25.193,  94.029,  26.119, 72,  0,   0.738,   3.091,   0.859,   0.006,   0.045,   0.012,  45.000,  60.000,   0.000,   0.000,   0.000,    1,   0.000
18:00:05:460, 773697444958935,    4.267,   62.000, 3400,  27.346, 104.212,  28.948,  25.669,  96.834,  26.898, 74,  0,   0.764,   3.175,   0.882,   0.006,   0.045,   0.013,  45.000,  60.000,   0.000,   0.000,   0.000,    1,   0.000
18:00:05:569, 773697751865538,    4.376,   71.000, 3400,  26.889, 107.151,  29.764,  24.934,  99.560,  27.655, 73,  0,   0.785,   3.261,   0.906,   0.033,   0.049,   0.014,  45.000,  60.000,   0.000,   0.000,   0.000,    3,   0.388
18:00:05:679, 773698058964078,    4.485,   62.000, 3400,  27.812, 110.192,  30.609,  26.171, 102.422,  28.451, 74,  0,   0.745,   3.342,   0.928,   0.008,   0.050,   0.014,  45.000,  60.000,   0.000,   0.000,   0.000,   10,   0.000
18:00:05:788, 773698366085186,    4.595,   62.000, 3400,  26.605, 113.102,  31.417,  24.946, 105.150,  29.208, 76,  0,   0.733,   3.422,   0.951,   0.011,   0.051,   0.014,  45.000,  60.000,   0.000,   0.000,   0.000,    1,   0.000
18:00:05:897, 773698673094905,    4.704,   62.000, 3400,  28.376, 116.205,  32.279,  26.485, 108.046,  30.013, 74,  0,   0.729,   3.502,   0.973,   0.007,   0.052,   0.014,  45.000,  60.000,   0.000,   0.000,   0.000,    1,   0.000
18:00:06:007, 773698980100341,    4.813,   62.000, 3400,  25.177, 118.957,  33.044,  23.557, 110.622,  30.728, 71,  0,   0.702,   3.579,   0.994,   0.005,   0.052,   0.015,  45.000,  60.000,   0.000,   0.000,   0.000,    1,   0.000
18:00:06:116, 773699287244379,    4.923,   62.000, 3400,  27.317, 121.945,  33.874,  25.671, 113.429,  31.508, 74,  0,   0.712,   3.657,   1.016,   0.007,   0.053,   0.015,  45.000,  60.000,   0.000,   0.000,   0.000,    1,   0.000
18:00:06:225, 773699594307295,    5.032,   62.000, 3400,  27.006, 124.898,  34.694,  25.114, 116.176,  32.271, 75,  0,   0.746,   3.738,   1.038,   0.011,   0.054,   0.015,  45.000,  60.000,   0.000,   0.000,   0.000,    1,   0.000
18:00:06:335, 773699901320803,    5.141,   63.000, 3400,  26.184, 127.761,  35.489,  24.525, 118.857,  33.016, 74,  0,   0.766,   3.822,   1.062,   0.010,   0.055,   0.015,  45.000,  60.000,   0.000,   0.000,   0.000,    1,   0.000
18:00:06:444, 773700208439791,    5.251,   62.000, 3400,  27.259, 130.743,  36.317,  25.371, 121.632,  33.787, 74,  0,   0.763,   3.905,   1.085,   0.007,   0.056,   0.016,  45.000,  60.000,   0.000,   0.000,   0.000,    1,   0.000
