System Time,RDTSC,Elapsed Time (sec), CPU Utilization(%),CPU Frequency_0(MHz),Processor Power_0(Watt),Cumulative Processor Energy_0(Joules),Cumulative Processor Energy_0(mWh),IA Power_0(Watt),Cumulative IA Energy_0(Joules),Cumulative IA Energy_0(mWh),Package Temperature_0(C),Package Hot_0,DRAM Power_0(Watt),Cumulative DRAM Energy_0(Joules),Cumulative DRAM Energy_0(mWh),GT Power_0(Watt),Cumulative GT Energy_0(Joules),Cumulative GT Energy_0(mWh),Package PL1_0(Watt),Package PL2_0(Watt),Package PL4_0(Watt),Platform PsysPL1_0(Watt),Platform PsysPL2_0(Watt),GT Frequency(MHz),GT Utilization(%)
18:23:48:331, 777692872167021,    0.113,   13.000, 3600,  14.546,   1.644,   0.457,  12.929,   1.462,   0.406, 69,  0,   0.481,   0.054,   0.015,   0.048,   0.005,   0.001,  45.000,  60.000,   0.000,   0.000,   0.000,   32,   4.599
18:23:48:440, 777693179234857,    0.222,   12.000, 3400,  14.493,   3.229,   0.897,  12.836,   2.865,   0.796, 67,  0,   0.436,   0.102,   0.028,   0.007,   0.006,   0.002,  45.000,  60.000,   0.000,   0.000,   0.000,    1,   0.000
18:23:48:549, 777693486247056,    0.332,   12.000, 3500,  14.794,   4.847,   1.346,  13.283,   4.318,   1.199, 72,  0,   0.428,   0.149,   0.041,   0.007,   0.007,   0.002,  45.000,  60.000,   0.000,   0.000,   0.000,    1,   0.000
18:23:48:659, 777693793236426,    0.441,   12.000, 3600,  14.648,   6.448,   1.791,  13.093,   5.749,   1.597, 71,  0,   0.470,   0.200,   0.056,   0.004,   0.007,   0.002,  45.000,  60.000,   0.000,   0.000,   0.000,    1,   0.000
18:23:48:768, 777694100440938,    0.550,   12.000, 3500,  15.174,   8.108,   2.252,  13.541,   7.230,   2.008, 73,  0,   0.385,   0.242,   0.067,   0.008,   0.008,   0.002,  45.000,  60.000,   0.000,   0.000,   0.000,    1,   0.000
18:23:48:878, 777694407461136,    0.660,   15.000, 3600,  15.625,   9.817,   2.727,  14.039,   8.765,   2.435, 72,  0,   0.397,   0.286,   0.079,   0.048,   0.013,   0.004,  45.000,  60.000,   0.000,   0.000,   0.000,    5,   0.801
18:23:48:987, 777694714513996,    0.769,   12.000, 3500,  14.546,  11.407,   3.169,  13.029,  10.190,   2.831, 73,  0,   0.404,   0.330,   0.092,   0.005,   0.014,   0.004,  45.000,  60.000,   0.000,   0.000,   0.000,    1,   0.000
18:23:49:096, 777695021472096,    0.878,   12.000, 3600,  13.990,  12.937,   3.594,  12.278,  11.532,   3.203, 70,  0,   0.543,   0.389,   0.108,   0.007,   0.015,   0.004,  45.000,  60.000,   0.000,   0.000,   0.000,    1,   0.000
18:23:49:206, 777695328709987,    0.988,   12.000, 3500,  14.676,  14.542,   4.040,  13.174,  12.974,   3.604, 72,  0,   0.370,   0.430,   0.119,   0.006,   0.015,   0.004,  45.000,  60.000,   0.000,   0.000,   0.000,    1,   0.000
18:23:49:315, 777695635484578,    1.097,   36.000, 3400,  20.840,  16.819,   4.672,  19.325,  15.085,   4.190, 68,  0,   0.726,   0.509,   0.141,   0.010,   0.016,   0.005,  45.000,  60.000,   0.000,   0.000,   0.000,    1,   0.000
18:23:49:424, 777695943052143,    1.207,   49.000, 3400,  25.193,  19.579,   5.438,  23.254,  17.632,   4.898, 67,  0,   1.006,   0.619,   0.172,   0.012,   0.018,   0.005,  45.000,  60.000,   0.000,   0.000,   0.000,    1,   0.000
18:23:49:534, 777696249596570,    1.316,   49.000, 3400,  25.769,  22.392,   6.220,  23.972,  20.249,   5.625, 67,  0,   1.022,   0.731,   0.203,   0.009,   0.019,   0.005,  45.000,  60.000,   0.000,   0.000,   0.000,    1,   0.000
18:23:49:643, 777696556744571,    1.425,   49.000, 3400,  26.379,  25.277,   7.021,  24.409,  22.919,   6.366, 66,  0,   1.144,   0.856,   0.238,   0.005,   0.019,   0.005,  45.000,  60.000,   0.000,   0.000,   0.000,    1,   0.000
18:23:49:752, 777696863722418,    1.535,   55.000, 3400,  25.913,  28.110,   7.808,  24.111,  25.555,   7.099, 67,  0,   1.171,   0.984,   0.273,   0.006,   0.020,   0.006,  45.000,  60.000,   0.000,   0.000,   0.000,    1,   0.000
18:23:49:862, 777697171162765,    1.644,   71.000, 3400,  26.633,  31.026,   8.618,  24.696,  28.259,   7.850, 67,  0,   1.397,   1.137,   0.316,   0.047,   0.025,   0.007,  45.000,  60.000,   0.000,   0.000,   0.000,    6,   0.788
18:23:49:971, 777697477699730,    1.753,   57.000, 3400,  26.227,  33.889,   9.414,  24.483,  30.932,   8.592, 71,  0,   1.171,   1.265,   0.351,   0.008,   0.026,   0.007,  45.000,  60.000,   0.000,   0.000,   0.000,    4,   0.000
18:23:50:080, 777697784799053,    1.863,   52.000, 3400,  22.682,  36.370,  10.103,  20.653,  33.190,   9.220, 68,  0,   0.968,   1.371,   0.381,   0.008,   0.027,   0.007,  45.000,  60.000,   0.000,   0.000,   0.000,    1,   0.000
18:23:50:182, 777698069199290,    1.964,   49.000, 3400,  26.303,  39.034,  10.843,  24.541,  35.676,   9.910, 69,  0,   1.140,   1.486,   0.413,   0.011,   0.028,   0.008,  45.000,  60.000,   0.000,   0.000,   0.000,    0,   0.000
18:23:50:291, 777698376568917,    2.073,   50.000, 3500,  24.122,  41.674,  11.576,  22.178,  38.104,  10.584, 71,  0,   1.082,   1.605,   0.446,   0.005,   0.029,   0.008,  45.000,  60.000,   0.000,   0.000,   0.000,  156,   0.000
18:23:50:400, 777698683335032,    2.183,   49.000, 3400,  23.935,  44.289,  12.303,  22.163,  40.525,  11.257, 71,  0,   1.011,   1.715,   0.476,   0.008,   0.029,   0.008,  45.000,  60.000,   0.000,   0.000,   0.000,    1,   0.000
18:23:50:510, 777698990556478,    2.292,   49.000, 3400,  26.151,  47.150,  13.097,  24.381,  43.192,  11.998, 69,  0,   1.140,   1.840,   0.511,   0.011,   0.031,   0.008,  45.000,  60.000,   0.000,   0.000,   0.000,    1,   0.000
18:23:50:619, 777699297655131,    2.401,   49.000, 3400,  26.510,  50.049,  13.903,  24.480,  45.870,  12.742, 67,  0,   1.184,   1.969,   0.547,   0.013,   0.032,   0.009,  45.000,  60.000,   0.000,   0.000,   0.000,    1,   0.000
18:23:50:728, 777699604616966,    2.511,   54.000, 3400,  26.375,  52.933,  14.704,  24.539,  48.552,  13.487, 68,  0,   1.247,   2.106,   0.585,   0.008,   0.033,   0.009,  45.000,  60.000,   0.000,   0.000,   0.000,    1,   0.000
18:23:50:838, 777699911699398,    2.620,   75.000, 3400,  26.600,  55.842,  15.512,  24.670,  51.250,  14.236, 68,  0,   1.419,   2.261,   0.628,   0.046,   0.038,   0.011,  45.000,  60.000,   0.000,   0.000,   0.000,    3,   0.480
18:23:50:947, 777700218940489,    2.729,   60.000, 3500,  24.693,  58.544,  16.262,  22.547,  53.717,  14.921, 69,  0,   1.321,   2.405,   0.668,   0.011,   0.039,   0.011,  45.000,  60.000,   0.000,   0.000,   0.000,  142,   0.000
18:23:51:056, 777700525916979,    2.839,   49.000, 3500,  23.527,  61.116,  16.977,  21.766,  56.096,  15.582, 71,  0,   1.064,   2.522,   0.700,   0.005,   0.040,   0.011,  45.000,  60.000,   0.000,   0.000,   0.000,    1,   0.000
18:23:51:166, 777700832867688,    2.948,   49.000, 3400,  24.576,  63.802,  17.723,  22.839,  58.593,  16.276, 67,  0,   1.035,   2.635,   0.732,   0.009,   0.041,   0.011,  45.000,  60.000,   0.000,   0.000,   0.000,    1,   0.000
18:23:51:275, 777701139977685,    3.057,   50.000, 3400,  25.808,  66.625,  18.507,  23.821,  61.198,  17.000, 68,  0,   1.144,   2.760,   0.767,   0.005,   0.041,   0.011,  45.000,  60.000,   0.000,   0.000,   0.000,    1,   0.000
18:23:51:384, 777701446804428,    3.167,   49.000, 3400,  25.045,  69.361,  19.267,  23.333,  63.748,  17.708, 70,  0,   1.096,   2.880,   0.800,   0.004,   0.042,   0.012,  45.000,  60.000,   0.000,   0.000,   0.000,    1,   0.000
18:23:51:494, 777701754305259,    3.276,   49.000, 3400,  23.081,  71.889,  19.969,  21.302,  66.081,  18.356, 68,  0,   1.021,   2.991,   0.831,   0.004,   0.042,   0.012,  45.000,  60.000,   0.000,   0.000,   0.000,    1,   0.000
18:23:51:603, 777702060965688,    3.385,   49.000, 3400,  25.255,  74.647,  20.735,  23.271,  68.622,  19.062, 69,  0,   1.044,   3.105,   0.863,   0.005,   0.043,   0.012,  45.000,  60.000,   0.000,   0.000,   0.000,    1,   0.000
18:23:51:713, 777702368042314,    3.495,   51.000, 3400,  25.069,  77.388,  21.497,  23.346,  71.175,  19.771, 68,  0,   1.159,   3.232,   0.898,   0.011,   0.044,   0.012,  45.000,  60.000,   0.000,   0.000,   0.000,    1,   0.000
18:23:51:822, 777702675221754,    3.604,   70.000, 3400,  26.249,  80.260,  22.294,  24.218,  73.825,  20.507, 69,  0,   1.388,   3.384,   0.940,   0.031,   0.047,   0.013,  45.000,  60.000,   0.000,   0.000,   0.000,    3,   0.447
18:23:51:931, 777702982272874,    3.714,   59.000, 3400,  24.957,  82.989,  23.053,  22.881,  76.326,  21.202, 68,  0,   1.296,   3.526,   0.979,   0.009,   0.048,   0.013,  45.000,  60.000,   0.000,   0.000,   0.000,    9,   0.000
18:23:52:041, 777703289160372,    3.823,   49.000, 3400,  23.233,  85.528,  23.758,  21.531,  78.680,  21.855, 69,  0,   0.857,   3.619,   1.005,   0.006,   0.049,   0.014,  45.000,  60.000,   0.000,   0.000,   0.000,    1,   0.000
18:23:52:150, 777703596336230,    3.932,   49.000, 3400,  26.462,  88.423,  24.562,  24.704,  81.382,  22.606, 70,  0,   1.121,   3.742,   1.039,   0.008,   0.050,   0.014,  45.000,  60.000,   0.000,   0.000,   0.000,    1,   0.000
18:23:52:259, 777703903338504,    4.042,   50.000, 3400,  26.001,  91.266,  25.352,  24.003,  84.006,  23.335, 68,  0,   1.175,   3.870,   1.075,   0.006,   0.050,   0.014,  45.000,  60.000,   0.000,   0.000,   0.000,    1,   0.000
18:23:52:369, 777704210416968,    4.151,   49.000, 3400,  26.893,  94.207,  26.169,  25.243,  86.767,  24.102, 68,  0,   1.106,   3.991,   1.109,   0.007,   0.051,   0.014,  45.000,  60.000,   0.000,   0.000,   0.000,    1,   0.000
18:23:52:478, 777704517680960,    4.260,   49.000, 3400,  26.349,  97.090,  26.969,  24.241,  89.419,  24.839, 70,  0,   1.130,   4.115,   1.143,   0.012,   0.052,   0.015,  45.000,  60.000,   0.000,   0.000,   0.000,    1,   0.000
18:23:52:587, 777704824445146,    4.370,   49.000, 3400,  25.859,  99.915,  27.754,  24.038,  92.045,  25.568, 67,  0,   1.181,   4.244,   1.179,   0.005,   0.053,   0.015,  45.000,  60.000,   0.000,   0.000,   0.000,    1,   0.000
18:23:52:697, 777705131971625,    4.479,   49.000, 3400,  26.901, 102.861,  28.572,  25.135,  94.798,  26.333, 71,  0,   1.142,   4.369,   1.214,   0.006,   0.054,   0.015,  45.000,  60.000,   0.000,   0.000,   0.000,    1,   0.000
18:23:52:806, 777705438701349,    4.588,   74.000, 3400,  26.237, 105.727,  29.369,  24.043,  97.424,  27.062, 69,  0,   1.359,   4.518,   1.255,   0.033,   0.057,   0.016,  45.000,  60.000,   0.000,   0.000,   0.000,    2,   0.236
18:23:52:915, 777705745712652,    4.698,   60.000, 3400,  25.382, 108.502,  30.139,  23.494,  99.993,  27.776, 70,  0,   1.315,   4.661,   1.295,   0.010,   0.058,   0.016,  45.000,  60.000,   0.000,   0.000,   0.000,  244,  44.569
18:23:53:025, 777706052767468,    4.807,   50.000, 3400,  23.840, 111.109,  30.864,  22.117, 102.412,  28.448, 70,  0,   1.000,   4.771,   1.325,   0.007,   0.059,   0.016,  45.000,  60.000,   0.000,   0.000,   0.000,    1,   0.000
18:23:53:134, 777706359699369,    4.916,   49.000, 3400,  24.905, 113.831,  31.620,  22.910, 104.916,  29.143, 70,  0,   1.104,   4.891,   1.359,   0.008,   0.060,   0.017,  45.000,  60.000,   0.000,   0.000,   0.000,    1,   0.000
18:23:53:243, 777706667029269,    5.026,   49.000, 3400,  25.997, 116.677,  32.410,  24.282, 107.573,  29.882, 69,  0,   1.123,   5.014,   1.393,   0.012,   0.061,   0.017,  45.000,  60.000,   0.000,   0.000,   0.000,    1,   0.000
18:23:53:353, 777706973779370,    5.135,   50.000, 3400,  25.323, 119.443,  33.179,  23.504, 110.141,  30.595, 67,  0,   1.016,   5.125,   1.424,   0.005,   0.062,   0.017,  45.000,  60.000,   0.000,   0.000,   0.000,    1,   0.000
18:23:53:462, 777707280904733,    5.244,   49.000, 3400,  25.549, 122.237,  33.955,  23.613, 112.724,  31.312, 70,  0,   1.022,   5.237,   1.455,   0.005,   0.062,   0.017,  45.000,  60.000,   0.000,   0.000,   0.000,    1,   0.000
18:23:53:571, 777707587869797,    5.354,   49.000, 3400,  23.538, 124.810,  34.670,  21.848, 115.112,  31.976, 70,  0,   0.926,   5.338,   1.483,   0.006,   0.063,   0.017,  45.000,  60.000,   0.000,   0.000,   0.000,    1,   0.000
18:23:53:681, 777707894828703,    5.463,   49.000, 3400,  25.243, 127.570,  35.436,  23.427, 117.673,  32.687, 73,  0,   1.094,   5.458,   1.516,   0.006,   0.064,   0.018,  45.000,  60.000,   0.000,   0.000,   0.000,    1,   0.000
18:23:53:790, 777708244264392,    5.587,   76.000, 3400,  27.063, 130.938,  36.372,  24.966, 120.780,  33.550, 70,  0,   1.379,   5.630,   1.564,   0.016,   0.066,   0.018,  45.000,  60.000,   0.000,   0.000,   0.000,    2,   0.268
18:23:53:899, 777708509298160,    5.682,   62.000, 3400,  26.407, 133.430,  37.064,  24.490, 123.091,  34.192, 70,  0,   1.354,   5.757,   1.599,   0.035,   0.069,   0.019,  45.000,  60.000,   0.000,   0.000,   0.000,   18,   0.690
18:23:54:009, 777708816479261,    5.791,   55.000, 3400,  25.635, 136.234,  37.843,  23.597, 125.673,  34.909, 71,  0,   1.234,   5.892,   1.637,   0.007,   0.070,   0.019,  45.000,  60.000,   0.000,   0.000,   0.000,    2,   0.000
18:23:54:118, 777709123575930,    5.901,   49.000, 3400,  25.912, 139.068,  38.630,  24.145, 128.313,  35.643, 70,  0,   1.085,   6.011,   1.670,   0.006,   0.070,   0.020,  45.000,  60.000,   0.000,   0.000,   0.000,    1,   0.000
18:23:54:228, 777709430284269,    6.010,   49.000, 3400,  25.411, 141.844,  39.401,  23.609, 130.892,  36.359, 70,  0,   1.066,   6.128,   1.702,   0.005,   0.071,   0.020,  45.000,  60.000,   0.000,   0.000,   0.000,    1,   0.000
18:23:54:337, 777709737266043,    6.119,   50.000, 3400,  23.483, 144.411,  40.114,  21.737, 133.269,  37.019, 69,  0,   1.004,   6.237,   1.733,   0.004,   0.071,   0.020,  45.000,  60.000,   0.000,   0.000,   0.000,    1,   0.000
18:23:54:446, 777710044332159,    6.228,   49.000, 3400,  24.285, 147.067,  40.852,  22.342, 135.712,  37.698, 71,  0,   1.061,   6.353,   1.765,   0.010,   0.072,   0.020,  45.000,  60.000,   0.000,   0.000,   0.000,    1,   0.000
18:23:54:556, 777710351446407,    6.338,   49.000, 3400,  26.086, 149.920,  41.644,  24.304, 138.370,  38.436, 67,  0,   1.144,   6.478,   1.800,   0.006,   0.073,   0.020,  45.000,  60.000,   0.000,   0.000,   0.000,    1,   0.000
18:23:54:665, 777710658477317,    6.447,   49.000, 3400,  26.667, 152.836,  42.454,  24.871, 141.089,  39.191, 71,  0,   1.155,   6.605,   1.835,   0.006,   0.074,   0.020,  45.000,  60.000,   0.000,   0.000,   0.000,    1,   0.000
18:23:54:790, 777711026686760,    6.578,   76.000, 3400,  25.115, 156.129,  43.369,  23.051, 144.112,  40.031, 69,  0,   1.182,   6.760,   1.878,   0.025,   0.077,   0.021,  45.000,  60.000,   0.000,   0.000,   0.000,    2,   0.255
18:23:54:884, 777711272962997,    6.666,   62.000, 3400,  25.498, 158.365,  43.990,  23.683, 146.189,  40.608, 69,  0,   1.350,   6.878,   1.911,   0.019,   0.079,   0.022,  45.000,  60.000,   0.000,   0.000,   0.000,   27,   2.418
18:23:54:993, 777711579557713,    6.775,   59.000, 3400,  25.570, 161.157,  44.766,  23.495, 148.754,  41.321, 72,  0,   1.195,   7.009,   1.947,   0.006,   0.079,   0.022,  45.000,  60.000,   0.000,   0.000,   0.000,    2,   0.000
18:23:55:102, 777711886516642,    6.885,   50.000, 3400,  22.326, 163.598,  45.444,  20.574, 151.003,  41.945, 71,  0,   1.012,   7.119,   1.978,   0.008,   0.080,   0.022,  45.000,  60.000,   0.000,   0.000,   0.000,    1,   0.000
18:23:55:219, 777712215571303,    7.002,   49.000, 3400,  26.043, 166.649,  46.292,  24.241, 153.844,  42.734, 72,  0,   1.060,   7.243,   2.012,   0.005,   0.081,   0.022,  45.000,  60.000,   0.000,   0.000,   0.000,    1,   0.000
18:23:55:329, 777712522835049,    7.111,   50.000, 3400,  24.443, 169.324,  47.034,  22.677, 156.325,  43.424, 70,  0,   1.108,   7.365,   2.046,   0.005,   0.081,   0.023,  45.000,  60.000,   0.000,   0.000,   0.000,    1,   0.000
18:23:55:438, 777712830001478,    7.221,   49.000, 3400,  24.973, 172.056,  47.793,  23.038, 158.846,  44.124, 70,  0,   1.034,   7.478,   2.077,   0.006,   0.082,   0.023,  45.000,  60.000,   0.000,   0.000,   0.000,    1,   0.000
18:23:55:548, 777713136819307,    7.330,   49.000, 3400,  22.600, 174.525,  48.479,  20.792, 161.117,  44.755, 68,  0,   1.088,   7.597,   2.110,   0.005,   0.082,   0.023,  45.000,  60.000,   0.000,   0.000,   0.000,    1,   0.000
18:23:55:651, 777713426197476,    7.433,   50.000, 3400,  25.516, 177.155,  49.210,  23.714, 163.561,  45.434, 69,  0,   1.067,   7.707,   2.141,   0.007,   0.083,   0.023,  45.000,  60.000,   0.000,   0.000,   0.000,    1,   0.000
18:23:55:760, 777713733212411,    7.542,   59.000, 3400,  26.249, 180.025,  50.007,  24.480, 166.238,  46.177, 70,  0,   1.291,   7.848,   2.180,   0.004,   0.083,   0.023,  45.000,  60.000,   0.000,   0.000,   0.000,    1,   0.000
18:23:55:869, 777714040168435,    7.652,   70.000, 3400,  26.368, 182.907,  50.808,  24.084, 168.870,  46.908, 70,  0,   1.410,   8.002,   2.223,   0.039,   0.088,   0.024,  45.000,  60.000,   0.000,   0.000,   0.000,    5,   0.603
18:23:55:979, 777714347442777,    7.761,   56.000, 3400,  24.806, 185.622,  51.562,  23.046, 171.392,  47.609, 70,  0,   1.243,   8.138,   2.261,   0.006,   0.088,   0.025,  45.000,  60.000,   0.000,   0.000,   0.000,    2,   0.000
18:23:56:088, 777714654421611,    7.870,   50.000, 3400,  26.028, 188.467,  52.352,  23.969, 174.013,  48.337, 74,  0,   1.092,   8.257,   2.294,   0.006,   0.089,   0.025,  45.000,  60.000,   0.000,   0.000,   0.000,    1,   0.000
18:23:56:197, 777714961462708,    7.980,   49.000, 3400,  26.122, 191.323,  53.145,  24.343, 176.675,  49.076, 67,  0,   1.152,   8.383,   2.329,   0.006,   0.090,   0.025,  45.000,  60.000,   0.000,   0.000,   0.000,    0,   0.000
18:23:56:307, 777715268498358,    8.089,   50.000, 3400,  26.648, 194.237,  53.955,  24.866, 179.393,  49.832, 72,  0,   1.123,   8.506,   2.363,   0.014,   0.091,   0.025,  45.000,  60.000,   0.000,   0.000,   0.000,  150,   0.000
18:23:56:416, 777715575600739,    8.198,   49.000, 3400,  24.207, 196.885,  54.690,  22.254, 181.827,  50.508, 68,  0,   0.995,   8.615,   2.393,   0.006,   0.092,   0.025,  45.000,  60.000,   0.000,   0.000,   0.000,    1,   0.000
18:23:56:525, 777715882723976,    8.308,   49.000, 3400,  26.726, 199.808,  55.502,  24.939, 184.555,  51.265, 69,  0,   1.129,   8.739,   2.427,   0.006,   0.092,   0.026,  45.000,  60.000,   0.000,   0.000,   0.000,    1,   0.000
18:23:56:635, 777716189805331,    8.417,   49.000, 3400,  26.435, 202.699,  56.305,  24.645, 187.250,  52.014, 71,  0,   1.131,   8.862,   2.462,   0.005,   0.093,   0.026,  45.000,  60.000,   0.000,   0.000,   0.000,    1,   0.000
18:23:56:744, 777716496804939,    8.526,   55.000, 3400,  26.359, 205.581,  57.106,  24.274, 189.904,  52.751, 70,  0,   1.266,   9.001,   2.500,   0.005,   0.094,   0.026,  45.000,  60.000,   0.000,   0.000,   0.000,    1,   0.000
18:23:56:853, 777716804141973,    8.636,   68.000, 3400,  26.221, 208.450,  57.903,  24.293, 192.563,  53.490, 69,  0,   1.405,   9.154,   2.543,   0.039,   0.098,   0.027,  45.000,  60.000,   0.000,   0.000,   0.000,    4,   0.546
18:23:56:963, 777717111013697,    8.745,   56.000, 3400,  25.135, 211.197,  58.666,  23.306, 195.110,  54.197, 72,  0,   1.185,   9.284,   2.579,   0.006,   0.098,   0.027,  45.000,  60.000,   0.000,   0.000,   0.000,  160,   0.000
18:23:57:072, 777717417981158,    8.854,   49.000, 3400,  26.041, 214.044,  59.457,  24.058, 197.740,  54.928, 71,  0,   1.044,   9.398,   2.611,   0.006,   0.099,   0.027,  45.000,  60.000,   0.000,   0.000,   0.000,    1,   0.000
18:23:57:181, 777717725088102,    8.964,   49.000, 3400,  26.851, 216.981,  60.272,  25.055, 200.480,  55.689, 70,  0,   1.126,   9.521,   2.645,   0.008,   0.100,   0.028,  45.000,  60.000,   0.000,   0.000,   0.000,    1,   0.000
18:23:57:291, 777718032150832,    9.073,   50.000, 3400,  26.483, 219.877,  61.077,  24.702, 203.181,  56.439, 68,  0,   1.146,   9.647,   2.680,   0.010,   0.101,   0.028,  45.000,  60.000,   0.000,   0.000,   0.000,    1,   0.000
