System Time,RDTSC,Elapsed Time (sec), CPU Utilization(%),CPU Frequency_0(MHz),Processor Power_0(Watt),Cumulative Processor Energy_0(Joules),Cumulative Processor Energy_0(mWh),IA Power_0(Watt),Cumulative IA Energy_0(Joules),Cumulative IA Energy_0(mWh),Package Temperature_0(C),Package Hot_0,DRAM Power_0(Watt),Cumulative DRAM Energy_0(Joules),Cumulative DRAM Energy_0(mWh),GT Power_0(Watt),Cumulative GT Energy_0(Joules),Cumulative GT Energy_0(mWh),Package PL1_0(Watt),Package PL2_0(Watt),Package PL4_0(Watt),Platform PsysPL1_0(Watt),Platform PsysPL2_0(Watt),GT Frequency(MHz),GT Utilization(%)
17:50:13:334, 772034753397695,    0.109,   13.000, 3500,  14.018,   1.525,   0.424,  12.397,   1.349,   0.375, 63,  0,   0.476,   0.052,   0.014,   0.026,   0.003,   0.001,  45.000,  60.000,   0.000,   0.000,   0.000,   29,   4.186
17:50:13:443, 772035060314080,    0.218,   14.000, 3400,  14.572,   3.118,   0.866,  13.028,   2.773,   0.770, 65,  0,   0.495,   0.106,   0.029,   0.009,   0.004,   0.001,  45.000,  60.000,   0.000,   0.000,   0.000,    1,   0.000
17:50:13:553, 772035367387717,    0.327,   11.000, 3500,  14.137,   4.664,   1.296,  12.629,   4.154,   1.154, 66,  0,   0.416,   0.151,   0.042,   0.007,   0.005,   0.001,  45.000,  60.000,   0.000,   0.000,   0.000,    1,   0.000
17:50:13:662, 772035674500644,    0.437,   11.000, 3400,  14.520,   6.252,   1.737,  12.850,   5.559,   1.544, 66,  0,   0.464,   0.202,   0.056,   0.012,   0.006,   0.002,  45.000,  60.000,   0.000,   0.000,   0.000,    1,   0.000
17:50:13:771, 772035981623164,    0.546,   12.000, 3600,  14.699,   7.860,   2.183,  13.198,   7.003,   1.945, 70,  0,   0.382,   0.244,   0.068,   0.013,   0.007,   0.002,  45.000,  60.000,   0.000,   0.000,   0.000,    1,   0.000
17:50:13:881, 772036288655996,    0.656,   12.000, 3500,  14.637,   9.460,   2.628,  13.155,   8.441,   2.345, 72,  0,   0.334,   0.280,   0.078,   0.008,   0.008,   0.002,  45.000,  60.000,   0.000,   0.000,   0.000,    1,   0.000
17:50:13:990, 772036595646281,    0.765,   14.000, 3600,  14.931,  11.093,   3.081,  13.202,   9.885,   2.746, 68,  0,   0.485,   0.333,   0.093,   0.043,   0.013,   0.004,  45.000,  60.000,   0.000,   0.000,   0.000,    5,   0.791
17:50:14:100, 772036902686051,    0.874,   11.000, 3600,  13.211,  12.537,   3.483,  11.658,  11.159,   3.100, 68,  0,   0.516,   0.390,   0.108,   0.009,   0.014,   0.004,  45.000,  60.000,   0.000,   0.000,   0.000,    2,   0.000
17:50:14:209, 772037209653272,    0.984,   12.000, 3600,  14.593,  14.132,   3.926,  13.076,  12.589,   3.497, 68,  0,   0.372,   0.431,   0.120,   0.007,   0.015,   0.004,  45.000,  60.000,   0.000,   0.000,   0.000,    1,   0.000
17:50:14:318, 772037516693012,    1.093,   36.000, 3400,  21.610,  16.495,   4.582,  19.943,  14.770,   4.103, 66,  0,   0.522,   0.488,   0.135,   0.007,   0.015,   0.004,  45.000,  60.000,   0.000,   0.000,   0.000,    1,   0.000
