System Time,RDTSC,Elapsed Time (sec), CPU Utilization(%),CPU Frequency_0(MHz),Processor Power_0(Watt),Cumulative Processor Energy_0(Joules),Cumulative Processor Energy_0(mWh),IA Power_0(Watt),Cumulative IA Energy_0(Joules),Cumulative IA Energy_0(mWh),Package Temperature_0(C),Package Hot_0,DRAM Power_0(Watt),Cumulative DRAM Energy_0(Joules),Cumulative DRAM Energy_0(mWh),GT Power_0(Watt),Cumulative GT Energy_0(Joules),Cumulative GT Energy_0(mWh),Package PL1_0(Watt),Package PL2_0(Watt),Package PL4_0(Watt),Platform PsysPL1_0(Watt),Platform PsysPL2_0(Watt),GT Frequency(MHz),GT Utilization(%)
17:52:49:248, 772472559810995,    0.097,   25.000, 3400,  16.866,   1.644,   0.457,  15.022,   1.464,   0.407, 63,  0,   0.738,   0.072,   0.020,   0.063,   0.006,   0.002,  45.000,  60.000,   0.000,   0.000,   0.000,   30,   4.616
17:52:49:357, 772472866633222,    0.207,   27.000, 3500,  18.142,   3.626,   1.007,  16.469,   3.264,   0.907, 67,  0,   0.789,   0.158,   0.044,   0.006,   0.007,   0.002,  45.000,  60.000,   0.000,   0.000,   0.000,    1,   0.000
17:52:49:466, 772473173859080,    0.316,   24.000, 3400,  16.497,   5.431,   1.509,  14.869,   4.891,   1.358, 65,  0,   0.682,   0.233,   0.065,   0.006,   0.007,   0.002,  45.000,  60.000,   0.000,   0.000,   0.000,    1,   0.000
17:52:49:576, 772473480949638,    0.426,   24.000, 3500,  17.326,   7.326,   2.035,  15.532,   6.589,   1.830, 71,  0,   0.739,   0.314,   0.087,   0.005,   0.008,   0.002,  45.000,  60.000,   0.000,   0.000,   0.000,    1,   0.000
17:52:49:685, 772473787863721,    0.535,   24.000, 3400,  16.963,   9.180,   2.550,  15.330,   8.265,   2.296, 61,  0,   0.694,   0.389,   0.108,   0.005,   0.009,   0.002,  45.000,  60.000,   0.000,   0.000,   0.000,    1,   0.000
17:52:49:795, 772474094878170,    0.644,   24.000, 3500,  17.289,  11.070,   3.075,  15.666,   9.978,   2.772, 70,  0,   0.627,   0.458,   0.127,   0.007,   0.009,   0.003,  45.000,  60.000,   0.000,   0.000,   0.000,    1,   0.000
17:52:49:904, 772474401987129,    0.754,   24.000, 3500,  16.806,  12.908,   3.586,  15.020,  11.620,   3.228, 68,  0,   0.691,   0.534,   0.148,   0.006,   0.010,   0.003,  45.000,  60.000,   0.000,   0.000,   0.000,    1,   0.000
17:52:50:013, 772474709035077,    0.863,   23.000, 3500,  16.489,  14.711,   4.087,  14.855,  13.245,   3.679, 69,  0,   0.680,   0.608,   0.169,   0.004,   0.010,   0.003,  45.000,  60.000,   0.000,   0.000,   0.000,    1,   0.000
17:52:50:123, 772475016166667,    0.972,   27.000, 3400,  17.861,  16.665,   4.629,  16.009,  14.996,   4.165, 71,  0,   0.791,   0.695,   0.193,   0.046,   0.015,   0.004,  45.000,  60.000,   0.000,   0.000,   0.000,    5,   0.848
17:52:50:232, 772475323078446,    1.082,   32.000, 3400,  18.925,  18.733,   5.204,  17.267,  16.883,   4.690, 64,  0,   0.754,   0.777,   0.216,   0.008,   0.016,   0.005,  45.000,  60.000,   0.000,   0.000,   0.000,    1,   0.000
