System Time,RDTSC,Elapsed Time (sec), CPU Utilization(%),CPU Frequency_0(MHz),Processor Power_0(Watt),Cumulative Processor Energy_0(Joules),Cumulative Processor Energy_0(mWh),IA Power_0(Watt),Cumulative IA Energy_0(Joules),Cumulative IA Energy_0(mWh),Package Temperature_0(C),Package Hot_0,DRAM Power_0(Watt),Cumulative DRAM Energy_0(Joules),Cumulative DRAM Energy_0(mWh),GT Power_0(Watt),Cumulative GT Energy_0(Joules),Cumulative GT Energy_0(mWh),Package PL1_0(Watt),Package PL2_0(Watt),Package PL4_0(Watt),Platform PsysPL1_0(Watt),Platform PsysPL2_0(Watt),GT Frequency(MHz),GT Utilization(%)
18:25:24:348, 777962489028175,    0.112,   13.000, 3600,  14.640,   1.640,   0.456,  13.027,   1.460,   0.405, 70,  0,   0.471,   0.053,   0.015,   0.039,   0.004,   0.001,  45.000,  60.000,   0.000,   0.000,   0.000,   26,   3.644
18:25:24:457, 777962795964846,    0.221,   11.000, 3600,  14.440,   3.219,   0.894,  12.771,   2.856,   0.793, 68,  0,   0.436,   0.100,   0.028,   0.006,   0.005,   0.001,  45.000,  60.000,   0.000,   0.000,   0.000,    1,   0.000
18:25:24:567, 777963103020500,    0.331,   12.000, 3600,  14.796,   4.837,   1.343,  13.284,   4.308,   1.197, 75,  0,   0.418,   0.146,   0.041,   0.003,   0.005,   0.001,  45.000,  60.000,   0.000,   0.000,   0.000,    1,   0.000
18:25:24:676, 777963410062144,    0.440,   12.000, 3600,  14.392,   6.410,   1.781,  12.827,   5.711,   1.586, 70,  0,   0.453,   0.196,   0.054,   0.011,   0.007,   0.002,  45.000,  60.000,   0.000,   0.000,   0.000,    1,   0.000
18:25:24:785, 777963717138328,    0.549,   12.000, 3600,  15.054,   8.057,   2.238,  13.406,   7.177,   1.994, 74,  0,   0.397,   0.239,   0.066,   0.006,   0.007,   0.002,  45.000,  60.000,   0.000,   0.000,   0.000,    1,   0.000
18:25:24:910, 777964081205480,    0.679,   24.000, 3600,  15.218,  10.030,   2.786,  13.745,   8.959,   2.489, 71,  0,   0.386,   0.289,   0.080,   0.017,   0.010,   0.003,  45.000,  60.000,   0.000,   0.000,   0.000,    1,   0.209
18:25:25:004, 777964331181695,    0.768,   12.000, 3600,  14.624,  11.331,   3.148,  12.962,  10.113,   2.809, 73,  0,   0.462,   0.330,   0.092,   0.015,   0.011,   0.003,  45.000,  60.000,   0.000,   0.000,   0.000,   21,   1.818
18:25:25:113, 777964638386819,    0.877,   12.000, 3600,  13.673,  12.827,   3.563,  11.982,  11.424,   3.173, 73,  0,   0.513,   0.386,   0.107,   0.009,   0.012,   0.003,  45.000,  60.000,   0.000,   0.000,   0.000,    1,   0.000
18:25:25:223, 777964945333846,    0.987,   12.000, 3400,  14.705,  14.435,   4.010,  13.144,  12.860,   3.572, 74,  0,   0.381,   0.428,   0.119,   0.008,   0.013,   0.004,  45.000,  60.000,   0.000,   0.000,   0.000,    1,   0.000
18:25:25:332, 777965252289631,    1.096,   36.000, 3400,  21.748,  16.812,   4.670,  20.314,  15.081,   4.189, 70,  0,   0.425,   0.474,   0.132,   0.004,   0.013,   0.004,  45.000,  60.000,   0.000,   0.000,   0.000,    1,   0.000
18:25:25:441, 777965559295906,    1.205,   49.000, 3400,  25.840,  19.637,   5.455,  24.107,  17.717,   4.921, 75,  0,   0.351,   0.513,   0.142,   0.011,   0.014,   0.004,  45.000,  60.000,   0.000,   0.000,   0.000,    1,   0.000
18:25:25:551, 777965866380420,    1.315,   49.000, 3400,  24.064,  22.269,   6.186,  22.615,  20.190,   5.608, 68,  0,   0.336,   0.549,   0.153,   0.004,   0.015,   0.004,  45.000,  60.000,   0.000,   0.000,   0.000,    1,   0.000
18:25:25:660, 777966173285309,    1.424,   49.000, 3400,  27.808,  25.308,   7.030,  26.324,  23.067,   6.408, 73,  0,   0.368,   0.590,   0.164,   0.004,   0.015,   0.004,  45.000,  60.000,   0.000,   0.000,   0.000,    1,   0.000
18:25:25:770, 777966480309284,    1.533,   50.000, 3400,  27.459,  28.311,   7.864,  25.717,  25.879,   7.189, 73,  0,   0.376,   0.631,   0.175,   0.006,   0.016,   0.004,  45.000,  60.000,   0.000,   0.000,   0.000,    1,   0.000
18:25:25:879, 777966787375128,    1.643,   49.000, 3400,  27.843,  31.355,   8.710,  26.360,  28.761,   7.989, 75,  0,   0.354,   0.670,   0.186,   0.005,   0.016,   0.005,  45.000,  60.000,   0.000,   0.000,   0.000,    1,   0.000
18:25:25:988, 777967094476409,    1.752,   54.000, 3400,  27.732,  34.388,   9.552,  25.914,  31.596,   8.777, 75,  0,   0.459,   0.720,   0.200,   0.037,   0.021,   0.006,  45.000,  60.000,   0.000,   0.000,   0.000,    4,   0.587
18:25:26:098, 777967401427515,    1.861,   49.000, 3400,  25.375,  37.162,  10.323,  23.879,  34.206,   9.502, 74,  0,   0.346,   0.758,   0.210,   0.008,   0.021,   0.006,  45.000,  60.000,   0.000,   0.000,   0.000,    3,   0.000
