System Time,RDTSC,Elapsed Time (sec), CPU Utilization(%),CPU Frequency_0(MHz),Processor Power_0(Watt),Cumulative Processor Energy_0(Joules),Cumulative Processor Energy_0(mWh),IA Power_0(Watt),Cumulative IA Energy_0(Joules),Cumulative IA Energy_0(mWh),Package Temperature_0(C),Package Hot_0,DRAM Power_0(Watt),Cumulative DRAM Energy_0(Joules),Cumulative DRAM Energy_0(mWh),GT Power_0(Watt),Cumulative GT Energy_0(Joules),Cumulative GT Energy_0(mWh),Package PL1_0(Watt),Package PL2_0(Watt),Package PL4_0(Watt),Platform PsysPL1_0(Watt),Platform PsysPL2_0(Watt),GT Frequency(MHz),GT Utilization(%)
17:48:52:332, 771807299331526,    0.112,   13.000, 3600,  14.183,   1.590,   0.442,  12.568,   1.409,   0.391, 64,  0,   0.483,   0.054,   0.015,   0.056,   0.006,   0.002,  45.000,  60.000,   0.000,   0.000,   0.000,   65,   6.444
17:48:52:441, 771807606698288,    0.222,   11.000, 3500,  14.109,   3.135,   0.871,  12.603,   2.789,   0.775, 65,  0,   0.422,   0.100,   0.028,   0.007,   0.007,   0.002,  45.000,  60.000,   0.000,   0.000,   0.000,    1,   0.000
17:48:52:551, 771807913422620,    0.331,   11.000, 3600,  14.184,   4.684,   1.301,  12.516,   4.156,   1.154, 67,  0,   0.406,   0.145,   0.040,   0.013,   0.008,   0.002,  45.000,  60.000,   0.000,   0.000,   0.000,    1,   0.000
17:48:52:660, 771808220455205,    0.440,   11.000, 3600,  14.425,   6.261,   1.739,  12.894,   5.566,   1.546, 68,  0,   0.460,   0.195,   0.054,   0.009,   0.010,   0.003,  45.000,  60.000,   0.000,   0.000,   0.000,    1,   0.000
17:48:52:769, 771808527518332,    0.550,   11.000, 3600,  14.531,   7.850,   2.181,  13.017,   6.989,   1.941, 73,  0,   0.400,   0.239,   0.066,   0.009,   0.011,   0.003,  45.000,  60.000,   0.000,   0.000,   0.000,    1,   0.000
17:48:52:879, 771808834644068,    0.659,   12.000, 3500,  14.589,   9.446,   2.624,  12.964,   8.407,   2.335, 69,  0,   0.330,   0.275,   0.076,   0.006,   0.011,   0.003,  45.000,  60.000,   0.000,   0.000,   0.000,    1,   0.000
17:48:52:988, 771809141551464,    0.768,   17.000, 3500,  15.698,  11.162,   3.100,  14.076,   9.946,   2.763, 66,  0,   0.580,   0.338,   0.094,   0.059,   0.018,   0.005,  45.000,  60.000,   0.000,   0.000,   0.000,    6,   1.047
17:48:53:097, 771809448584394,    0.878,   11.000, 3600,  13.617,  12.651,   3.514,  12.087,  11.267,   3.130, 67,  0,   0.390,   0.381,   0.106,   0.015,   0.019,   0.005,  45.000,  60.000,   0.000,   0.000,   0.000,    1,   0.000
17:48:53:207, 771809755873161,    0.987,   12.000, 3600,  13.937,  14.176,   3.938,  12.287,  12.612,   3.503, 71,  0,   0.477,   0.433,   0.120,   0.006,   0.020,   0.006,  45.000,  60.000,   0.000,   0.000,   0.000,    1,   0.000
17:48:53:327, 771810093279199,    1.107,   23.000, 3400,  14.712,  15.944,   4.429,  13.187,  14.196,   3.943, 61,  0,   0.455,   0.488,   0.135,   0.006,   0.021,   0.006,  45.000,  60.000,   0.000,   0.000,   0.000,    1,   0.000
17:48:53:436, 771810400187265,    1.216,   49.000, 3400,  26.050,  18.791,   5.220,  24.522,  16.877,   4.688, 68,  0,   0.500,   0.542,   0.151,   0.009,   0.022,   0.006,  45.000,  60.000,   0.000,   0.000,   0.000,    1,   0.000
17:48:53:538, 771810686292260,    1.318,   53.000, 3400,  26.700,  21.511,   5.975,  25.071,  19.431,   5.398, 67,  0,   0.535,   0.597,   0.166,   0.007,   0.022,   0.006,  45.000,  60.000,   0.000,   0.000,   0.000,    1,   0.000
17:48:53:648, 771810993348725,    1.428,   49.000, 3400,  26.316,  24.389,   6.775,  24.813,  22.144,   6.151, 70,  0,   0.469,   0.648,   0.180,   0.006,   0.023,   0.006,  45.000,  60.000,   0.000,   0.000,   0.000,    1,   0.000
17:48:53:757, 771811300340054,    1.537,   49.000, 3400,  24.472,  27.064,   7.518,  22.693,  24.625,   6.840, 70,  0,   0.450,   0.697,   0.194,   0.012,   0.024,   0.007,  45.000,  60.000,   0.000,   0.000,   0.000,    1,   0.000
