System Time,RDTSC,Elapsed Time (sec), CPU Utilization(%),CPU Frequency_0(MHz),Processor Power_0(Watt),Cumulative Processor Energy_0(Joules),Cumulative Processor Energy_0(mWh),IA Power_0(Watt),Cumulative IA Energy_0(Joules),Cumulative IA Energy_0(mWh),Package Temperature_0(C),Package Hot_0,DRAM Power_0(Watt),Cumulative DRAM Energy_0(Joules),Cumulative DRAM Energy_0(mWh),GT Power_0(Watt),Cumulative GT Energy_0(Joules),Cumulative GT Energy_0(mWh),Package PL1_0(Watt),Package PL2_0(Watt),Package PL4_0(Watt),Platform PsysPL1_0(Watt),Platform PsysPL2_0(Watt),GT Frequency(MHz),GT Utilization(%)
18:20:21:350, 777111668449022,    0.106,   15.000, 3400,  15.153,   1.613,   0.448,  13.528,   1.440,   0.400, 68,  0,   0.517,   0.055,   0.015,   0.076,   0.008,   0.002,  45.000,  60.000,   0.000,   0.000,   0.000,   24,   2.869
18:20:21:459, 777111975481158,    0.216,   12.000, 3400,  14.645,   3.214,   0.893,  12.977,   2.859,   0.794, 69,  0,   0.451,   0.104,   0.029,   0.004,   0.009,   0.002,  45.000,  60.000,   0.000,   0.000,   0.000,    2,   0.000
18:20:21:568, 777112282561736,    0.325,   12.000, 3400,  14.571,   4.807,   1.335,  13.042,   4.285,   1.190, 72,  0,   0.403,   0.148,   0.041,   0.012,   0.010,   0.003,  45.000,  60.000,   0.000,   0.000,   0.000,    1,   0.000
18:20:21:678, 777112589559400,    0.434,   12.000, 3400,  14.766,   6.422,   1.784,  13.202,   5.728,   1.591, 72,  0,   0.481,   0.201,   0.056,   0.008,   0.011,   0.003,  45.000,  60.000,   0.000,   0.000,   0.000,    1,   0.000
18:20:21:787, 777112896783087,    0.544,   12.000, 3500,  14.898,   8.052,   2.237,  13.265,   7.180,   1.994, 75,  0,   0.394,   0.244,   0.068,   0.003,   0.011,   0.003,  45.000,  60.000,   0.000,   0.000,   0.000,    1,   0.000
18:20:21:896, 777113203821410,    0.653,   12.000, 3400,  14.420,   9.629,   2.675,  12.927,   8.593,   2.387, 76,  0,   0.334,   0.281,   0.078,   0.006,   0.012,   0.003,  45.000,  60.000,   0.000,   0.000,   0.000,    1,   0.000
18:20:22:006, 777113510693124,    0.763,   12.000, 3400,  14.470,  11.210,   3.114,  12.896,  10.003,   2.778, 73,  0,   0.422,   0.327,   0.091,   0.003,   0.012,   0.003,  45.000,  60.000,   0.000,   0.000,   0.000,    1,   0.000
18:20:22:115, 777113817893516,    0.872,   12.000, 3400,  13.925,  12.733,   3.537,  12.250,  11.343,   3.151, 70,  0,   0.523,   0.384,   0.107,   0.006,   0.013,   0.004,  45.000,  60.000,   0.000,   0.000,   0.000,    1,   0.000
18:20:22:224, 777114124875843,    0.981,   12.000, 3500,  14.608,  14.330,   3.981,  13.083,  12.773,   3.548, 72,  0,   0.381,   0.426,   0.118,   0.007,   0.014,   0.004,  45.000,  60.000,   0.000,   0.000,   0.000,    1,   0.000
18:20:22:334, 777114431863027,    1.091,   55.000, 3400,  22.249,  16.763,   4.656,  20.668,  15.033,   4.176, 66,  0,   0.641,   0.496,   0.138,   0.040,   0.018,   0.005,  45.000,  60.000,   0.000,   0.000,   0.000,    4,   0.584
18:20:22:443, 777114738921934,    1.200,   49.000, 3400,  28.363,  19.864,   5.518,  26.537,  17.934,   4.982, 70,  0,   0.718,   0.574,   0.160,   0.011,   0.019,   0.005,  45.000,  60.000,   0.000,   0.000,   0.000,    7,   0.000
18:20:22:552, 777115045896926,    1.309,   53.000, 3400,  25.461,  22.648,   6.291,  23.827,  20.539,   5.705, 72,  0,   0.701,   0.651,   0.181,   0.006,   0.020,   0.005,  45.000,  60.000,   0.000,   0.000,   0.000,    1,   0.000
18:20:22:662, 777115352959985,    1.419,   50.000, 3400,  27.062,  25.607,   7.113,  25.440,  23.321,   6.478, 72,  0,   0.723,   0.730,   0.203,   0.010,   0.021,   0.006,  45.000,  60.000,   0.000,   0.000,   0.000,    1,   0.000
18:20:22:771, 777115660045321,    1.528,   49.000, 3400,  29.004,  28.779,   7.994,  27.130,  26.288,   7.302, 69,  0,   0.702,   0.807,   0.224,   0.007,   0.022,   0.006,  45.000,  60.000,   0.000,   0.000,   0.000,    1,   0.000
18:20:22:880, 777115967156986,    1.637,   49.000, 3400,  28.567,  31.903,   8.862,  26.949,  29.236,   8.121, 73,  0,   0.689,   0.882,   0.245,   0.009,   0.023,   0.006,  45.000,  60.000,   0.000,   0.000,   0.000,    1,   0.000
