System Time,RDTSC,Elapsed Time (sec), CPU Utilization(%),CPU Frequency_0(MHz),Processor Power_0(Watt),Cumulative Processor Energy_0(Joules),Cumulative Processor Energy_0(mWh),IA Power_0(Watt),Cumulative IA Energy_0(Joules),Cumulative IA Energy_0(mWh),Package Temperature_0(C),Package Hot_0,DRAM Power_0(Watt),Cumulative DRAM Energy_0(Joules),Cumulative DRAM Energy_0(mWh),GT Power_0(Watt),Cumulative GT Energy_0(Joules),Cumulative GT Energy_0(mWh),Package PL1_0(Watt),Package PL2_0(Watt),Package PL4_0(Watt),Platform PsysPL1_0(Watt),Platform PsysPL2_0(Watt),GT Frequency(MHz),GT Utilization(%)
00:14:43:389, 47101757978507,    0.178,   14.000, 3700,  19.699,   3.506,   0.974,  18.452,   3.284,   0.912, 75,  0,   0.682,   0.121,   0.034,   0.118,   0.021,   0.006,  30.000,  44.000,  71.000,   0.000,   0.000,   21,   1.286
00:14:43:490, 47101939667158,    0.279,   12.000, 3700,  20.191,   5.544,   1.540,  19.089,   5.211,   1.448, 71,  0,   0.505,   0.172,   0.048,   0.034,   0.024,   0.007,  30.000,  44.000,  71.000,   0.000,   0.000,  752,   0.000
00:14:43:606, 47102147847119,    0.395,   18.000, 3800,  16.631,   7.468,   2.074,  15.781,   7.036,   1.955, 72,  0,   0.480,   0.228,   0.063,   0.009,   0.026,   0.007,  30.000,  44.000,  71.000,   0.000,   0.000,    3,   0.000
00:14:43:706, 47102329081399,    0.495,   12.000, 3800,  18.177,   9.298,   2.583,  17.031,   8.751,   2.431, 77,  0,   0.633,   0.292,   0.081,   0.067,   0.032,   0.009,  30.000,  44.000,  71.000,   0.000,   0.000,   10,   0.535
00:14:43:822, 47102537508650,    0.611,   11.000, 3800,  16.183,  11.172,   3.103,  15.170,  10.508,   2.919, 72,  0,   0.431,   0.342,   0.095,   0.016,   0.034,   0.009,  30.000,  44.000,  71.000,   0.000,   0.000,    4,   0.000
00:14:43:938, 47102746325470,    0.727,   11.000, 3800,  16.427,  13.078,   3.633,  15.375,  12.291,   3.414, 72,  0,   0.475,   0.397,   0.110,   0.013,   0.036,   0.010,  30.000,  44.000,  71.000,   0.000,   0.000,    3,   0.000
00:14:44:038, 47102925970488,    0.827,   11.000, 3800,  16.492,  14.724,   4.090,  15.529,  13.841,   3.845, 72,  0,   0.464,   0.443,   0.123,   0.015,   0.037,   0.010,  30.000,  44.000,  71.000,   0.000,   0.000,    3,   0.000
00:14:44:154, 47103134713939,    0.943,   14.000, 3700,  17.034,  16.699,   4.639,  15.899,  15.685,   4.357, 75,  0,   0.638,   0.517,   0.144,   0.011,   0.038,   0.011,  30.000,  44.000,  71.000,   0.000,   0.000,    3,   0.000
00:14:44:254, 47103315249998,    1.043,   13.000, 3700,  18.837,  18.588,   5.163,  17.900,  17.480,   4.856, 71,  0,   0.552,   0.572,   0.159,   0.013,   0.040,   0.011,  30.000,  44.000,  71.000,   0.000,   0.000,    3,   0.000
00:14:44:377, 47103535499249,    1.166,   15.000, 3700,  25.897,  21.757,   6.044,  25.127,  20.555,   5.710, 70,  0,   0.409,   0.622,   0.173,   0.012,   0.041,   0.011,  30.000,  44.000,  71.000,   0.000,   0.000,    4,   0.000
00:14:44:493, 47103744016214,    1.281,   18.000, 3700,  33.890,  25.683,   7.134,  32.805,  24.355,   6.765, 70,  0,   0.376,   0.666,   0.185,   0.025,   0.044,   0.012,  30.000,  44.000,  71.000,   0.000,   0.000,    5,   0.061
00:14:44:609, 47103952600202,    1.397,   24.000, 3700,  34.733,  29.708,   8.252,  33.813,  28.273,   7.854, 72,  0,   0.366,   0.708,   0.197,   0.015,   0.046,   0.013,  30.000,  44.000,  71.000,   0.000,   0.000,    7,   0.305
00:14:44:709, 47104133038699,    1.497,   18.000, 3700,  34.378,  33.154,   9.209,  33.343,  31.616,   8.782, 69,  0,   0.404,   0.749,   0.208,   0.085,   0.054,   0.015,  30.000,  44.000,  71.000,   0.000,   0.000,  621,   0.000
00:14:44:825, 47104341507837,    1.613,   17.000, 3700,  32.149,  36.877,  10.244,  31.091,  35.217,   9.782, 73,  0,   0.331,   0.787,   0.219,   0.016,   0.056,   0.016,  30.000,  44.000,  71.000,   0.000,   0.000,    4,   0.000
00:14:44:925, 47104522002474,    1.714,   18.000, 3700,  34.188,  40.306,  11.196,  33.160,  38.542,  10.706, 70,  0,   0.347,   0.822,   0.228,   0.027,   0.059,   0.016,  30.000,  44.000,  71.000,   0.000,   0.000,    4,   0.000
00:14:45:041, 47104730560486,    1.829,   18.000, 3700,  32.188,  44.035,  12.232,  31.362,  42.176,  11.715, 71,  0,   0.365,   0.864,   0.240,   0.026,   0.062,   0.017,  30.000,  44.000,  71.000,   0.000,   0.000,  523,   0.000
00:14:45:157, 47104939099587,    1.945,   18.000, 3700,  33.309,  47.894,  13.304,  32.335,  45.922,  12.756, 72,  0,   0.347,   0.904,   0.251,   0.017,   0.064,   0.018,  30.000,  44.000,  71.000,   0.000,   0.000,    4,   0.000
00:14:45:257, 47105119503904,    2.046,   18.000, 3700,  33.534,  51.255,  14.237,  32.723,  49.201,  13.667, 71,  0,   0.357,   0.940,   0.261,   0.016,   0.066,   0.018,  30.000,  44.000,  71.000,   0.000,   0.000,    4,   0.000
00:14:45:379, 47105339825373,    2.168,   18.000, 3700,  33.930,  55.408,  15.391,  32.817,  53.218,  14.783, 71,  0,   0.337,   0.981,   0.273,   0.012,   0.067,   0.019,  30.000,  44.000,  71.000,   0.000,   0.000,    4,   0.000
00:14:45:495, 47105548337196,    2.284,   18.000, 3700,  34.259,  59.376,  16.493,  33.256,  57.071,  15.853, 72,  0,   0.344,   1.021,   0.284,   0.005,   0.068,   0.019,  30.000,  44.000,  71.000,   0.000,   0.000,    3,   0.000
00:14:45:611, 47105756914491,    2.400,   23.000, 3700,  33.776,  63.290,  17.581,  32.948,  60.888,  16.913, 70,  0,   0.356,   1.063,   0.295,   0.015,   0.069,   0.019,  30.000,  44.000,  71.000,   0.000,   0.000,    4,   0.181
00:14:45:711, 47105937352682,    2.500,   18.000, 3700,  33.434,  66.642,  18.512,  32.340,  64.130,  17.814, 71,  0,   0.366,   1.099,   0.305,   0.014,   0.071,   0.020,  30.000,  44.000,  71.000,   0.000,   0.000,    6,   0.000
00:14:45:827, 47106145934239,    2.616,   18.000, 3700,  34.797,  70.674,  19.632,  33.826,  68.050,  18.903, 70,  0,   0.339,   1.138,   0.316,   0.025,   0.074,   0.020,  30.000,  44.000,  71.000,   0.000,   0.000,  782,   0.000
00:14:45:927, 47106326457174,    2.716,   17.000, 3700,  34.560,  74.140,  20.594,  33.808,  71.441,  19.845, 73,  0,   0.332,   1.172,   0.325,   0.007,   0.074,   0.021,  30.000,  44.000,  71.000,   0.000,   0.000,    3,   0.000
00:14:46:043, 47106535353536,    2.832,   18.000, 3700,  34.848,  78.184,  21.718,  33.856,  75.370,  20.936, 74,  0,   0.334,   1.211,   0.336,   0.016,   0.076,   0.021,  30.000,  44.000,  71.000,   0.000,   0.000,    3,   0.000
00:14:46:143, 47106715276319,    2.932,   18.000, 3700,  37.185,  81.901,  22.750,  36.281,  78.996,  21.943, 73,  0,   0.338,   1.244,   0.346,   0.031,   0.079,   0.022,  30.000,  44.000,  71.000,   0.000,   0.000,  756,   0.000
00:14:46:259, 47106923795428,    3.048,   19.000, 3700,  37.408,  86.235,  23.954,  36.328,  83.205,  23.112, 76,  0,   0.356,   1.286,   0.357,   0.012,   0.081,   0.022,  30.000,  44.000,  71.000,   0.000,   0.000,    4,   0.000
00:14:46:382, 47107144146452,    3.170,   18.000, 3700,  32.014,  90.154,  25.043,  31.256,  87.031,  24.175, 70,  0,   0.339,   1.327,   0.369,   0.018,   0.083,   0.023,  30.000,  44.000,  71.000,   0.000,   0.000,    4,   0.000
00:14:46:498, 47107352624574,    3.286,   18.000, 3700,  33.416,  94.024,  26.118,  32.428,  90.787,  25.219, 73,  0,   0.382,   1.371,   0.381,   0.012,   0.084,   0.023,  30.000,  44.000,  71.000,   0.000,   0.000,    3,   0.000
00:14:46:598, 47107545465632,    3.393,   25.000, 3800,  30.800,  97.324,  27.034,  29.440,  93.941,  26.095, 70,  0,   0.640,   1.440,   0.400,   0.148,   0.100,   0.028,  30.000,  44.000,  71.000,   0.000,   0.000,   12,   0.696
00:14:46:682, 47107710066112,    3.485,   15.000, 3700,  16.254,  98.810,  27.447,  14.427,  95.260,  26.461, 72,  0,   1.475,   1.575,   0.437,   0.082,   0.108,   0.030,  30.000,  44.000,  71.000,   0.000,   0.000,   69,   3.464

Total Elapsed Time (sec) = 3.484708
Measured RDTSC Frequency (GHz) = 1.800

Cumulative Processor Energy_0 (Joules) = 98.810059
Cumulative Processor Energy_0 (mWh) = 27.447238
Average Processor Power_0 (Watt) = 28.355330

Cumulative IA Energy_0 (Joules) = 95.260010
Cumulative IA Energy_0 (mWh) = 26.461114
Average IA Power_0 (Watt) = 27.336579

Cumulative DRAM Energy_0 (Joules) = 1.574829
Cumulative DRAM Energy_0 (mWh) = 0.437453
Average DRAM Power_0 (Watt) = 0.451926

Cumulative GT Energy_0 (Joules) = 0.107849
Cumulative GT Energy_0 (mWh) = 0.029958
Average GT Power_0 (Watt) = 0.030949
