System Time,RDTSC,Elapsed Time (sec), CPU Utilization(%),CPU Frequency_0(MHz),Processor Power_0(Watt),Cumulative Processor Energy_0(Joules),Cumulative Processor Energy_0(mWh),IA Power_0(Watt),Cumulative IA Energy_0(Joules),Cumulative IA Energy_0(mWh),Package Temperature_0(C),Package Hot_0,DRAM Power_0(Watt),Cumulative DRAM Energy_0(Joules),Cumulative DRAM Energy_0(mWh),GT Power_0(Watt),Cumulative GT Energy_0(Joules),Cumulative GT Energy_0(mWh),Package PL1_0(Watt),Package PL2_0(Watt),Package PL4_0(Watt),Platform PsysPL1_0(Watt),Platform PsysPL2_0(Watt),GT Frequency(MHz),GT Utilization(%)
00:29:48:404, 48730784765643,    0.177,   14.000, 3700,  18.730,   3.308,   0.919,  17.671,   3.121,   0.867, 68,  0,   0.651,   0.115,   0.032,   0.101,   0.018,   0.005,  30.000,  44.000,  71.000,   0.000,   0.000,   37,   2.351
00:29:48:517, 48730989425091,    0.290,   12.000, 3700,  16.757,   5.214,   1.448,  15.914,   4.931,   1.370, 67,  0,   0.492,   0.171,   0.047,   0.020,   0.020,   0.006,  30.000,  44.000,  71.000,   0.000,   0.000,    4,   0.000
00:29:48:628, 48731188179402,    0.401,   13.000, 3800,  17.452,   7.141,   1.983,  16.530,   6.756,   1.877, 71,  0,   0.703,   0.249,   0.069,   0.008,   0.021,   0.006,  30.000,  44.000,  71.000,   0.000,   0.000,    3,   0.000
00:29:48:744, 48731396912160,    0.517,   16.000, 3800,  16.946,   9.106,   2.529,  15.991,   8.610,   2.392, 71,  0,   0.648,   0.324,   0.090,   0.062,   0.028,   0.008,  30.000,  44.000,  71.000,   0.000,   0.000,    8,   0.383
00:29:48:853, 48731594020560,    0.626,   12.000, 3800,  16.124,  10.871,   3.020,  15.400,  10.297,   2.860, 66,  0,   0.458,   0.374,   0.104,   0.013,   0.030,   0.008,  30.000,  44.000,  71.000,   0.000,   0.000,   12,   0.000
00:29:48:962, 48731789409887,    0.735,   12.000, 3800,  16.241,  12.634,   3.510,  15.394,  11.968,   3.324, 67,  0,   0.464,   0.424,   0.118,   0.016,   0.031,   0.009,  30.000,  44.000,  71.000,   0.000,   0.000,    5,   0.000
00:29:49:070, 48731984528947,    0.843,   12.000, 3700,  16.328,  14.404,   4.001,  15.563,  13.655,   3.793, 67,  0,   0.466,   0.475,   0.132,   0.018,   0.033,   0.009,  30.000,  44.000,  71.000,   0.000,   0.000,    4,   0.000
00:29:49:182, 48732186740344,    0.956,   13.000, 3800,  15.691,  16.167,   4.491,  14.802,  15.318,   4.255, 74,  0,   0.391,   0.519,   0.144,   0.015,   0.035,   0.010,  30.000,  44.000,  71.000,   0.000,   0.000,    4,   0.000
00:29:49:284, 48732370194477,    1.057,   13.000, 3800,  17.044,  17.904,   4.973,  16.214,  16.970,   4.714, 63,  0,   0.573,   0.577,   0.160,   0.015,   0.036,   0.010,  30.000,  44.000,  71.000,   0.000,   0.000,    4,   0.000
00:29:49:397, 48732572109415,    1.170,   23.000, 3700,  20.858,  20.244,   5.623,  19.826,  19.194,   5.332, 64,  0,   1.040,   0.694,   0.193,   0.015,   0.038,   0.011,  30.000,  44.000,  71.000,   0.000,   0.000,    4,   0.000
00:29:49:513, 48732781567916,    1.286,   27.000, 3700,  24.762,  23.125,   6.424,  23.425,  21.920,   6.089, 66,  0,   1.486,   0.867,   0.241,   0.041,   0.043,   0.012,  30.000,  44.000,  71.000,   0.000,   0.000,  618,   0.000
00:29:49:627, 48732987126621,    1.400,   28.000, 3700,  25.980,  26.092,   7.248,  23.813,  24.639,   6.844, 67,  0,   1.493,   1.037,   0.288,   0.014,   0.045,   0.012,  30.000,  44.000,  71.000,   0.000,   0.000,    3,   0.000
00:29:49:744, 48733197822085,    1.517,   33.000, 3500,  28.802,  29.464,   8.184,  26.661,  27.760,   7.711, 70,  0,   1.571,   1.221,   0.339,   0.067,   0.052,   0.015,  30.000,  44.000,  71.000,   0.000,   0.000,   18,   0.774
00:29:49:846, 48733380917618,    1.619,   31.000, 3400,  26.698,  32.179,   8.939,  25.292,  30.333,   8.426, 70,  0,   1.639,   1.388,   0.386,   0.031,   0.056,   0.015,  30.000,  44.000,  71.000,   0.000,   0.000,    6,   0.000
00:29:49:958, 48733582178020,    1.731,   40.000, 3000,  29.273,  35.452,   9.848,  27.393,  33.395,   9.276, 70,  0,   1.962,   1.607,   0.446,   0.029,   0.059,   0.016,  30.000,  44.000,  71.000,   0.000,   0.000,    7,   0.000
00:29:50:078, 48733798570454,    1.851,   31.000, 3700,  24.265,  38.369,  10.658,  22.662,  36.120,  10.033, 67,  0,   1.661,   1.807,   0.502,   0.029,   0.062,   0.017,  30.000,  44.000,  71.000,   0.000,   0.000,  638,   0.000
00:29:50:193, 48734005884694,    1.966,   28.000, 3500,  26.212,  41.388,  11.497,  24.865,  38.984,  10.829, 65,  0,   1.486,   1.978,   0.549,   0.016,   0.064,   0.018,  30.000,  44.000,  71.000,   0.000,   0.000,    4,   0.000
