System Time,RDTSC,Elapsed Time (sec), CPU Utilization(%),CPU Frequency_0(MHz),Processor Power_0(Watt),Cumulative Processor Energy_0(Joules),Cumulative Processor Energy_0(mWh),IA Power_0(Watt),Cumulative IA Energy_0(Joules),Cumulative IA Energy_0(mWh),Package Temperature_0(C),Package Hot_0,DRAM Power_0(Watt),Cumulative DRAM Energy_0(Joules),Cumulative DRAM Energy_0(mWh),GT Power_0(Watt),Cumulative GT Energy_0(Joules),Cumulative GT Energy_0(mWh),Package PL1_0(Watt),Package PL2_0(Watt),Package PL4_0(Watt),Platform PsysPL1_0(Watt),Platform PsysPL2_0(Watt),GT Frequency(MHz),GT Utilization(%)
00:30:51:329, 48844051483747,    0.168,   15.000, 3700,  19.081,   3.204,   0.890,  18.036,   3.028,   0.841, 66,  0,   0.679,   0.114,   0.032,   0.120,   0.020,   0.006,  30.000,  44.000,  71.000,   0.000,   0.000,   45,   2.846
00:30:51:432, 48844236650953,    0.271,   11.000, 3700,  16.710,   4.923,   1.367,  16.044,   4.679,   1.300, 66,  0,   0.498,   0.165,   0.046,   0.020,   0.022,   0.006,  30.000,  44.000,  71.000,   0.000,   0.000,    5,   0.000
00:30:51:548, 48844445506749,    0.387,   12.000, 3700,  15.774,   6.753,   1.876,  14.861,   6.403,   1.779, 69,  0,   0.466,   0.219,   0.061,   0.014,   0.024,   0.007,  30.000,  44.000,  71.000,   0.000,   0.000,    3,   0.000
00:30:51:643, 48844615955789,    0.482,   12.000, 3700,  15.333,   8.205,   2.279,  14.528,   7.779,   2.161, 69,  0,   0.577,   0.274,   0.076,   0.020,   0.026,   0.007,  30.000,  44.000,  71.000,   0.000,   0.000,    3,   0.000
00:30:51:766, 48844837641931,    0.605,   11.000, 3700,  15.405,  10.102,   2.806,  14.572,   9.574,   2.659, 68,  0,   0.446,   0.329,   0.091,   0.013,   0.027,   0.008,  30.000,  44.000,  71.000,   0.000,   0.000,    4,   0.000
00:30:51:882, 48845045500949,    0.720,   11.000, 3700,  15.819,  11.929,   3.314,  15.002,  11.306,   3.141, 72,  0,   0.461,   0.382,   0.106,   0.016,   0.029,   0.008,  30.000,  44.000,  71.000,   0.000,   0.000,    3,   0.000
00:30:51:987, 48845235294439,    0.826,   23.000, 3800,  17.459,  13.770,   3.825,  16.710,  13.068,   3.630, 64,  0,   0.519,   0.437,   0.121,   0.071,   0.037,   0.010,  30.000,  44.000,  71.000,   0.000,   0.000,    6,   0.299
00:30:52:117, 48845468531490,    0.955,   12.000, 3700,  15.961,  15.838,   4.399,  15.026,  15.015,   4.171, 70,  0,   0.476,   0.498,   0.138,   0.021,   0.039,   0.011,  30.000,  44.000,  71.000,   0.000,   0.000,   50,   1.149
00:30:52:222, 48845657368271,    1.060,   15.000, 3700,  19.640,  17.899,   4.972,  18.626,  16.969,   4.714, 70,  0,   0.776,   0.580,   0.161,   0.013,   0.041,   0.011,  30.000,  44.000,  71.000,   0.000,   0.000,    3,   0.000
00:30:52:332, 48845855635154,    1.170,   23.000, 3700,  24.754,  20.625,   5.729,  24.073,  19.620,   5.450, 65,  0,   0.492,   0.634,   0.176,   0.024,   0.043,   0.012,  30.000,  44.000,  71.000,   0.000,   0.000,  604,   0.000
00:30:52:441, 48846051741903,    1.279,   25.000, 3700,  27.572,  23.629,   6.564,  25.976,  22.450,   6.236, 66,  0,   0.517,   0.690,   0.192,   0.013,   0.045,   0.012,  30.000,  44.000,  71.000,   0.000,   0.000,    3,   0.000
00:30:52:550, 48846247922364,    1.388,   25.000, 3700,  26.608,  26.529,   7.369,  25.618,  25.242,   7.012, 66,  0,   0.496,   0.744,   0.207,   0.015,   0.046,   0.013,  30.000,  44.000,  71.000,   0.000,   0.000,    3,   0.000
00:30:52:661, 48846448527506,    1.500,   25.000, 3700,  25.813,  29.406,   8.168,  25.149,  28.045,   7.790, 66,  0,   0.493,   0.799,   0.222,   0.018,   0.048,   0.013,  30.000,  44.000,  71.000,   0.000,   0.000,    5,   0.000
00:30:52:770, 48846644574722,    1.609,   25.000, 3700,  26.022,  32.240,   8.956,  25.187,  30.789,   8.552, 69,  0,   0.495,   0.853,   0.237,   0.020,   0.050,   0.014,  30.000,  44.000,  71.000,   0.000,   0.000,    4,   0.000
00:30:52:880, 48846842091569,    1.718,   25.000, 3700,  25.767,  35.068,   9.741,  24.777,  33.507,   9.308, 67,  0,   0.483,   0.906,   0.252,   0.037,   0.055,   0.015,  30.000,  44.000,  71.000,   0.000,   0.000,  666,   0.000
00:30:52:990, 48847041224198,    1.829,   37.000, 3700,  27.476,  38.107,  10.585,  26.565,  36.446,  10.124, 69,  0,   0.554,   0.968,   0.269,   0.054,   0.060,   0.017,  30.000,  44.000,  71.000,   0.000,   0.000,    5,   0.201
00:30:53:100, 48847239130322,    1.939,   26.000, 3700,  27.353,  41.115,  11.421,  26.417,  39.351,  10.931, 68,  0,   0.619,   1.036,   0.288,   0.038,   0.065,   0.018,  30.000,  44.000,  71.000,   0.000,   0.000,   48,   1.324
