System Time,RDTSC,Elapsed Time (sec), CPU Utilization(%),CPU Frequency_0(MHz),Processor Power_0(Watt),Cumulative Processor Energy_0(Joules),Cumulative Processor Energy_0(mWh),IA Power_0(Watt),Cumulative IA Energy_0(Joules),Cumulative IA Energy_0(mWh),Package Temperature_0(C),Package Hot_0,DRAM Power_0(Watt),Cumulative DRAM Energy_0(Joules),Cumulative DRAM Energy_0(mWh),GT Power_0(Watt),Cumulative GT Energy_0(Joules),Cumulative GT Energy_0(mWh),Package PL1_0(Watt),Package PL2_0(Watt),Package PL4_0(Watt),Platform PsysPL1_0(Watt),Platform PsysPL2_0(Watt),GT Frequency(MHz),GT Utilization(%)
00:42:01:459, 50050286085100,    0.214,   14.000, 3700,  19.354,   4.144,   1.151,  18.339,   3.927,   1.091, 65,  0,   0.661,   0.142,   0.039,   0.100,   0.021,   0.006,  30.000,  44.000,  71.000,   0.000,   0.000,   31,   2.098
00:42:01:566, 50050478717383,    0.321,   12.000, 3700,  17.327,   5.998,   1.666,  16.457,   5.688,   1.580, 68,  0,   0.496,   0.195,   0.054,   0.014,   0.023,   0.006,  30.000,  44.000,  71.000,   0.000,   0.000,    3,   0.000
00:42:01:686, 50050694153087,    0.441,   14.000, 3800,  16.581,   7.983,   2.217,  15.551,   7.549,   2.097, 72,  0,   0.727,   0.282,   0.078,   0.015,   0.025,   0.007,  30.000,  44.000,  71.000,   0.000,   0.000,    3,   0.000
00:42:01:793, 50050887348350,    0.548,   15.000, 3800,  16.219,   9.724,   2.701,  15.365,   9.198,   2.555, 64,  0,   0.656,   0.352,   0.098,   0.053,   0.030,   0.008,  30.000,  44.000,  71.000,   0.000,   0.000,    7,   0.305
00:42:01:906, 50051091514900,    0.662,   12.000, 3800,  16.242,  11.566,   3.213,  15.331,  10.937,   3.038, 67,  0,   0.476,   0.406,   0.113,   0.011,   0.032,   0.009,  30.000,  44.000,  71.000,   0.000,   0.000,   11,   0.000
00:42:02:019, 50051293452473,    0.774,   12.000, 3700,  15.746,  13.333,   3.703,  14.965,  12.616,   3.504, 72,  0,   0.493,   0.461,   0.128,   0.011,   0.033,   0.009,  30.000,  44.000,  71.000,   0.000,   0.000,    3,   0.000
00:42:02:131, 50051494401668,    0.885,   11.000, 3700,  15.992,  15.118,   4.199,  15.149,  14.307,   3.974, 77,  0,   0.470,   0.514,   0.143,   0.008,   0.034,   0.009,  30.000,  44.000,  71.000,   0.000,   0.000,    3,   0.000
00:42:02:240, 50051691486929,    0.995,   12.000, 3700,  15.723,  16.839,   4.678,  14.957,  15.945,   4.429, 75,  0,   0.405,   0.558,   0.155,   0.011,   0.035,   0.010,  30.000,  44.000,  71.000,   0.000,   0.000,    3,   0.000
00:42:02:347, 50051883704328,    1.102,   12.000, 3700,  15.598,  18.505,   5.140,  14.818,  17.527,   4.869, 68,  0,   0.493,   0.611,   0.170,   0.010,   0.036,   0.010,  30.000,  44.000,  71.000,   0.000,   0.000,    3,   0.000
00:42:02:455, 50052079164804,    1.210,   22.000, 3700,  28.616,  21.613,   6.003,  27.956,  20.563,   5.712, 68,  0,   0.382,   0.652,   0.181,   0.013,   0.038,   0.010,  30.000,  44.000,  71.000,   0.000,   0.000,    4,   0.000
00:42:02:564, 50052275349604,    1.319,   25.000, 3700,  38.842,  25.846,   7.179,  38.227,  24.729,   6.869, 68,  0,   0.381,   0.694,   0.193,   0.016,   0.039,   0.011,  30.000,  44.000,  71.000,   0.000,   0.000,    5,   0.000
00:42:02:689, 50052499162453,    1.444,   27.000, 3700,  41.474,  31.003,   8.612,  40.537,  29.770,   8.269, 70,  0,   0.397,   0.743,   0.206,   0.025,   0.042,   0.012,  30.000,  44.000,  71.000,   0.000,   0.000,  553,   0.000
00:42:02:797, 50052693825971,    1.552,   30.000, 3700,  38.163,  35.130,   9.758,  37.225,  33.796,   9.388, 67,  0,   0.470,   0.794,   0.221,   0.050,   0.048,   0.013,  30.000,  44.000,  71.000,   0.000,   0.000,    6,   0.310
00:42:02:907, 50052892175660,    1.662,   26.000, 3700,  38.375,  39.359,  10.933,  37.685,  37.948,  10.541, 72,  0,   0.392,   0.837,   0.233,   0.015,   0.049,   0.014,  30.000,  44.000,  71.000,   0.000,   0.000,   21,   0.000
00:42:03:018, 50053091962827,    1.773,   26.000, 3700,  40.374,  43.840,  12.178,  39.562,  42.339,  11.761, 69,  0,   0.387,   0.880,   0.244,   0.019,   0.052,   0.014,  30.000,  44.000,  71.000,   0.000,   0.000,    4,   0.000
00:42:03:127, 50053288020768,    1.882,   25.000, 3700,  38.159,  47.996,  13.332,  37.429,  46.416,  12.893, 72,  0,   0.374,   0.921,   0.256,   0.013,   0.053,   0.015,  30.000,  44.000,  71.000,   0.000,   0.000,    4,   0.000
00:42:03:238, 50053488199232,    1.993,   26.000, 3700,  41.642,  52.627,  14.619,  40.837,  50.958,  14.155, 69,  0,   0.372,   0.962,   0.267,   0.015,   0.055,   0.015,  30.000,  44.000,  71.000,   0.000,   0.000,    4,   0.000
00:42:03:350, 50053688551034,    2.104,   26.000, 3700,  40.377,  57.121,  15.867,  39.407,  55.344,  15.373, 70,  0,   0.376,   1.004,   0.279,   0.015,   0.056,   0.016,  30.000,  44.000,  71.000,   0.000,   0.000,    4,   0.000
00:42:03:461, 50053888863399,    2.216,   26.000, 3700,  42.273,  61.826,  17.174,  41.651,  59.979,  16.661, 71,  0,   0.378,   1.046,   0.291,   0.019,   0.058,   0.016,  30.000,  44.000,  71.000,   0.000,   0.000,    4,   0.000
00:42:03:573, 50054090424156,    2.328,   27.000, 3700,  42.543,  66.590,  18.497,  41.660,  64.644,  17.957, 72,  0,   0.371,   1.088,   0.302,   0.020,   0.061,   0.017,  30.000,  44.000,  71.000,   0.000,   0.000,    3,   0.000
00:42:03:683, 50054288821512,    2.438,   27.000, 3700,  40.695,  71.075,  19.743,  39.888,  69.040,  19.178, 73,  0,   0.439,   1.136,   0.316,   0.026,   0.064,   0.018,  30.000,  44.000,  71.000,   0.000,   0.000,  623,   0.000
00:42:03:793, 50054487821377,    2.548,   31.000, 3700,  41.570,  75.671,  21.020,  40.577,  73.526,  20.424, 69,  0,   0.478,   1.189,   0.330,   0.047,   0.069,   0.019,  30.000,  44.000,  71.000,   0.000,   0.000,    6,   0.298
00:42:03:902, 50054683676706,    2.657,   25.000, 3700,  36.499,  79.642,  22.123,  35.977,  77.441,  21.511, 69,  0,   0.388,   1.231,   0.342,   0.013,   0.070,   0.020,  30.000,  44.000,  71.000,   0.000,   0.000,   26,   0.000
00:42:04:013, 50054882328245,    2.768,   26.000, 3700,  39.939,  84.050,  23.347,  38.940,  81.738,  22.705, 71,  0,   0.384,   1.273,   0.354,   0.025,   0.073,   0.020,  30.000,  44.000,  71.000,   0.000,   0.000,    5,   0.000
00:42:04:124, 50055082680770,    2.879,   27.000, 3700,  42.356,  88.765,  24.657,  41.690,  86.379,  23.994, 71,  0,   0.377,   1.315,   0.365,   0.016,   0.075,   0.021,  30.000,  44.000,  71.000,   0.000,   0.000,    5,   0.000
00:42:04:234, 50055280047151,    2.989,   26.000, 3700,  42.777,  93.455,  25.960,  41.910,  90.974,  25.271, 71,  0,   0.380,   1.357,   0.377,   0.016,   0.077,   0.021,  30.000,  44.000,  71.000,   0.000,   0.000,    5,   0.000
00:42:04:345, 50055480992611,    3.100,   29.000, 3700,  35.870,  97.459,  27.072,  35.266,  94.911,  26.364, 72,  0,   0.370,   1.398,   0.388,   0.019,   0.079,   0.022,  30.000,  44.000,  71.000,   0.000,   0.000,    4,   0.000
00:42:04:457, 50055681998596,    3.212,   31.000, 3700,  28.488, 100.641,  27.956,  27.443,  97.976,  27.215, 71,  0,   0.386,   1.441,   0.400,   0.028,   0.082,   0.023,  30.000,  44.000,  71.000,   0.000,   0.000,  572,   0.000
00:42:04:567, 50055880129682,    3.322,   31.000, 3700,  28.617, 103.791,  28.831,  27.766, 101.032,  28.064, 71,  0,   0.381,   1.483,   0.412,   0.017,   0.084,   0.023,  30.000,  44.000,  71.000,   0.000,   0.000,    4,   0.000
00:42:04:679, 50056081613314,    3.434,   31.000, 3700,  28.423, 106.972,  29.714,  27.605, 104.122,  28.923, 71,  0,   0.383,   1.526,   0.424,   0.020,   0.086,   0.024,  30.000,  44.000,  71.000,   0.000,   0.000,    4,   0.000
00:42:04:790, 50056281022898,    3.545,   35.000, 3700,  29.660, 110.258,  30.627,  28.910, 107.325,  29.812, 73,  0,   0.459,   1.577,   0.438,   0.054,   0.092,   0.026,  30.000,  44.000,  71.000,   0.000,   0.000,    8,   0.233
00:42:04:901, 50056480284777,    3.655,   31.000, 3700,  30.416, 113.625,  31.563,  29.461, 110.586,  30.718, 73,  0,   0.397,   1.621,   0.450,   0.056,   0.098,   0.027,  30.000,  44.000,  71.000,   0.000,   0.000,  700,   0.000
00:42:05:010, 50056677835053,    3.765,   31.000, 3700,  29.289, 116.840,  32.455,  28.619, 113.727,  31.591, 71,  0,   0.365,   1.661,   0.461,   0.016,   0.100,   0.028,  30.000,  44.000,  71.000,   0.000,   0.000,    3,   0.000
00:42:05:116, 50056867481030,    3.870,   32.000, 3800,  28.059, 119.796,  33.277,  27.046, 116.576,  32.382, 70,  0,   0.508,   1.715,   0.476,   0.014,   0.102,   0.028,  30.000,  44.000,  71.000,   0.000,   0.000,    5,   0.000
00:42:05:230, 50057073778897,    3.985,   12.000, 2900,   6.680, 120.561,  33.489,   5.324, 117.187,  32.552, 61,  0,   1.327,   1.867,   0.518,   0.012,   0.103,   0.029,  30.000,  44.000,  71.000,   0.000,   0.000,    3,   0.000
00:42:05:254, 50057117693734,    4.009,   21.000, 3400,  11.946, 120.853,  33.570,  10.717, 117.448,  32.624, 61,  0,   0.778,   1.886,   0.524,   0.070,   0.105,   0.029,  30.000,  44.000,  71.000,   0.000,   0.000,    3,   0.000

Total Elapsed Time (sec) = 4.009455
Measured RDTSC Frequency (GHz) = 1.800

Cumulative Processor Energy_0 (Joules) = 120.852844
Cumulative Processor Energy_0 (mWh) = 33.570235
Average Processor Power_0 (Watt) = 30.141966

Cumulative IA Energy_0 (Joules) = 117.448120
Cumulative IA Energy_0 (mWh) = 32.624478
Average IA Power_0 (Watt) = 29.292792

Cumulative DRAM Energy_0 (Joules) = 1.885559
Cumulative DRAM Energy_0 (mWh) = 0.523766
Average DRAM Power_0 (Watt) = 0.470278

Cumulative GT Energy_0 (Joules) = 0.104614
Cumulative GT Energy_0 (mWh) = 0.029060
Average GT Power_0 (Watt) = 0.026092
