System Time,RDTSC,Elapsed Time (sec), CPU Utilization(%),CPU Frequency_0(MHz),Processor Power_0(Watt),Cumulative Processor Energy_0(Joules),Cumulative Processor Energy_0(mWh),IA Power_0(Watt),Cumulative IA Energy_0(Joules),Cumulative IA Energy_0(mWh),Package Temperature_0(C),Package Hot_0,DRAM Power_0(Watt),Cumulative DRAM Energy_0(Joules),Cumulative DRAM Energy_0(mWh),GT Power_0(Watt),Cumulative GT Energy_0(Joules),Cumulative GT Energy_0(mWh),Package PL1_0(Watt),Package PL2_0(Watt),Package PL4_0(Watt),Platform PsysPL1_0(Watt),Platform PsysPL2_0(Watt),GT Frequency(MHz),GT Utilization(%)
00:38:54:365, 49713516888712,    0.177,   14.000, 3700,  21.468,   3.790,   1.053,  19.627,   3.465,   0.962, 65,  0,   0.662,   0.117,   0.032,   0.087,   0.015,   0.004,  30.000,  44.000,  71.000,   0.000,   0.000,   35,   2.136
00:38:54:478, 49713719906486,    0.289,   12.000, 3800,  16.411,   5.641,   1.567,  15.564,   5.220,   1.450, 71,  0,   0.487,   0.172,   0.048,   0.008,   0.016,   0.005,  30.000,  44.000,  71.000,   0.000,   0.000,    4,   0.000
00:38:54:592, 49713925325466,    0.403,   12.000, 3800,  15.735,   7.436,   2.066,  14.917,   6.922,   1.923, 70,  0,   0.473,   0.226,   0.063,   0.013,   0.018,   0.005,  30.000,  44.000,  71.000,   0.000,   0.000,    3,   0.000
00:38:54:693, 49714107404932,    0.505,   22.000, 3800,  17.041,   9.160,   2.544,  15.986,   8.539,   2.372, 67,  0,   0.632,   0.290,   0.080,   0.014,   0.019,   0.005,  30.000,  44.000,  71.000,   0.000,   0.000,    2,   0.064
00:38:54:808, 49714314259293,    0.620,   12.000, 3800,  15.872,  10.984,   3.051,  15.033,  10.267,   2.852, 67,  0,   0.496,   0.347,   0.096,   0.044,   0.024,   0.007,  30.000,  44.000,  71.000,   0.000,   0.000, 1011,  61.366
00:38:54:926, 49714526623184,    0.737,   12.000, 3700,  15.359,  12.796,   3.555,  14.643,  11.995,   3.332, 68,  0,   0.458,   0.401,   0.111,   0.016,   0.026,   0.007,  30.000,  44.000,  71.000,   0.000,   0.000,    4,   0.000
00:38:55:048, 49714745490222,    0.859,   11.000, 3800,  15.702,  14.706,   4.085,  14.907,  13.807,   3.835, 72,  0,   0.445,   0.455,   0.126,   0.008,   0.027,   0.008,  30.000,  44.000,  71.000,   0.000,   0.000,    3,   0.000
00:38:55:157, 49714941795013,    0.968,   14.000, 3700,  16.498,  16.505,   4.585,  15.626,  15.511,   4.309, 65,  0,   0.676,   0.529,   0.147,   0.012,   0.029,   0.008,  30.000,  44.000,  71.000,   0.000,   0.000,    3,   0.000
00:38:55:259, 49715125277349,    1.070,   12.000, 3700,  15.474,  18.082,   5.023,  14.711,  17.011,   4.725, 71,  0,   0.481,   0.578,   0.160,   0.013,   0.030,   0.008,  30.000,  44.000,  71.000,   0.000,   0.000,    4,   0.000
00:38:55:370, 49715325677307,    1.181,   23.000, 3700,  24.403,  20.799,   5.777,  23.141,  19.587,   5.441, 65,  0,   0.901,   0.678,   0.188,   0.012,   0.031,   0.009,  30.000,  44.000,  71.000,   0.000,   0.000,    3,   0.000
