System Time,RDTSC,Elapsed Time (sec), CPU Utilization(%),CPU Frequency_0(MHz),Processor Power_0(Watt),Cumulative Processor Energy_0(Joules),Cumulative Processor Energy_0(mWh),IA Power_0(Watt),Cumulative IA Energy_0(Joules),Cumulative IA Energy_0(mWh),Package Temperature_0(C),Package Hot_0,DRAM Power_0(Watt),Cumulative DRAM Energy_0(Joules),Cumulative DRAM Energy_0(mWh),GT Power_0(Watt),Cumulative GT Energy_0(Joules),Cumulative GT Energy_0(mWh),Package PL1_0(Watt),Package PL2_0(Watt),Package PL4_0(Watt),Platform PsysPL1_0(Watt),Platform PsysPL2_0(Watt),GT Frequency(MHz),GT Utilization(%)
00:27:55:329, 48527249535650,    0.162,   14.000, 3700,  19.010,   3.081,   0.856,  17.453,   2.828,   0.786, 65,  0,   0.691,   0.112,   0.031,   0.136,   0.022,   0.006,  30.000,  44.000,  71.000,   0.000,   0.000,   51,   3.245
00:27:55:438, 48527446134976,    0.271,   12.000, 3800,  16.714,   4.906,   1.363,  15.811,   4.555,   1.265, 66,  0,   0.501,   0.167,   0.046,   0.013,   0.024,   0.007,  30.000,  44.000,  71.000,   0.000,   0.000,    4,   0.000
00:27:55:547, 48527643028434,    0.381,   12.000, 3800,  15.660,   6.619,   1.839,  14.920,   6.187,   1.719, 68,  0,   0.474,   0.219,   0.061,   0.010,   0.025,   0.007,  30.000,  44.000,  71.000,   0.000,   0.000,    3,   0.000
00:27:55:647, 48527823524154,    0.481,   12.000, 3800,  15.934,   8.217,   2.283,  15.124,   7.704,   2.140, 68,  0,   0.500,   0.269,   0.075,   0.015,   0.026,   0.007,  30.000,  44.000,  71.000,   0.000,   0.000,    3,   0.000
00:27:55:757, 48528020753657,    0.591,   14.000, 3700,  19.458,  10.349,   2.875,  18.330,   9.712,   2.698, 68,  0,   0.900,   0.367,   0.102,   0.022,   0.029,   0.008,  30.000,  44.000,  71.000,   0.000,   0.000,    5,   0.000
00:27:55:866, 48528216804859,    0.699,   12.000, 3800,  16.257,  12.120,   3.367,  15.460,  11.396,   3.166, 68,  0,   0.461,   0.418,   0.116,   0.017,   0.030,   0.008,  30.000,  44.000,  71.000,   0.000,   0.000,    4,   0.000
00:27:55:976, 48528415464168,    0.810,   11.000, 3800,  15.962,  13.882,   3.856,  15.277,  13.082,   3.634, 68,  0,   0.456,   0.468,   0.130,   0.018,   0.032,   0.009,  30.000,  44.000,  71.000,   0.000,   0.000,    4,   0.000
00:27:56:107, 48528650046492,    0.940,   19.000, 3800,  17.052,  16.104,   4.473,  16.226,  15.197,   4.221, 73,  0,   0.445,   0.526,   0.146,   0.039,   0.038,   0.010,  30.000,  44.000,  71.000,   0.000,   0.000,    5,   0.224
00:27:56:207, 48528830146156,    1.040,   12.000, 3800,  16.328,  17.738,   4.927,  15.529,  16.751,   4.653, 69,  0,   0.509,   0.577,   0.160,   0.012,   0.039,   0.011,  30.000,  44.000,  71.000,   0.000,   0.000,   75,   0.000
00:27:56:325, 48529042757976,    1.158,   16.000, 3700,  19.079,  19.991,   5.553,  18.180,  18.898,   5.249, 64,  0,   0.493,   0.635,   0.176,   0.016,   0.041,   0.011,  30.000,  44.000,  71.000,   0.000,   0.000,    4,   0.000
