System Time,RDTSC,Elapsed Time (sec), CPU Utilization(%),CPU Frequency_0(MHz),Processor Power_0(Watt),Cumulative Processor Energy_0(Joules),Cumulative Processor Energy_0(mWh),IA Power_0(Watt),Cumulative IA Energy_0(Joules),Cumulative IA Energy_0(mWh),Package Temperature_0(C),Package Hot_0,DRAM Power_0(Watt),Cumulative DRAM Energy_0(Joules),Cumulative DRAM Energy_0(mWh),GT Power_0(Watt),Cumulative GT Energy_0(Joules),Cumulative GT Energy_0(mWh),Package PL1_0(Watt),Package PL2_0(Watt),Package PL4_0(Watt),Platform PsysPL1_0(Watt),Platform PsysPL2_0(Watt),GT Frequency(MHz),GT Utilization(%)
00:25:48:378, 48298737795836,    0.150,   15.000, 3700,  20.174,   3.023,   0.840,  18.496,   2.771,   0.770, 67,  0,   0.695,   0.104,   0.029,   0.151,   0.023,   0.006,  30.000,  44.000,  71.000,   0.000,   0.000,   45,   3.113
00:25:48:487, 48298935565113,    0.260,   14.000, 3700,  21.451,   5.379,   1.494,  20.553,   5.029,   1.397, 63,  0,   0.598,   0.170,   0.047,   0.053,   0.029,   0.008,  30.000,  44.000,  71.000,   0.000,   0.000,    7,   0.342
00:25:48:596, 48299130399195,    0.368,   12.000, 3700,  16.289,   7.143,   1.984,  15.515,   6.709,   1.864, 65,  0,   0.489,   0.223,   0.062,   0.020,   0.031,   0.009,  30.000,  44.000,  71.000,   0.000,   0.000,   26,   0.000
00:25:48:715, 48299345421559,    0.487,   13.000, 3700,  17.092,   9.184,   2.551,  16.050,   8.626,   2.396, 65,  0,   0.691,   0.305,   0.085,   0.010,   0.032,   0.009,  30.000,  44.000,  71.000,   0.000,   0.000,    3,   0.000
00:25:48:824, 48299542101028,    0.597,   11.000, 3700,  15.724,  10.902,   3.028,  14.963,  10.261,   2.850, 65,  0,   0.554,   0.366,   0.102,   0.008,   0.033,   0.009,  30.000,  44.000,  71.000,   0.000,   0.000,    3,   0.000
00:25:48:934, 48299739749770,    0.706,   12.000, 3800,  18.798,  12.967,   3.602,  17.653,  12.199,   3.389, 69,  0,   0.464,   0.417,   0.116,   0.016,   0.034,   0.010,  30.000,  44.000,  71.000,   0.000,   0.000,    3,   0.000
00:25:49:044, 48299937767553,    0.816,   11.000, 3800,  16.554,  14.788,   4.108,  15.455,  13.899,   3.861, 69,  0,   0.467,   0.468,   0.130,   0.016,   0.036,   0.010,  30.000,  44.000,  71.000,   0.000,   0.000,    4,   0.000
00:25:49:158, 48300143259086,    0.931,   12.000, 3700,  15.758,  16.587,   4.607,  14.997,  15.612,   4.337, 68,  0,   0.412,   0.515,   0.143,   0.016,   0.038,   0.011,  30.000,  44.000,  71.000,   0.000,   0.000,    4,   0.000
00:25:49:272, 48300347166552,    1.044,   12.000, 3700,  15.723,  18.368,   5.102,  14.956,  17.306,   4.807, 70,  0,   0.476,   0.569,   0.158,   0.016,   0.040,   0.011,  30.000,  44.000,  71.000,   0.000,   0.000,    3,   0.000
00:25:49:388, 48300555926215,    1.160,   15.000, 3700,  19.025,  20.574,   5.715,  18.114,  19.407,   5.391, 59,  0,   0.587,   0.637,   0.177,   0.016,   0.042,   0.012,  30.000,  44.000,  71.000,   0.000,   0.000,    4,   0.000
