System Time,RDTSC,Elapsed Time (sec), CPU Utilization(%),CPU Frequency_0(MHz),Processor Power_0(Watt),Cumulative Processor Energy_0(Joules),Cumulative Processor Energy_0(mWh),IA Power_0(Watt),Cumulative IA Energy_0(Joules),Cumulative IA Energy_0(mWh),Package Temperature_0(C),Package Hot_0,DRAM Power_0(Watt),Cumulative DRAM Energy_0(Joules),Cumulative DRAM Energy_0(mWh),GT Power_0(Watt),Cumulative GT Energy_0(Joules),Cumulative GT Energy_0(mWh),Package PL1_0(Watt),Package PL2_0(Watt),Package PL4_0(Watt),Platform PsysPL1_0(Watt),Platform PsysPL2_0(Watt),GT Frequency(MHz),GT Utilization(%)
00:35:19:339, 49326468857811,    0.155,   16.000, 3700,  19.673,   3.058,   0.849,  18.618,   2.894,   0.804, 63,  0,   0.798,   0.124,   0.034,   0.128,   0.020,   0.006,  30.000,  44.000,  71.000,   0.000,   0.000,   41,   2.645
00:35:19:442, 49326654943757,    0.259,   17.000, 3700,  17.862,   4.905,   1.362,  16.843,   4.635,   1.288, 67,  0,   0.621,   0.188,   0.052,   0.082,   0.028,   0.008,  30.000,  44.000,  71.000,   0.000,   0.000,    9,   0.450
00:35:19:556, 49326860344225,    0.373,   12.000, 3800,  16.383,   6.774,   1.882,  15.047,   6.352,   1.765, 70,  0,   0.482,   0.243,   0.068,   0.016,   0.030,   0.008,  30.000,  44.000,  71.000,   0.000,   0.000,   17,   0.000
00:35:19:668, 49327061617392,    0.485,   12.000, 3800,  15.236,   8.478,   2.355,  14.351,   7.957,   2.210, 66,  0,   0.562,   0.306,   0.085,   0.016,   0.032,   0.009,  30.000,  44.000,  71.000,   0.000,   0.000,    3,   0.000
00:35:19:770, 49327244335189,    0.586,   11.000, 3800,  15.253,  10.026,   2.785,  14.358,   9.415,   2.615, 67,  0,   0.451,   0.352,   0.098,   0.012,   0.033,   0.009,  30.000,  44.000,  71.000,   0.000,   0.000,    3,   0.000
00:35:19:889, 49327459491822,    0.706,   12.000, 3800,  16.045,  11.944,   3.318,  15.256,  11.238,   3.122, 72,  0,   0.482,   0.409,   0.114,   0.030,   0.037,   0.010,  30.000,  44.000,  71.000,   0.000,   0.000,  681,   0.000
00:35:19:996, 49327652634451,    0.813,   12.000, 3800,  15.870,  13.647,   3.791,  15.095,  12.858,   3.572, 68,  0,   0.496,   0.463,   0.128,   0.015,   0.038,   0.011,  30.000,  44.000,  71.000,   0.000,   0.000,    3,   0.000
00:35:20:097, 49327834253361,    0.914,   12.000, 3800,  15.375,  15.198,   4.222,  14.578,  14.329,   3.980, 71,  0,   0.390,   0.502,   0.139,   0.012,   0.039,   0.011,  30.000,  44.000,  71.000,   0.000,   0.000,    3,   0.000
00:35:20:209, 49328035178417,    1.026,   12.000, 3700,  15.543,  16.933,   4.704,  14.743,  15.974,   4.437, 63,  0,   0.489,   0.557,   0.155,   0.015,   0.041,   0.011,  30.000,  44.000,  71.000,   0.000,   0.000,    3,   0.000
00:35:20:327, 49328247069810,    1.143,   25.000, 3700,  23.878,  19.744,   5.484,  22.303,  18.600,   5.167, 66,  0,   1.122,   0.689,   0.191,   0.012,   0.043,   0.012,  30.000,  44.000,  71.000,   0.000,   0.000,    3,   0.000
00:35:20:431, 49328435458915,    1.248,   39.000, 3700,  25.713,  22.435,   6.232,  23.812,  21.092,   5.859, 69,  0,   1.519,   0.848,   0.235,   0.038,   0.047,   0.013,  30.000,  44.000,  71.000,   0.000,   0.000,    4,   0.136
00:35:20:536, 49328623151277,    1.352,   28.000, 3600,  24.017,  24.939,   6.928,  22.568,  23.445,   6.513, 69,  0,   1.515,   1.006,   0.279,   0.042,   0.051,   0.014,  30.000,  44.000,  71.000,   0.000,   0.000,   56,   1.996
