System Time,RDTSC,Elapsed Time (sec), CPU Utilization(%),CPU Frequency_0(MHz),Processor Power_0(Watt),Cumulative Processor Energy_0(Joules),Cumulative Processor Energy_0(mWh),IA Power_0(Watt),Cumulative IA Energy_0(Joules),Cumulative IA Energy_0(mWh),Package Temperature_0(C),Package Hot_0,DRAM Power_0(Watt),Cumulative DRAM Energy_0(Joules),Cumulative DRAM Energy_0(mWh),GT Power_0(Watt),Cumulative GT Energy_0(Joules),Cumulative GT Energy_0(mWh),Package PL1_0(Watt),Package PL2_0(Watt),Package PL4_0(Watt),Platform PsysPL1_0(Watt),Platform PsysPL2_0(Watt),GT Frequency(MHz),GT Utilization(%)
00:36:36:335, 49465062620788,    0.190,   14.000, 3700,  18.778,   3.562,   0.989,  17.749,   3.367,   0.935, 58,  0,   0.637,   0.121,   0.034,   0.056,   0.011,   0.003,  30.000,  44.000,  71.000,   0.000,   0.000,   18,   1.014
00:36:36:450, 49465269294616,    0.305,   12.000, 3800,  18.167,   5.648,   1.569,  17.493,   5.375,   1.493, 71,  0,   0.490,   0.177,   0.049,   0.007,   0.011,   0.003,  30.000,  44.000,  71.000,   0.000,   0.000,    4,   0.000
00:36:36:559, 49465466177280,    0.414,   12.000, 3800,  15.727,   7.368,   2.047,  14.815,   6.996,   1.943, 75,  0,   0.463,   0.228,   0.063,   0.012,   0.013,   0.004,  30.000,  44.000,  71.000,   0.000,   0.000,    3,   0.000
00:36:36:669, 49465662939784,    0.523,   12.000, 3700,  15.404,   9.052,   2.514,  14.575,   8.589,   2.386, 64,  0,   0.551,   0.288,   0.080,   0.015,   0.014,   0.004,  30.000,  44.000,  71.000,   0.000,   0.000,    4,   0.000
00:36:36:774, 49465851548764,    0.628,   12.000, 3800,  16.119,  10.741,   2.984,  15.314,  10.194,   2.832, 66,  0,   0.454,   0.335,   0.093,   0.020,   0.017,   0.005,  30.000,  44.000,  71.000,   0.000,   0.000,    4,   0.000
00:36:36:889, 49466059890024,    0.744,   15.000, 3700,  17.124,  12.723,   3.534,  16.160,  12.064,   3.351, 67,  0,   0.529,   0.397,   0.110,   0.083,   0.026,   0.007,  30.000,  44.000,  71.000,   0.000,   0.000,    8,   0.491
00:36:36:996, 49466251467589,    0.850,   14.000, 3800,  16.934,  14.525,   4.035,  16.097,  13.777,   3.827, 76,  0,   0.669,   0.468,   0.130,   0.013,   0.028,   0.008,  30.000,  44.000,  71.000,   0.000,   0.000,    7,   0.000
00:36:37:101, 49466441247905,    0.956,   12.000, 3700,  15.703,  16.181,   4.495,  14.952,  15.354,   4.265, 73,  0,   0.427,   0.513,   0.142,   0.018,   0.029,   0.008,  30.000,  44.000,  71.000,   0.000,   0.000,    3,   0.000
00:36:37:219, 49466653035117,    1.073,   16.000, 3800,  17.488,  18.238,   5.066,  16.663,  17.314,   4.809, 64,  0,   0.671,   0.592,   0.164,   0.025,   0.032,   0.009,  30.000,  44.000,  71.000,   0.000,   0.000,  699,   0.000
00:36:37:325, 49466843517406,    1.179,   27.000, 3700,  23.700,  20.746,   5.763,  22.114,  19.654,   5.460, 65,  0,   1.501,   0.751,   0.209,   0.022,   0.035,   0.010,  30.000,  44.000,  71.000,   0.000,   0.000,    4,   0.000
00:36:37:436, 49467043619576,    1.290,   33.000, 3400,  26.244,  23.664,   6.573,  24.566,  22.385,   6.218, 64,  0,   1.724,   0.942,   0.262,   0.016,   0.037,   0.010,  30.000,  44.000,  71.000,   0.000,   0.000,    5,   0.000
00:36:37:540, 49467230282610,    1.394,   27.000, 3200,  24.795,  26.235,   7.288,  23.176,  24.789,   6.886, 66,  0,   1.530,   1.101,   0.306,   0.018,   0.038,   0.011,  30.000,  44.000,  71.000,   0.000,   0.000,    3,   0.000
00:36:37:659, 49467445195422,    1.513,   28.000, 3100,  25.157,  29.239,   8.122,  23.728,  27.622,   7.673, 61,  0,   1.527,   1.283,   0.357,   0.025,   0.041,   0.012,  30.000,  44.000,  71.000,   0.000,   0.000,  754,   0.000
