timestamp,n_samples,n_features,hidden_layer_sizes,classes,activation,solver,iterations,train_score,test_score
2022-03-23T15:08:34.358702,2000,100,"(100, 100)",7,relu,adam,136,1.0,0.48
2022-03-23T15:08:44.456988,2000,100,"(200, 200)",7,relu,adam,90,1.0,0.542
2022-03-23T15:08:58.708871,2000,100,"(500, 500)",7,relu,adam,64,1.0,0.604
2022-03-23T15:09:10.380723,5000,100,"(100, 100)",7,relu,adam,106,1.0,0.6528
2022-03-23T15:09:24.648288,5000,100,"(200, 200)",7,relu,adam,74,1.0,0.6672
2022-03-23T15:09:46.824427,5000,100,"(500, 500)",7,relu,adam,52,1.0,0.7248
2022-03-23T15:09:53.652586,1000,20,"(100, 100, 100)",2,relu,adam,78,1.0,0.912
2022-03-23T15:10:00.527548,1000,20,"(200, 200, 200)",2,relu,adam,51,1.0,0.92
2022-03-23T15:10:09.767005,1000,20,"(500, 500, 500)",2,relu,adam,35,1.0,0.924
2022-03-23T15:10:17.615810,2000,20,"(100, 100, 100)",2,relu,adam,64,1.0,0.958
2022-03-23T15:10:25.740847,2000,20,"(200, 200, 200)",2,relu,adam,43,1.0,0.952
2022-03-23T15:10:38.365849,2000,20,"(500, 500, 500)",2,relu,adam,34,1.0,0.96
2022-03-23T15:10:49.475184,5000,20,"(100, 100, 100)",2,relu,adam,54,1.0,0.9584
2022-03-23T15:11:00.678350,5000,20,"(200, 200, 200)",2,relu,adam,38,1.0,0.9616
2022-03-23T15:11:23.366256,5000,20,"(500, 500, 500)",2,relu,adam,33,1.0,0.9688
2022-03-23T15:11:30.507155,1000,20,"(100, 100, 100)",3,relu,adam,87,1.0,0.88
2022-03-23T15:11:37.819693,1000,20,"(200, 200, 200)",3,relu,adam,64,1.0,0.896
2022-03-23T15:11:47.975965,1000,20,"(500, 500, 500)",3,relu,adam,45,1.0,0.896
2022-03-23T15:11:56.975904,2000,20,"(100, 100, 100)",3,relu,adam,87,1.0,0.928
2022-03-23T15:12:06.210284,2000,20,"(200, 200, 200)",3,relu,adam,58,1.0,0.916
2022-03-23T15:12:20.710603,2000,20,"(500, 500, 500)",3,relu,adam,40,1.0,0.926
2022-03-23T15:12:32.069925,5000,20,"(100, 100, 100)",3,relu,adam,71,1.0,0.9216
2022-03-23T15:12:44.148103,5000,20,"(200, 200, 200)",3,relu,adam,45,1.0,0.9288
2022-03-23T15:13:08.882441,5000,20,"(500, 500, 500)",3,relu,adam,36,1.0,0.9408
2022-03-23T15:13:16.460580,1000,20,"(100, 100, 100)",7,relu,adam,141,1.0,0.66
2022-03-23T15:13:24.882455,1000,20,"(200, 200, 200)",7,relu,adam,91,1.0,0.668
2022-03-23T15:13:36.773086,1000,20,"(500, 500, 500)",7,relu,adam,61,1.0,0.664
2022-03-23T15:13:46.179309,2000,20,"(100, 100, 100)",7,relu,adam,121,1.0,0.746
2022-03-23T15:13:57.460606,2000,20,"(200, 200, 200)",7,relu,adam,84,1.0,0.74
2022-03-23T15:14:14.773969,2000,20,"(500, 500, 500)",7,relu,adam,53,1.0,0.792
2022-03-23T15:14:29.446193,5000,20,"(100, 100, 100)",7,relu,adam,111,1.0,0.8312
2022-03-23T15:14:45.852601,5000,20,"(200, 200, 200)",7,relu,adam,70,1.0,0.8512
2022-03-23T15:15:15.540918,5000,20,"(500, 500, 500)",7,relu,adam,46,1.0,0.86
2022-03-23T15:15:22.426012,1000,50,"(100, 100, 100)",2,relu,adam,69,1.0,0.864
2022-03-23T15:15:29.379120,1000,50,"(200, 200, 200)",2,relu,adam,45,1.0,0.884
2022-03-23T15:15:38.941602,1000,50,"(500, 500, 500)",2,relu,adam,35,1.0,0.908
2022-03-23T15:15:47.441636,2000,50,"(100, 100, 100)",2,relu,adam,56,1.0,0.932
2022-03-23T15:15:55.478870,2000,50,"(200, 200, 200)",2,relu,adam,39,1.0,0.936
2022-03-23T15:16:07.015387,2000,50,"(500, 500, 500)",2,relu,adam,27,1.0,0.95
2022-03-23T15:16:17.468452,5000,50,"(100, 100, 100)",2,relu,adam,43,1.0,0.9632
2022-03-23T15:16:27.765386,5000,50,"(200, 200, 200)",2,relu,adam,31,1.0,0.9624
2022-03-23T15:16:46.218489,5000,50,"(500, 500, 500)",2,relu,adam,25,1.0,0.9776
2022-03-23T15:16:53.297821,1000,50,"(100, 100, 100)",3,relu,adam,76,1.0,0.788
2022-03-23T15:17:00.500948,1000,50,"(200, 200, 200)",3,relu,adam,53,1.0,0.816
2022-03-23T15:17:10.547853,1000,50,"(500, 500, 500)",3,relu,adam,40,1.0,0.84
2022-03-23T15:17:18.282714,2000,50,"(100, 100, 100)",3,relu,adam,64,1.0,0.86
2022-03-23T15:17:26.704645,2000,50,"(200, 200, 200)",3,relu,adam,46,1.0,0.876
2022-03-23T15:17:40.037845,2000,50,"(500, 500, 500)",3,relu,adam,35,1.0,0.888
2022-03-23T15:17:50.600311,5000,50,"(100, 100, 100)",3,relu,adam,52,1.0,0.9136
2022-03-23T15:18:01.209721,5000,50,"(200, 200, 200)",3,relu,adam,37,1.0,0.9352
2022-03-23T15:18:21.881564,5000,50,"(500, 500, 500)",3,relu,adam,28,1.0,0.9448
