timestamp,n_samples,n_features,classes,activation,solver,iterations,train_score,test_score,system,layers,layer_size,energy,avg_iteration_energy,cost
2022-03-23T15:16:27.765386,5000,50,2,relu,adam,31,1.0,0.9624,Dyon,3,200,175.930481,5.675176806451613,2.5897536184358745
2022-03-23T15:16:46.218489,5000,50,2,relu,adam,25,1.0,0.9776,Dyon,3,500,459.58905,18.383561999999998,6.765299557334843
2022-03-23T15:16:53.297821,1000,50,3,relu,adam,76,1.0,0.788,Dyon,3,100,69.401733,0.913180697368421,1.0216159709270074
2022-03-23T15:17:00.500948,1000,50,3,relu,adam,53,1.0,0.816,Dyon,3,200,72.697327,1.371647679245283,1.0701281811925814
2022-03-23T15:17:10.547853,1000,50,3,relu,adam,40,1.0,0.84,Dyon,3,500,167.729553,4.193238825,2.469033304128702
2022-03-23T15:17:18.282714,2000,50,3,relu,adam,64,1.0,0.86,Dyon,3,100,102.657898,1.60402965625,1.5111574827475232
2022-03-23T15:17:26.704645,2000,50,3,relu,adam,46,1.0,0.876,Dyon,3,200,110.352722,2.398972217391304,1.6244277823792692
2022-03-23T15:17:40.037845,2000,50,3,relu,adam,35,1.0,0.888,Dyon,3,500,278.102966,7.945799028571428,4.093765664724403
2022-03-23T15:17:50.600311,5000,50,3,relu,adam,52,1.0,0.9136,Dyon,3,100,181.233215,3.4852541346153845,2.667811579091953
2022-03-23T15:18:01.209721,5000,50,3,relu,adam,37,1.0,0.9352,Dyon,3,200,194.857666,5.266423405405405,2.8683679072273387
2022-03-23T15:18:21.881564,5000,50,3,relu,adam,28,1.0,0.9448,Dyon,3,500,506.896606,18.103450214285715,7.461682092265546
2022-03-23T15:18:29.037844,1000,50,7,relu,adam,114,1.0,0.528,Dyon,3,100,93.909912,0.8237711578947369,1.382384297630577
2022-03-23T15:18:37.381596,1000,50,7,relu,adam,75,1.0,0.564,Dyon,3,200,102.952148,1.3726953066666665,1.5154889379785512
2022-03-23T15:18:48.273366,1000,50,7,relu,adam,45,1.0,0.62,Dyon,3,500,189.717468,4.215943733333333,2.7927025290943885
2022-03-23T15:18:57.622103,2000,50,7,relu,adam,100,1.0,0.64,Dyon,3,100,147.843201,1.47843201,2.176299766672566
2022-03-23T15:19:07.279085,2000,50,7,relu,adam,65,1.0,0.688,Dyon,3,200,165.446716,2.5453340923076926,2.4354292046716597
2022-03-23T15:19:22.940361,2000,50,7,relu,adam,43,1.0,0.722,Dyon,3,500,335.602844,7.804717302325582,4.94018247813675
2022-03-23T15:19:36.330987,5000,50,7,relu,adam,84,1.0,0.7456,Dyon,3,100,278.082214,3.310502547619048,4.093460188568229
2022-03-23T15:19:50.619264,5000,50,7,relu,adam,54,1.0,0.7952,Dyon,3,200,313.143433,5.798952462962963,4.609572679456165
2022-03-23T15:20:15.639971,5000,50,7,relu,adam,36,1.0,0.8432,Dyon,3,500,665.012146,18.472559611111112,9.789194013556447
2022-03-23T15:20:22.749696,1000,100,2,relu,adam,83,1.0,0.792,Dyon,3,100,81.609924,0.9832520963855422,1.2013244935042082
2022-03-23T15:20:29.567055,1000,100,2,relu,adam,48,1.0,0.824,Dyon,3,200,73.643677,1.5342432708333333,1.0840587594691609
2022-03-23T15:20:39.567693,1000,100,2,relu,adam,40,1.0,0.844,Dyon,3,500,187.057068,4.6764266999999995,2.7535405800829102
2022-03-23T15:20:50.473905,2000,100,2,relu,adam,61,1.0,0.9,Dyon,3,100,187.788086,3.0784932131147538,2.764301401629472
2022-03-23T15:20:58.817691,2000,100,2,relu,adam,41,1.0,0.902,Dyon,3,200,112.114136,2.7344911219512196,1.6503563665230458
2022-03-23T15:21:11.192718,2000,100,2,relu,adam,32,1.0,0.916,Dyon,3,500,257.457642,8.0455513125,3.7898598137946773
2022-03-23T15:21:22.098911,5000,100,2,relu,adam,49,1.0,0.9288,Dyon,3,100,192.426392,3.9270692244897956,2.8325787670901668
2022-03-23T15:21:33.317692,5000,100,2,relu,adam,33,1.0,0.9296,Dyon,3,200,196.219727,5.946052333333333,2.8884178859645675
2022-03-23T15:21:52.489573,5000,100,2,relu,adam,25,1.0,0.9544,Dyon,3,500,469.995911,18.79983644,6.918491919329859
2022-03-23T15:21:59.614529,1000,100,3,relu,adam,89,1.0,0.628,Dyon,3,100,79.440369,0.8925884157303371,1.1693879417497364
2022-03-23T15:22:06.770819,1000,100,3,relu,adam,56,1.0,0.704,Dyon,3,200,80.75415,1.4420383928571427,1.1887272232616324
2022-03-23T15:22:17.427092,1000,100,3,relu,adam,48,1.0,0.72,Dyon,3,500,201.994324,4.208215083333333,2.97342182269432
2022-03-23T15:22:25.645778,2000,100,3,relu,adam,74,1.0,0.812,Dyon,3,100,117.273254,1.5847737027027027,1.7263002531792622
2022-03-23T15:22:34.296528,2000,100,3,relu,adam,53,1.0,0.822,Dyon,3,200,131.868652,2.4880877735849056,1.9411492353917972
2022-03-23T15:22:49.062152,2000,100,3,relu,adam,39,1.0,0.874,Dyon,3,500,306.99469,7.871658717948717,4.519061192517854
2022-03-23T15:22:59.749654,5000,100,3,relu,adam,54,1.0,0.8592,Dyon,3,100,188.044312,3.4823020740740738,2.7680731312744182
2022-03-23T15:23:11.015283,5000,100,3,relu,adam,40,1.0,0.8784,Dyon,3,200,221.4328,5.535819999999999,3.2595624804799304
2022-03-23T15:23:33.530882,5000,100,3,relu,adam,30,1.0,0.8992,Dyon,3,500,561.515442,18.7171814,8.265689035017868
2022-03-23T15:23:41.004611,1000,100,7,relu,adam,113,1.0,0.4,Dyon,3,100,94.547302,0.8367017876106195,1.391766884715386
2022-03-23T15:23:49.526004,1000,100,7,relu,adam,75,1.0,0.412,Dyon,3,200,108.020325,1.440271,1.5900941436826355
2022-03-23T15:24:00.697844,1000,100,7,relu,adam,49,1.0,0.42,Dyon,3,500,209.395325,4.273373979591837,3.0823669526732322
2022-03-23T15:24:09.697877,2000,100,7,relu,adam,100,1.0,0.426,Dyon,3,100,151.76178,1.5176177999999998,2.2339825177609165
2022-03-23T15:24:19.614637,2000,100,7,relu,adam,65,1.0,0.49,Dyon,3,200,174.939209,2.691372446153846,2.5751617737807453
2022-03-23T15:24:35.557565,2000,100,7,relu,adam,47,1.0,0.554,Dyon,3,500,368.504639,7.840524234042553,5.424507548869008
2022-03-23T15:24:48.000174,5000,100,7,relu,adam,79,1.0,0.6016,Dyon,3,100,269.349548,3.409487949367089,3.9649125188094456
2022-03-23T15:25:02.768771,5000,100,7,relu,adam,52,1.0,0.6384,Dyon,3,200,316.58728,6.088216923076923,4.660267221862319
2022-03-23T15:25:28.795623,5000,100,7,relu,adam,38,1.0,0.7168,Dyon,3,500,696.88147,18.33898605263158,10.258320777019938
2022-03-23T17:47:19.258137,1000,20,2,relu,adam,200,0.9973333333333332,0.888,Sam,1,100,75.072571,0.375362855,1.0
2022-03-23T17:47:26.236607,1000,20,2,relu,adam,200,1.0,0.904,Sam,1,200,40.351807,0.201759035,0.537503997298827
2022-03-23T17:47:34.106424,1000,20,2,relu,adam,191,1.0,0.908,Sam,1,500,63.702576,0.3335213403141361,0.8485466149813892
2022-03-23T17:47:41.523954,2000,20,2,relu,adam,200,0.998,0.934,Sam,1,100,49.148743,0.24574371500000003,0.6546830932432034
2022-03-23T17:47:49.130634,2000,20,2,relu,adam,200,1.0,0.944,Sam,1,200,64.479553,0.322397765,0.8588962938274752
2022-03-23T17:47:58.978189,2000,20,2,relu,adam,196,1.0,0.95,Sam,1,500,110.966858,0.5661574387755102,1.4781278504501998
2022-03-23T17:48:08.312086,5000,20,2,relu,adam,200,0.9968,0.9616,Sam,1,100,92.705078,0.46352539,1.2348728272540448
2022-03-23T17:48:18.840336,5000,20,2,relu,adam,200,1.0,0.9568,Sam,1,200,131.165527,0.655827635,1.7471830956741845
2022-03-23T17:48:33.225346,5000,20,2,relu,adam,189,1.0,0.9624,Sam,1,500,238.638611,1.2626381534391535,3.178772324182157
2022-03-23T17:48:39.887234,1000,20,3,relu,adam,200,0.9946666666666668,0.888,Sam,1,100,33.976257,0.169881285,0.45257883868130744
2022-03-23T17:48:47.223108,1000,20,3,relu,adam,200,1.0,0.88,Sam,1,200,40.576477,0.202882385,0.5404967015183215
2022-03-23T17:48:55.218453,1000,20,3,relu,adam,200,1.0,0.888,Sam,1,500,66.642212,0.33321106,0.8877038725635226
2022-03-23T17:49:02.533708,2000,20,3,relu,adam,200,0.9993333333333332,0.918,Sam,1,100,48.545349,0.24272674500000002,0.6466456170789728
2022-03-23T17:49:10.067738,2000,20,3,relu,adam,200,1.0,0.92,Sam,1,200,64.16925,0.32084625,0.8547629200017675
2022-03-23T17:49:19.990098,2000,20,3,relu,adam,200,1.0,0.916,Sam,1,500,112.850037,0.564250185,1.5032126314150078
2022-03-23T17:49:29.277691,5000,20,3,relu,adam,200,0.9954666666666668,0.9168,Sam,1,100,93.254822,0.46627411,1.2421956615819114
2022-03-23T17:49:39.848468,5000,20,3,relu,adam,200,1.0,0.9272,Sam,1,200,131.832703,0.659163515,1.756070176416364
2022-03-23T17:49:54.427217,5000,20,3,relu,adam,200,1.0,0.9248,Sam,1,500,251.203003,1.256015015,3.346135607903984
2022-03-23T17:50:00.997485,1000,20,7,relu,adam,200,0.9706666666666668,0.664,Sam,1,100,35.039917,0.17519958500000002,0.4667472624588813
2022-03-23T17:50:08.221278,1000,20,7,relu,adam,200,1.0,0.664,Sam,1,200,41.930176,0.20965088,0.5585285736384332
2022-03-23T17:50:16.177565,1000,20,7,relu,adam,200,1.0,0.696,Sam,1,500,67.543335,0.337716675,0.8997072312869104
2022-03-23T17:50:23.565924,2000,20,7,relu,adam,200,0.9786666666666668,0.782,Sam,1,100,50.78064,0.2539032,0.6764206863249694
2022-03-23T17:50:31.180730,2000,20,7,relu,adam,200,1.0,0.768,Sam,1,200,66.052856,0.33026428,0.8798533887962889
2022-03-23T17:50:41.036580,2000,20,7,relu,adam,200,1.0,0.792,Sam,1,500,115.163635,0.575818175,1.5340307846923213
2022-03-23T17:50:50.474222,5000,20,7,relu,adam,200,0.9749333333333332,0.8256,Sam,1,100,98.285645,0.491428225,1.3092084591055235
2022-03-23T17:51:01.114137,5000,20,7,relu,adam,200,0.9976,0.8456,Sam,1,200,141.116638,0.70558319,1.8797363154113904
2022-03-23T17:51:19.986895,5000,20,7,relu,adam,200,1.0,0.8456,Sam,1,500,372.185913,1.8609295650000002,4.957681721064276
2022-03-23T17:51:27.191378,1000,50,2,relu,adam,196,1.0,0.9,Sam,1,100,42.191284,0.2152616530612245,0.5620066482071062
2022-03-23T17:51:34.105813,1000,50,2,relu,adam,126,1.0,0.916,Sam,1,200,43.245422,0.3432176349206349,0.5760482347141141
2022-03-23T17:51:41.502083,1000,50,2,relu,adam,89,1.0,0.928,Sam,1,500,53.044861,0.5960096741573033,0.7065811160243866
2022-03-23T17:51:48.441722,2000,50,2,relu,adam,151,1.0,0.946,Sam,1,100,51.744812,0.34268087417218546,0.6892638857406389
2022-03-23T17:51:55.588513,2000,50,2,relu,adam,114,1.0,0.948,Sam,1,200,56.685181,0.4972384298245614,0.7550717957960971
2022-03-23T17:52:03.544650,2000,50,2,relu,adam,81,1.0,0.952,Sam,1,500,80.756775,0.9969972222222223,1.0757161227367584
2022-03-23T17:52:11.672322,5000,50,2,relu,adam,114,1.0,0.9712,Sam,1,100,81.318787,0.7133226929824561,1.0832023722752215
2022-03-23T17:52:20.088530,5000,50,2,relu,adam,85,1.0,0.9744,Sam,1,200,92.364502,1.0866412,1.2303362036182297
2022-03-23T17:52:30.792806,5000,50,2,relu,adam,66,1.0,0.9776,Sam,1,500,134.942261,2.0445797121212124,1.7974908705337933
2022-03-23T17:52:37.097005,1000,50,3,relu,adam,200,1.0,0.864,Sam,1,100,42.24176,0.2112088,0.5626790109532814
2022-03-23T17:52:44.356454,1000,50,3,relu,adam,164,1.0,0.848,Sam,1,200,47.736694,0.2910774024390244,0.6358739731985468
2022-03-23T17:52:51.685217,1000,50,3,relu,adam,110,1.0,0.892,Sam,1,500,58.511414,0.5319219454545455,0.7793980307401488
2022-03-23T17:52:58.847144,2000,50,3,relu,adam,171,1.0,0.882,Sam,1,100,60.522461,0.35393252046783624,0.8061860702759202
2022-03-23T17:53:07.000427,2000,50,3,relu,adam,126,1.0,0.874,Sam,1,200,64.43811,0.5114135714285714,0.8583442546546061
2022-03-23T17:53:15.875623,2000,50,3,relu,adam,94,1.0,0.896,Sam,1,500,86.608459,0.9213665851063829,1.153663153483847
2022-03-23T17:53:25.473601,5000,50,3,relu,adam,151,1.0,0.9496,Sam,1,100,103.887207,0.6879947483443709,1.3838237536849511
2022-03-23T17:53:34.526183,5000,50,3,relu,adam,107,1.0,0.9472,Sam,1,200,105.379761,0.9848575794392523,1.4037052360974824
2022-03-23T17:53:45.431363,5000,50,3,relu,adam,79,1.0,0.9584,Sam,1,500,152.905701,1.9355152025316456,2.0367718723793273
2022-03-23T17:53:52.157002,1000,50,7,relu,adam,200,1.0,0.544,Sam,1,100,44.140686,0.22070343,0.5879735489543845
2022-03-23T17:53:59.556352,1000,50,7,relu,adam,200,1.0,0.548,Sam,1,200,55.515198,0.27757599,0.7394871024198705
2022-03-23T17:54:07.416504,1000,50,7,relu,adam,152,1.0,0.6,Sam,1,500,75.468994,0.49650653947368417,1.0052805304882924
2022-03-23T17:54:14.999892,2000,50,7,relu,adam,200,1.0,0.674,Sam,1,100,63.955505,0.319777525,0.851915741636183
2022-03-23T17:54:23.910594,2000,50,7,relu,adam,198,1.0,0.728,Sam,1,200,89.245544,0.4507350707070707,1.1887902973244382
2022-03-23T17:54:34.118381,2000,50,7,relu,adam,139,1.0,0.786,Sam,1,500,118.919617,0.8555368129496403,1.5840621336919447
2022-03-23T17:54:44.549605,5000,50,7,relu,adam,200,1.0,0.8104,Sam,1,100,130.487427,0.652437135,1.738150502398539
2022-03-23T17:54:55.722238,5000,50,7,relu,adam,171,1.0,0.8424,Sam,1,200,162.221863,0.9486658654970761,2.1608672893326117
2022-03-23T17:55:08.732890,5000,50,7,relu,adam,113,1.0,0.8664,Sam,1,500,216.79126,1.9185067256637167,2.8877559022189345
2022-03-23T17:55:14.817314,1000,100,2,relu,adam,106,1.0,0.82,Sam,1,100,34.63324,0.32672867924528304,0.46133014413479995
2022-03-23T17:55:21.914986,1000,100,2,relu,adam,83,1.0,0.864,Sam,1,200,38.948975,0.46926475903614456,0.5188176517892267
2022-03-23T17:55:29.217750,1000,100,2,relu,adam,62,1.0,0.856,Sam,1,500,47.169006,0.7607904193548387,0.6283121168182718
2022-03-23T17:55:36.152248,2000,100,2,relu,adam,92,1.0,0.92,Sam,1,100,44.364319,0.4822208586956522,0.5909524398731463
2022-03-23T17:55:43.438734,2000,100,2,relu,adam,77,1.0,0.926,Sam,1,200,51.6875,0.6712662337662337,0.688500464437271
2022-03-23T17:55:51.288911,2000,100,2,relu,adam,57,1.0,0.932,Sam,1,500,71.386963,1.2524028596491228,0.9509060639471105
2022-03-23T17:55:59.192583,5000,100,2,relu,adam,85,1.0,0.94,Sam,1,100,72.133423,0.8486285058823528,0.9608492427946819
2022-03-23T17:56:07.816848,5000,100,2,relu,adam,70,1.0,0.9624,Sam,1,200,87.336304,1.2476614857142856,1.1633583722608887
2022-03-23T17:56:17.487547,5000,100,2,relu,adam,52,1.0,0.9664,Sam,1,500,130.760986,2.514634346153846,1.7417944298191148
2022-03-23T17:56:23.892358,1000,100,3,relu,adam,137,1.0,0.668,Sam,1,100,38.877258,0.283775605839416,0.5178623494858062
2022-03-23T17:56:30.963895,1000,100,3,relu,adam,98,1.0,0.704,Sam,1,200,40.54895,0.41376479591836735,0.5401300296482453
2022-03-23T17:56:38.473253,1000,100,3,relu,adam,69,1.0,0.78,Sam,1,500,51.946289,0.752844768115942,0.6919476488956267
2022-03-23T17:56:45.487999,2000,100,3,relu,adam,121,1.0,0.854,Sam,1,100,51.451904,0.425222347107438,0.6853622210434221
2022-03-23T17:56:52.722508,2000,100,3,relu,adam,91,1.0,0.872,Sam,1,200,60.091797,0.6603494175824176,0.8004494344545626
2022-03-23T17:57:00.610116,2000,100,3,relu,adam,67,1.0,0.884,Sam,1,500,81.148315,1.2111688805970149,1.0809316094955639
2022-03-23T17:57:08.541363,5000,100,3,relu,adam,103,1.0,0.9008,Sam,1,100,81.513123,0.7913895436893204,1.085791014137507
2022-03-23T17:57:16.853344,5000,100,3,relu,adam,74,1.0,0.9192,Sam,1,200,89.999451,1.2162087972972973,1.1988326735206658
2022-03-23T17:57:27.246532,5000,100,3,relu,adam,59,1.0,0.9336,Sam,1,500,152.150085,2.5788149999999996,2.026706731543802
2022-03-23T17:57:34.244980,1000,100,7,relu,adam,192,1.0,0.408,Sam,1,100,47.971924,0.24985377083333335,0.6390073413097842
2022-03-23T17:57:41.290650,1000,100,7,relu,adam,141,1.0,0.42,Sam,1,200,49.292175,0.34958989361702125,0.6565936712091558
2022-03-23T17:57:48.920770,1000,100,7,relu,adam,98,1.0,0.496,Sam,1,500,63.464905,0.6476010714285715,0.8453807316656307
2022-03-23T17:57:57.127630,2000,100,7,relu,adam,193,1.0,0.524,Sam,1,100,70.866455,0.36718370466321243,0.9439726661286185
2022-03-23T17:58:05.407693,2000,100,7,relu,adam,140,1.0,0.562,Sam,1,200,76.944946,0.5496067571428571,1.0249408668846576
2022-03-23T17:58:14.728203,2000,100,7,relu,adam,99,1.0,0.596,Sam,1,500,112.219788,1.133533212121212,1.4948174347192664
2022-03-23T17:58:24.586760,5000,100,7,relu,adam,172,1.0,0.6976,Sam,1,100,131.406921,0.7639937267441861,1.750398571004049
2022-03-23T17:58:34.775693,5000,100,7,relu,adam,119,1.0,0.732,Sam,1,200,140.533569,1.180954361344538,1.871969577277432
2022-03-23T17:58:47.517566,5000,100,7,relu,adam,85,1.0,0.7752,Sam,1,500,209.052307,2.459438905882353,2.784669609889876
2022-03-23T17:58:54.248231,1000,20,2,relu,adam,137,1.0,0.908,Sam,2,100,45.821106,0.3344606277372263,0.61035748995462
2022-03-23T17:59:01.660612,1000,20,2,relu,adam,92,1.0,0.904,Sam,2,200,59.170532,0.6431579565217391,0.7881777753422086
2022-03-23T17:59:13.920493,1000,20,2,relu,adam,67,1.0,0.92,Sam,2,500,190.017456,2.836081432835821,2.5311169375030467
2022-03-23T17:59:21.798946,2000,20,2,relu,adam,107,1.0,0.95,Sam,2,100,60.424194,0.5647120934579439,0.8048771101764984
2022-03-23T17:59:29.648740,2000,20,2,relu,adam,80,1.0,0.956,Sam,2,200,85.588196,1.06985245,1.1400727970272924
2022-03-23T17:59:46.524788,2000,20,2,relu,adam,57,1.0,0.964,Sam,2,500,307.284607,5.390958017543859,4.093167489894545
2022-03-23T17:59:55.955775,5000,20,2,relu,adam,106,1.0,0.9624,Sam,2,100,117.465637,1.108166386792453,1.5646944740976036
2022-03-23T18:00:06.897515,5000,20,2,relu,adam,69,1.0,0.9648,Sam,2,200,146.444641,2.1223861014492753,1.9507076825702425
2022-03-23T18:00:31.202820,5000,20,2,relu,adam,48,1.0,0.9696,Sam,2,500,489.485779,10.197620395833333,6.520168051790846
2022-03-23T18:00:38.089772,1000,20,3,relu,adam,156,1.0,0.884,Sam,2,100,40.120728,0.25718415384615384,0.5344259223518534
2022-03-23T18:00:45.470228,1000,20,3,relu,adam,113,1.0,0.884,Sam,2,200,51.942627,0.45966926548672565,0.6918988694286227
2022-03-23T18:00:57.266470,1000,20,3,relu,adam,77,1.0,0.908,Sam,2,500,172.851868,2.2448294545454544,2.3024636787782318
2022-03-23T18:01:04.745132,2000,20,3,relu,adam,141,1.0,0.918,Sam,2,100,58.03717,0.4116111347517731,0.7730808899564663
2022-03-23T18:01:12.477122,2000,20,3,relu,adam,103,1.0,0.922,Sam,2,200,78.705872,0.7641346796116505,1.0483971835732122
2022-03-23T18:01:28.744113,2000,20,3,relu,adam,67,1.0,0.93,Sam,2,500,290.704712,4.338876298507462,3.872315922149516
2022-03-23T18:01:37.428154,5000,20,3,relu,adam,120,1.0,0.9264,Sam,2,100,102.638794,0.8553232833333334,1.3671943378627596
2022-03-23T18:01:47.767549,5000,20,3,relu,adam,84,1.0,0.9368,Sam,2,200,142.055298,1.6911345,1.8922396836522357
2022-03-23T18:02:14.760796,5000,20,3,relu,adam,56,1.0,0.9416,Sam,2,500,571.346375,10.202613839285714,7.6105875606684625
2022-03-23T18:02:21.392810,1000,20,7,relu,adam,200,1.0,0.66,Sam,2,100,46.582458,0.23291229000000002,0.6204990368586152
2022-03-23T18:02:28.942995,1000,20,7,relu,adam,153,1.0,0.656,Sam,2,200,65.379578,0.4273175032679738,0.8708850267030285
2022-03-23T18:02:43.304937,1000,20,7,relu,adam,101,1.0,0.672,Sam,2,500,223.40387,2.211919504950495,2.975838805360749
2022-03-23T18:02:51.576164,2000,20,7,relu,adam,200,1.0,0.762,Sam,2,100,77.799622,0.38899811,1.03632553093193
2022-03-23T18:03:00.223967,2000,20,7,relu,adam,133,1.0,0.774,Sam,2,200,97.21698,0.7309547368421053,1.294973366504259
2022-03-23T18:03:20.648734,2000,20,7,relu,adam,90,1.0,0.788,Sam,2,500,389.368835,4.326320388888889,5.186565876370479
2022-03-23T18:03:31.394240,5000,20,7,relu,adam,184,1.0,0.8496,Sam,2,100,152.994629,0.8314925489130435,2.037956432849489
2022-03-23T18:03:43.845029,5000,20,7,relu,adam,124,1.0,0.8544,Sam,2,200,202.158508,1.6303105483870968,2.692841144337524
2022-03-23T18:04:18.366266,5000,20,7,relu,adam,75,1.0,0.868,Sam,2,500,767.418274,10.232243653333333,10.22235236888317
2022-03-23T18:04:24.777879,1000,50,2,relu,adam,97,1.0,0.9,Sam,2,100,32.23291,0.3322980412371134,0.42935668208299405
2022-03-23T18:04:31.176152,1000,50,2,relu,adam,75,1.0,0.908,Sam,2,200,42.106812,0.56142416,0.5608814436367179
2022-03-23T18:04:42.212640,1000,50,2,relu,adam,62,1.0,0.908,Sam,2,500,144.715149,2.3341153064516127,1.9276700807276204
2022-03-23T18:04:49.199380,2000,50,2,relu,adam,80,1.0,0.942,Sam,2,100,42.155457,0.5269432125,0.5615294166493912
2022-03-23T18:04:56.650908,2000,50,2,relu,adam,61,1.0,0.944,Sam,2,200,56.570251,0.9273811639344263,0.7535408771334073
2022-03-23T18:05:10.295740,2000,50,2,relu,adam,50,1.0,0.954,Sam,2,500,224.198425,4.4839685,2.986422630976632
2022-03-23T18:05:17.854919,5000,50,2,relu,adam,57,1.0,0.9648,Sam,2,100,60.461731,1.0607321228070175,0.8053771196939559
2022-03-23T18:05:26.731780,5000,50,2,relu,adam,45,1.0,0.9704,Sam,2,200,86.706177,1.9268039333333333,1.1549648006593514
2022-03-23T18:05:47.027720,5000,50,2,relu,adam,38,1.0,0.9768,Sam,2,500,400.612122,10.542424263157894,5.336331454533507
2022-03-23T18:05:54.022835,1000,50,3,relu,adam,128,1.0,0.852,Sam,2,100,37.529541,0.2931995390625,0.4999101602634603
2022-03-23T18:06:01.364074,1000,50,3,relu,adam,90,1.0,0.852,Sam,2,200,47.574829,0.5286092111111111,0.6337178594829262
2022-03-23T18:06:12.807030,1000,50,3,relu,adam,66,1.0,0.868,Sam,2,500,159.484009,2.4164243787878785,2.124397857640975
2022-03-23T18:06:19.622674,2000,50,3,relu,adam,101,1.0,0.872,Sam,2,100,57.331116,0.5676348118811881,0.7636759369810314
2022-03-23T18:06:30.839241,2000,50,3,relu,adam,68,1.0,0.874,Sam,2,200,132.903259,1.9544596911764704,1.7703304579777879
2022-03-23T18:06:47.105523,2000,50,3,relu,adam,52,1.0,0.912,Sam,2,500,293.623901,5.646613480769231,3.9112008166071734
2022-03-23T18:06:55.490437,5000,50,3,relu,adam,78,1.0,0.9296,Sam,2,100,76.390686,0.9793677692307693,1.0175578774303602
2022-03-23T18:07:04.633339,5000,50,3,relu,adam,56,1.0,0.9376,Sam,2,200,110.721497,1.9771695892857142,1.4748595329178216
2022-03-23T18:07:27.109771,5000,50,3,relu,adam,43,1.0,0.9528,Sam,2,500,456.424255,10.614517558139536,6.079773863079766
2022-03-23T18:07:34.277115,1000,50,7,relu,adam,160,1.0,0.536,Sam,2,100,43.277893,0.27048683125,0.5764807628607791
2022-03-23T18:07:41.565377,1000,50,7,relu,adam,114,1.0,0.62,Sam,2,200,55.464294,0.48652889473684213,0.7388090385235375
2022-03-23T18:07:53.604246,1000,50,7,relu,adam,78,1.0,0.62,Sam,2,500,180.507507,2.314198807692308,2.4044401916113944
2022-03-23T18:08:00.954546,2000,50,7,relu,adam,143,1.0,0.666,Sam,2,100,63.330627,0.44287151748251746,0.8435920890467439
2022-03-23T18:08:09.812056,2000,50,7,relu,adam,102,1.0,0.71,Sam,2,200,84.482056,0.8282554509803921,1.1253385207761168
2022-03-23T18:08:26.083650,2000,50,7,relu,adam,66,1.0,0.756,Sam,2,500,293.74939,4.450748333333333,3.912872385841162
2022-03-23T18:08:35.798760,5000,50,7,relu,adam,122,1.0,0.7696,Sam,2,100,112.227905,0.9199008606557377,1.4949255567655997
2022-03-23T18:08:45.990795,5000,50,7,relu,adam,80,1.0,0.8168,Sam,2,200,147.160095,1.8395011875000002,1.9602378477220397
2022-03-23T18:09:13.740750,5000,50,7,relu,adam,55,1.0,0.8632,Sam,2,500,574.137756,10.43886829090909,7.647769995781815
2022-03-23T18:09:19.743896,1000,100,2,relu,adam,85,1.0,0.856,Sam,2,100,30.932922,0.36391672941176473,0.41204026434634833
2022-03-23T18:09:26.114810,1000,100,2,relu,adam,70,1.0,0.816,Sam,2,200,42.98114,0.6140162857142858,0.5725278810552527
2022-03-23T18:09:36.641206,1000,100,2,relu,adam,54,1.0,0.852,Sam,2,500,130.278564,2.412566,1.735368354441997
2022-03-23T18:09:43.172881,2000,100,2,relu,adam,78,1.0,0.916,Sam,2,100,42.439514,0.5440963333333334,0.5653131820941634
2022-03-23T18:09:50.651404,2000,100,2,relu,adam,57,1.0,0.932,Sam,2,200,57.334595,1.0058700877192983,0.7637222788067296
2022-03-23T18:10:04.775471,2000,100,2,relu,adam,50,1.0,0.934,Sam,2,500,236.932068,4.73864136,3.1560404132156337
2022-03-23T18:10:12.145239,5000,100,2,relu,adam,63,1.0,0.9416,Sam,2,100,67.931213,1.0782732222222222,0.9048739385787121
2022-03-23T18:10:21.085622,5000,100,2,relu,adam,46,1.0,0.9392,Sam,2,200,97.202576,2.1130994782608696,1.2947814988246507
2022-03-23T18:10:44.125983,5000,100,2,relu,adam,42,1.0,0.9592,Sam,2,500,456.590454,10.871201285714287,6.081987707600956
2022-03-23T18:10:50.887450,1000,100,3,relu,adam,108,1.0,0.684,Sam,2,100,35.07135,0.32473472222222227,0.46716596398436927
2022-03-23T18:10:58.325382,1000,100,3,relu,adam,82,1.0,0.712,Sam,2,200,47.786926,0.5827673902439025,0.6365430857563145
2022-03-23T18:11:08.867653,1000,100,3,relu,adam,56,1.0,0.728,Sam,2,500,136.545654,2.43831525,1.8188487776714084
2022-03-23T18:11:16.413535,2000,100,3,relu,adam,95,1.0,0.83,Sam,2,100,49.404053,0.5200426631578947,0.6580839358758607
2022-03-23T18:11:24.156885,2000,100,3,relu,adam,72,1.0,0.826,Sam,2,200,70.535339,0.979657486111111,0.9395620538958229
2022-03-23T18:11:39.444590,2000,100,3,relu,adam,55,1.0,0.856,Sam,2,500,254.493896,4.627161745454545,3.3899717647874352
2022-03-23T18:11:47.421890,5000,100,3,relu,adam,74,1.0,0.8752,Sam,2,100,76.31543,1.0312895945945946,1.0165554340745837
2022-03-23T18:11:56.755517,5000,100,3,relu,adam,54,1.0,0.8896,Sam,2,200,115.53064,2.1394562962962964,1.538919454350378
2022-03-23T18:12:20.379376,5000,100,3,relu,adam,45,1.0,0.92,Sam,2,500,487.999146,10.844425466666667,6.500365439728979
